,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg,goal_loc_jpsxg,goal_loc_jpsxg - jpsxg
577,,2713414075,Andrew Robertson,RegularPlay,8650,357880,99.2105263157,45.8924840726,19,FirstHalf,False,False,True,False,True,103.8620689656,36.8975,37.27875,0.4045263138,0.09,0.48,InsideBox,8650,9937,Liverpool,Brentford,2,0,4506278,2024-08-25T15:30:00Z,#911712,#911712,0.13260582010582,0.107017543333333,1.0,,2,19.0,Liverpool,Saved,11.0,Left Foot,,Luis Díaz,Andrew Robertson,Pass (Live),0.13260582010582,0.107017543333333,Left,Bottom,1,0,0,0,0,0,0.2726208572605127,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5503056841822274,0.07030568418222738,0.5469628331898415,-0.0033428509923858485
578,,2713459767,Andrew Robertson,RegularPlay,8650,357880,101.1120689658,39.460952382,47,SecondHalf,False,False,True,False,True,103.9568965518,36.05875,36.21125,1.2585263096,0.25,0.64,InsideBox,8650,9937,Liverpool,Brentford,2,0,4506278,2024-08-25T15:30:00Z,#911712,#911712,0.415013227513228,0.332943468148148,1.0,,12,47.0,Liverpool,Saved,5.0,Head,,Diogo Jota,,,0.415013227513228,0.332943468148148,Left,Top,0,1,0,0,0,0,0.20239957406574266,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4668467449290381,-0.1731532550709619,0.49157266290969126,0.024725917980653156
594,,2727266785,Trent Alexander-Arnold,FreeKick,8650,760712,82.2597087384,37.94809524,32,FirstHalf,False,False,True,False,False,103.6724137932,34.53375,34.38125,0.2439999988,0.07,0.02,OutsideBox,8602,8650,Wolverhampton Wanderers,Liverpool,1,2,4506322,2024-09-28T16:30:00Z,#911712,#911712,0.899140211640211,0.0645502642328042,1.0,,4,32,Liverpool,Saved,26.0,Right Foot,Free kick,Mohamed Salah,Alexis Mac Allister,Fouled,0.899140211640211,0.0645502642328042,Middle,Bottom,0,0,1,0,0,0,0.10103219674254237,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.04270538364291726,0.02270538364291726,0.04814728470544425,0.0054419010625269895
596,,2730464949,Trent Alexander-Arnold,RegularPlay,8650,760712,81.1334951464,21.547006373,29,FirstHalf,False,False,True,False,False,102.7241379312,33.46625,35.9825,0.2054736832,0.03,0.04,OutsideBox,9826,8650,Crystal Palace,Liverpool,0,1,4506328,2024-10-05T11:30:00Z,#911712,#911712,0.4755291005291,0.0543581172486773,1.0,,2,29,Liverpool,Saved,27.0,Right Foot,,Ryan Gravenberch,,,0.4755291005291,0.0543581172486773,Left,Bottom,1,0,0,0,0,0,0.09838640226441096,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1491591874438987,0.10915918744389869,0.16521200966225158,0.016052822218352886
603,,2761722215,Trent Alexander-Arnold,SetPiece,8650,760712,76.8538834968,32.0175,63,SecondHalf,False,False,True,False,False,103.103448276,33.695,35.6775,1.4639999928,0.01,0.05,OutsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,0.556216931216931,0.387301585396825,1.0,,23,63,Liverpool,Saved,32.0,Right Foot,,Ryan Gravenberch,Trent Alexander-Arnold,Pass (Dead),0.556216931216931,0.387301585396825,Left,Top,0,1,0,0,0,0,-0.01814809387446764,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.07882689671276012,0.02882689671276012,0.08287817943096058,0.004051282718200461
607,,2762828243,Trent Alexander-Arnold,RegularPlay,8650,760712,75.7276699048,34.305,54,SecondHalf,False,False,True,False,False,,,33.31375,1.1365263102,0.02,0.12,OutsideBox,8654,8650,West Ham United,Liverpool,0,5,4506502,2024-12-29T17:15:00Z,#911712,#911712,1.18154761904762,0.300668336031746,1.0,,19,54,Liverpool,Goal,33.0,Right Foot,Deflected,Ryan Gravenberch,Andrew Robertson,Pass (Live),1.18154761904762,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.04078335564731929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.029132028706104953,-0.09086797129389504,0.02536015231205604,-0.003771876394048912
618,,2771186309,Trent Alexander-Arnold,RegularPlay,8650,760712,95.7368421041,33.77125,40,FirstHalf,False,False,True,False,True,104.525862069,34.0,34.0,1.6245263078,0.1,0.02,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#911712,#911712,1.0,0.429768864497354,1.0,,13,40,Liverpool,Saved,11.0,Head,,Mohamed Salah,Dominik Szoboszlai,Pass (Live),1.0,0.429768864497354,Middle,Top,0,0,0,1,0,0,0.15270622977607537,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11050191340752273,0.09050191340752273,0.11204190759145051,0.0015399941839277786
622,,2778414841,Trent Alexander-Arnold,FastBreak,8650,760712,91.0,23.1584713419,61,SecondHalf,False,False,True,False,True,,,35.22,0.6934736808,0.08,0.21,InsideBox,10252,8650,Aston Villa,Liverpool,2,2,4506355,2025-02-19T19:30:00Z,#911712,#911712,0.677248677248676,0.183458645714286,1.0,,17,61,Liverpool,Goal,17.0,Right Foot,Deflected,Mohamed Salah,Mohamed Salah,Take-On,0.677248677248676,0.183458645714286,Left,Bottom,1,0,0,0,0,0,0.18734501224185252,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3245322935964971,0.11453229359649711,0.3123057137190113,-0.012226579877485821
623,,2785331885,Trent Alexander-Arnold,RegularPlay,8650,760712,101.3017241382,25.9384375,26,FirstHalf,False,False,True,False,True,102.7241379312,27.782619047,33.77125,0.4045263138,0.09,0.22,InsideBox,8650,8466,Liverpool,Southampton,3,1,4506347,2025-03-08T15:00:00Z,#911712,#911712,1.06051587301587,0.107017543333333,1.0,,4,26,Liverpool,Saved,6.0,Right Foot,,Trent Alexander-Arnold,Ryan Gravenberch,Take-On,1.06051587301587,0.107017543333333,Middle,Bottom,0,0,1,0,0,0,0.2647696850608804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2769890589060811,0.05698905890608111,0.27257529571764216,-0.004413763188438946
633,,2727266785,Trent Alexander-Arnold,FreeKick,8650,760712,82.2597087384,37.94809524,32,FirstHalf,False,False,True,False,False,103.6724137932,34.53375,34.38125,0.2439999988,0.07,0.02,OutsideBox,8602,8650,Wolverhampton Wanderers,Liverpool,1,2,4506322,2024-09-28T16:30:00Z,#911712,#911712,0.899140211640211,0.0645502642328042,1.0,,4,32,Liverpool,Saved,26.0,Right Foot,Free kick,Mohamed Salah,Alexis Mac Allister,Fouled,0.899140211640211,0.0645502642328042,Middle,Bottom,0,0,1,0,0,0,0.10103219674254237,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.04270538364291726,0.02270538364291726,0.04814728470544425,0.0054419010625269895
635,,2730464949,Trent Alexander-Arnold,RegularPlay,8650,760712,81.1334951464,21.547006373,29,FirstHalf,False,False,True,False,False,102.7241379312,33.46625,35.9825,0.2054736832,0.03,0.04,OutsideBox,9826,8650,Crystal Palace,Liverpool,0,1,4506328,2024-10-05T11:30:00Z,#911712,#911712,0.4755291005291,0.0543581172486773,1.0,,2,29,Liverpool,Saved,27.0,Right Foot,,Ryan Gravenberch,,,0.4755291005291,0.0543581172486773,Left,Bottom,1,0,0,0,0,0,0.09838640226441096,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1491591874438987,0.10915918744389869,0.16521200966225158,0.016052822218352886
642,,2761722215,Trent Alexander-Arnold,SetPiece,8650,760712,76.8538834968,32.0175,63,SecondHalf,False,False,True,False,False,103.103448276,33.695,35.6775,1.4639999928,0.01,0.05,OutsideBox,8586,8650,Tottenham Hotspur,Liverpool,3,6,4506461,2024-12-22T16:30:00Z,#911712,#911712,0.556216931216931,0.387301585396825,1.0,,23,63,Liverpool,Saved,32.0,Right Foot,,Ryan Gravenberch,Trent Alexander-Arnold,Pass (Dead),0.556216931216931,0.387301585396825,Left,Top,0,1,0,0,0,0,-0.01814809387446764,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.07882689671276012,0.02882689671276012,0.08287817943096058,0.004051282718200461
646,,2762828243,Trent Alexander-Arnold,RegularPlay,8650,760712,75.7276699048,34.305,54,SecondHalf,False,False,True,False,False,,,33.31375,1.1365263102,0.02,0.12,OutsideBox,8654,8650,West Ham United,Liverpool,0,5,4506502,2024-12-29T17:15:00Z,#911712,#911712,1.18154761904762,0.300668336031746,1.0,,19,54,Liverpool,Goal,33.0,Right Foot,Deflected,Ryan Gravenberch,Andrew Robertson,Pass (Live),1.18154761904762,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.04078335564731929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.029132028706104953,-0.09086797129389504,0.02536015231205604,-0.003771876394048912
657,,2771186309,Trent Alexander-Arnold,RegularPlay,8650,760712,95.7368421041,33.77125,40,FirstHalf,False,False,True,False,True,104.525862069,34.0,34.0,1.6245263078,0.1,0.02,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#911712,#911712,1.0,0.429768864497354,1.0,,13,40,Liverpool,Saved,11.0,Head,,Mohamed Salah,Dominik Szoboszlai,Pass (Live),1.0,0.429768864497354,Middle,Top,0,0,0,1,0,0,0.15270622977607537,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11050191340752273,0.09050191340752273,0.11204190759145051,0.0015399941839277786
661,,2778414841,Trent Alexander-Arnold,FastBreak,8650,760712,91.0,23.1584713419,61,SecondHalf,False,False,True,False,True,,,35.22,0.6934736808,0.08,0.21,InsideBox,10252,8650,Aston Villa,Liverpool,2,2,4506355,2025-02-19T19:30:00Z,#911712,#911712,0.677248677248676,0.183458645714286,1.0,,17,61,Liverpool,Goal,17.0,Right Foot,Deflected,Mohamed Salah,Mohamed Salah,Take-On,0.677248677248676,0.183458645714286,Left,Bottom,1,0,0,0,0,0,0.18734501224185252,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3245322935964971,0.11453229359649711,0.3123057137190113,-0.012226579877485821
662,,2785331885,Trent Alexander-Arnold,RegularPlay,8650,760712,101.3017241382,25.9384375,26,FirstHalf,False,False,True,False,True,102.7241379312,27.782619047,33.77125,0.4045263138,0.09,0.22,InsideBox,8650,8466,Liverpool,Southampton,3,1,4506347,2025-03-08T15:00:00Z,#911712,#911712,1.06051587301587,0.107017543333333,1.0,,4,26,Liverpool,Saved,6.0,Right Foot,,Trent Alexander-Arnold,Ryan Gravenberch,Take-On,1.06051587301587,0.107017543333333,Middle,Bottom,0,0,1,0,0,0,0.2647696850608804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2769890589060811,0.05698905890608111,0.27257529571764216,-0.004413763188438946
668,,2720822619,Gabriel Martinelli,RegularPlay,9825,1021586,93.5,44.4211464923,19,FirstHalf,False,False,True,False,True,102.9137931036,37.27875,33.92375,0.7319999964,0.17,0.12,InsideBox,8586,9825,Tottenham Hotspur,Arsenal,0,1,4506301,2024-09-15T13:00:00Z,#bd0510,#bd0510,1.02017195767196,0.193650792698413,1.0,,4,19,Arsenal,Saved,15.0,Right Foot,,Leandro Trossard,Jorginho,Pass (Live),1.02017195767196,0.193650792698413,Middle,Bottom,0,0,1,0,0,0,0.20481529976965296,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.15835828499119278,0.03835828499119279,0.1469960261216602,-0.011362258869532571
670,,2726991019,Gabriel Martinelli,RegularPlay,9825,1021586,92.7,34.7625,20,FirstHalf,False,False,True,False,True,,,36.8975,0.0834736838,0.2,0.83,InsideBox,9825,8197,Arsenal,Leicester City,4,2,4506314,2024-09-28T14:00:00Z,#bd0510,#bd0510,0.233465608465608,0.0220829851322751,1.0,,4,20,Arsenal,Goal,15.0,Right Foot,,Jurriën Timber,Bukayo Saka,Pass (Live),0.233465608465608,0.0220829851322751,Left,Bottom,1,0,0,0,0,0,0.2086277130838724,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3709414642886139,-0.45905853571138605,0.39650512221717976,0.025563657928565853
671,,2727001933,Gabriel Martinelli,RegularPlay,9825,1021586,98.1491228066,45.1217834353,25,FirstHalf,False,False,True,False,True,103.9568965518,37.2025,35.3725,1.059473679,0.05,0.06,InsideBox,9825,8197,Arsenal,Leicester City,4,2,4506314,2024-09-28T14:00:00Z,#bd0510,#bd0510,0.636904761904761,0.280284042063492,1.0,,6,25,Arsenal,Saved,11.0,Left Foot,,Declan Rice,Leandro Trossard,Interception,0.636904761904761,0.280284042063492,Left,Bottom,1,0,0,0,0,0,0.2627369373922434,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5229355378409638,0.4629355378409638,0.4736758239639835,-0.049259713876980304
673,,2730791341,Gabriel Martinelli,RegularPlay,9825,1021586,103.3879310346,38.032142859,68,SecondHalf,False,False,True,False,True,,,36.82125,0.1219999994,0.41,0.55,InsideBox,9825,8466,Arsenal,Southampton,3,1,4506323,2024-10-05T14:00:00Z,#bd0510,#bd0510,0.253637566137564,0.0322751321164021,1.0,,26,68,Arsenal,Goal,2.0,Left Foot,Volley,Bukayo Saka,Thomas Partey,Pass (Live),0.253637566137564,0.0322751321164021,Left,Bottom,1,0,0,0,0,0,0.3057937745459115,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6468652103462791,0.09686521034627904,0.6613707977437931,0.014505587397514064
674,,2735760227,Gabriel Martinelli,RegularPlay,9825,1021586,89.2,38.452380954,69,SecondHalf,False,False,True,False,True,98.0526315785,35.3725,32.0175,0.4879999976,0.36,0.32,InsideBox,8678,9825,AFC Bournemouth,Arsenal,2,0,4506393,2024-10-19T16:30:00Z,#bd0510,#bd0510,1.5244708994709,0.129100528465608,1.0,,15,69,Arsenal,Saved,19.0,Right Foot,,Mikel Merino,,,1.5244708994709,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.18409989149585743,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3326886665924712,0.012688666592471198,0.3310528770515641,-0.0016357895409070955
677,,2747126105,Gabriel Martinelli,RegularPlay,9825,1021586,95.5438596479,42.8709375,27,FirstHalf,False,False,True,False,True,102.4396551726,37.58375,33.2375,0.6485263126,0.29,0.26,InsideBox,8455,9825,Chelsea,Arsenal,1,1,4506475,2024-11-10T16:30:00Z,#bd0510,#bd0510,1.20171957671958,0.171567807566138,1.0,,9,27,Arsenal,Saved,12.0,Left Foot,,Bukayo Saka,,,1.20171957671958,0.171567807566138,Middle,Bottom,0,0,1,0,0,0,0.22225262111605765,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.24024898394417202,-0.01975101605582799,0.2300059725596981,-0.010243011384473921
679,,2747187095,Gabriel Martinelli,RegularPlay,9825,1021586,102.4396551726,42.2928125,60,SecondHalf,False,False,True,False,True,,,36.51625,0.6934736808,0.23,0.31,InsideBox,8455,9825,Chelsea,Arsenal,1,1,4506475,2024-11-10T16:30:00Z,#bd0510,#bd0510,0.334325396825397,0.183458645714286,1.0,,19,60,Arsenal,Goal,6.0,Right Foot,,Martin Ødegaard,Thomas Partey,Pass (Live),0.334325396825397,0.183458645714286,Left,Bottom,1,0,0,0,0,0,0.29956549181608705,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6185439792047334,0.30854397920473337,0.5920763832974651,-0.026467595907268215
681,,2755403593,Gabriel Martinelli,RegularPlay,9825,1021586,92.5,46.3128662384,48,SecondHalf,False,False,True,False,True,103.4827586208,35.90625,37.355,0.8154736802,0.04,0.44,InsideBox,9825,10260,Arsenal,Manchester United,2,0,4506424,2024-12-04T20:15:00Z,#bd0510,#bd0510,0.112433862433861,0.215733777830688,1.0,,6,48.0,Arsenal,Saved,16.0,Right Foot,Deflected,Declan Rice,,,0.112433862433861,0.215733777830688,Left,Bottom,1,0,0,0,0,0,0.21291453444294273,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.373604923669126,-0.06639507633087399,0.3457912101999045,-0.027813713469221513
683,,2758874059,Gabriel Martinelli,FastBreak,9825,1021586,99.5000000004,46.0326114612,43,FirstHalf,False,False,True,False,True,102.4396551726,39.881190477,34.83875,0.7319999964,0.08,0.11,InsideBox,9825,8668,Arsenal,Everton,0,0,4506444,2024-12-14T15:00:00Z,#bd0510,#bd0510,0.778108465608464,0.193650792698413,1.0,,6,43.0,Arsenal,Saved,11.0,Left Foot,,Kai Havertz,Declan Rice,Pass (Live),0.778108465608464,0.193650792698413,Middle,Bottom,0,0,1,0,0,0,0.2592446678554799,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.265318378665728,0.155318378665728,0.24456251371743246,-0.020755864948295538
684,,2761288723,Gabriel Martinelli,RegularPlay,9825,1021586,101.5862068968,34.53375,60,SecondHalf,False,False,True,False,True,,,37.2025,1.1365263102,0.66,0.92,InsideBox,9826,9825,Crystal Palace,Arsenal,1,5,4506455,2024-12-21T17:30:00Z,#bd0510,#bd0510,0.152777777777778,0.300668336031746,1.0,,25,60,Arsenal,Goal,4.0,Right Foot,,Declan Rice,,,0.152777777777778,0.300668336031746,Left,Bottom,1,0,0,0,0,0,0.2878643804956472,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6578166129282053,-0.2621833870717948,0.6020252425142311,-0.055791370413974195
688,,2763108905,Gabriel Martinelli,RegularPlay,9825,1021586,93.7,40.217380953,53,SecondHalf,False,False,True,False,True,,,31.02625,0.9374736796,0.17,0.88,InsideBox,9937,9825,Brentford,Arsenal,1,3,4506494,2025-01-01T17:30:00Z,#bd0510,#bd0510,1.78670634920635,0.24800890994709,1.0,,16,53.0,Arsenal,Goal,14.0,Right Foot,Volley,Thomas Partey,William Saliba,Pass (Live),1.78670634920635,0.24800890994709,Right,Bottom,0,0,0,0,1,0,0.22521445931917547,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.44191481347317063,-0.4380851865268294,0.4043611880373049,-0.03755362543586571
690,,2766587625,Gabriel Martinelli,RegularPlay,9825,1021586,102.5344827588,25.186875,3,FirstHalf,False,False,True,False,True,104.525862069,31.255,34.68625,1.0979999946,0.07,0.11,InsideBox,9825,10252,Arsenal,Aston Villa,2,2,4506523,2025-01-18T17:30:00Z,#bd0510,#bd0510,0.818452380952381,0.290476189047619,1.0,,0,3,Arsenal,Saved,6.0,Right Foot,Volley,Declan Rice,David Raya,Pass (Live),0.818452380952381,0.290476189047619,Middle,Bottom,0,0,1,0,0,0,0.2753834984813481,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3091192070733921,0.1991192070733921,0.26317991137130037,-0.04593929570209171
691,,2766613731,Gabriel Martinelli,RegularPlay,9825,1021586,101.0172413796,30.95,35,FirstHalf,False,False,True,False,True,,,32.70375,1.1814736784,0.38,0.71,InsideBox,9825,10252,Arsenal,Aston Villa,2,2,4506523,2025-01-18T17:30:00Z,#bd0510,#bd0510,1.34292328042328,0.312559174179894,1.0,,6,35,Arsenal,Goal,5.0,Right Foot,Volley,Leandro Trossard,Mikel Merino,Pass (Live),1.34292328042328,0.312559174179894,Right,Top,0,0,0,0,0,1,0.1536550341130064,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.47288294665124675,-0.23711705334875322,0.4848253445575487,0.011942397906301971
693,,2772041905,Gabriel Martinelli,FastBreak,9825,1021586,95.2543859636,22.0374522331,68,SecondHalf,False,False,True,False,True,102.3448275864,30.244,35.75375,0.770526312,0.17,0.29,InsideBox,9825,8456,Arsenal,Manchester City,5,1,4506614,2025-02-02T16:30:00Z,#bd0510,#bd0510,0.536044973544974,0.20384293968254,1.0,,15,68,Arsenal,Saved,14.0,Right Foot,,Declan Rice,,,0.536044973544974,0.20384293968254,Left,Bottom,1,0,0,0,0,0,0.22474876464986238,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4247547898421504,0.13475478984215045,0.4013304881478949,-0.023424301694255523
695,,2789205731,Gabriel Martinelli,RegularPlay,9825,1021586,93.6,47.5039490415,9,FirstHalf,False,False,True,False,True,103.8620689656,36.36375,33.8475,1.0145263108,0.02,0.02,InsideBox,9825,8455,Arsenal,Chelsea,1,0,4506354,2025-03-16T13:30:00Z,#bd0510,#bd0510,1.04034391534392,0.268393203915344,1.0,,1,9.0,Arsenal,Saved,16.0,Right Foot,,,,,1.04034391534392,0.268393203915344,Middle,Bottom,0,0,1,0,0,0,0.20732919463701388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2279832999302997,0.2079832999302997,0.20226826591396257,-0.025715034016337124
701,,2796103057,Gabriel Martinelli,RegularPlay,9825,1021586,92.2,46.3128662384,84,SecondHalf,False,False,True,False,True,103.4827586208,35.6775,34.305,1.7079999916,0.04,0.04,InsideBox,8668,9825,Everton,Arsenal,1,1,4506376,2025-04-05T11:30:00Z,#bd0510,#bd0510,0.919312169312169,0.45185184962963,1.0,,17,84,Arsenal,Saved,16.0,Right Foot,,Gabriel Martinelli,Kieran Tierney,Pass (Live),0.919312169312169,0.45185184962963,Middle,Top,0,0,0,1,0,0,0.1277150572724655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.11902298728245142,0.07902298728245141,0.11003440004890298,-0.008988587233548437
713,,2709693243,Kai Havertz,RegularPlay,9825,749736,97.6666666661,33.695,25,FirstHalf,False,False,True,False,True,,,31.78875,1.3034736778,0.14,0.73,InsideBox,9825,8602,Arsenal,Wolverhampton Wanderers,2,0,4506265,2024-08-17T14:00:00Z,#bd0510,#bd0510,1.58498677248677,0.344834306296296,1.0,,7,25,Arsenal,Goal,9.0,Head,,Bukayo Saka,Oleksandr Zinchenko,Pass (Live),1.58498677248677,0.344834306296296,Right,Top,0,0,0,0,0,1,0.12517648077742333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29255327878786186,-0.4374467212121381,0.312306030234764,0.01975275144690214
718,,2715288557,Kai Havertz,FastBreak,9825,749736,83.6111650488,37.12625,38,FirstHalf,False,False,True,False,False,,,33.77125,0.7319999964,0.57,0.25,OutsideBox,9825,10204,Arsenal,Brighton & Hove Albion,1,1,4506283,2024-08-31T11:30:00Z,#bd0510,#bd0510,1.06051587301587,0.193650792698413,1.0,,7,38,Arsenal,Goal,25.0,Left Foot,,Bukayo Saka,Jurriën Timber,Pass (Live),1.06051587301587,0.193650792698413,Middle,Bottom,0,0,1,0,0,0,0.11266906919278087,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.06541055352410742,-0.1845894464758926,0.06267637187650064,-0.002734181647606776
719,,2715327915,Kai Havertz,FastBreak,9825,749736,91.8,40.301428572,75,SecondHalf,False,False,True,False,True,98.3421052628,37.58375,31.56,0.160526315,0.25,0.64,InsideBox,9825,10204,Arsenal,Brighton & Hove Albion,1,1,4506283,2024-08-31T11:30:00Z,#bd0510,#bd0510,1.64550264550265,0.0424672791005291,1.0,,20,75,Arsenal,Saved,16.0,Left Foot,,Gabriel Magalhães,,,1.64550264550265,0.0424672791005291,Right,Bottom,0,0,0,0,1,0,0.20829098430278412,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.40388448282328504,-0.23611551717671497,0.4256538001518649,0.02176931732857984
720,,2720820589,Kai Havertz,RegularPlay,9825,749736,97.0877192975,31.78875,18,FirstHalf,False,False,True,False,True,104.1465517242,33.695,35.29625,0.3274736826,0.08,0.1,InsideBox,8586,9825,Tottenham Hotspur,Arsenal,0,1,4506301,2024-09-15T13:00:00Z,#bd0510,#bd0510,0.657076719576718,0.0866332493650794,1.0,,3,18,Arsenal,Saved,10.0,Head,,Gabriel Martinelli,Gabriel Martinelli,Take-On,0.657076719576718,0.0866332493650794,Left,Bottom,1,0,0,0,0,0,0.2462480596461578,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3702631193498438,0.2702631193498438,0.39321118546736816,0.02294806611752437
721,,2720827555,Kai Havertz,FromCorner,9825,749736,98.0526315785,37.05,23,FirstHalf,False,False,True,False,True,104.3362068966,34.68625,31.1025,1.380526309,0.09,0.74,InsideBox,8586,9825,Tottenham Hotspur,Arsenal,0,1,4506301,2024-09-15T13:00:00Z,#bd0510,#bd0510,1.76653439153439,0.36521860026455,1.0,,6,23,Arsenal,Saved,8.0,Head,Deflected,Bukayo Saka,William Saliba,Pass (Live),1.76653439153439,0.36521860026455,Right,Top,0,0,0,0,0,1,0.13038725697793202,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3026883042051582,-0.4373116957948418,0.3179792157935321,0.015290911588373923
722,,2724583745,Kai Havertz,RegularPlay,9825,749736,93.5,26.774047619,90,SecondHalf,False,False,True,False,True,94.5789473669,27.950714285,33.39,0.8925263114,0.07,0.22,InsideBox,8456,9825,Manchester City,Arsenal,2,2,4506309,2024-09-22T15:30:00Z,#bd0510,#bd0510,1.16137566137566,0.236118071798942,1.0,7.0,36,90+7,Arsenal,Saved,14.0,Left Foot,Volley,,,,1.16137566137566,0.236118071798942,Middle,Bottom,0,0,1,0,0,0,0.19553690008083396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22274735000169493,0.0027473500016949315,0.20613977539357353,-0.0166075746081214
728,,2727191999,Kai Havertz,FastBreak,9825,749736,103.4827586208,37.732,90,SecondHalf,False,False,True,False,True,,,36.36375,0.2825263144,0.89,1.0,InsideBox,9825,8197,Arsenal,Leicester City,4,2,4506314,2024-09-28T14:00:00Z,#bd0510,#bd0510,0.374669312169311,0.0747424112169312,1.0,9.0,40,90+9,Arsenal,Goal,2.0,Other,,Gabriel Jesus,,,0.374669312169311,0.0747424112169312,Left,Bottom,1,0,0,0,0,0,0.3064828105386989,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8161202921052509,-0.18387970789474906,0.838530228034008,0.022409935928757063
731,,2730767987,Kai Havertz,RegularPlay,9825,749736,90.3,34.68625,58,SecondHalf,False,False,True,False,True,,,37.05,1.0145263108,0.13,0.52,InsideBox,9825,8466,Arsenal,Southampton,3,1,4506323,2024-10-05T14:00:00Z,#bd0510,#bd0510,0.193121693121694,0.268393203915344,1.0,,21,58,Arsenal,Goal,18.0,Left Foot,,Bukayo Saka,,,0.193121693121694,0.268393203915344,Left,Bottom,1,0,0,0,0,0,0.18715478258498325,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.324011113162677,-0.19598888683732302,0.28956401574580254,-0.03444709741687446
