,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg,goal_loc_jpsxg,goal_loc_jpsxg - jpsxg
5673,,2755411935,Mikkel Damsgaard,RegularPlay,9937,888912,97.9561403504,41.3678125,54,SecondHalf,False,False,True,False,True,,,34.83875,1.8685263066,0.27,0.58,InsideBox,10252,9937,Aston Villa,Brentford,3,1,4506425,2024-12-04T20:15:00Z,#C00808,#C00808,0.778108465608464,0.494319128730159,1.0,,18,54,Brentford,Goal,9.0,Right Foot,,Kevin Schade,,,0.778108465608464,0.494319128730159,Middle,Top,0,0,0,1,0,0,0.1765194210747776,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2461050008327102,-0.33389499916728976,0.2213446587711346,-0.024760342061575596
5675,,2761021693,Mikkel Damsgaard,RegularPlay,9937,888912,90.4,31.865,4,FirstHalf,False,False,True,False,True,102.9137931036,34.38125,36.36375,0.7319999964,0.15,0.24,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C00808,#C00808,0.374669312169311,0.193650792698413,1.0,,0,4.0,Brentford,Saved,17.0,Left Foot,,Yoane Wissa,Kristoffer Ajer,Pass (Live),0.374669312169311,0.193650792698413,Left,Bottom,1,0,0,0,0,0,0.18656447546829186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.32454130592687497,0.08454130592687498,0.30904409432961244,-0.015497211597262528
5676,,2762469635,Mikkel Damsgaard,RegularPlay,9937,888912,90.5,47.3638216529,86,SecondHalf,False,False,True,False,True,103.9568965518,36.21125,34.22875,1.4254736772,0.04,0.03,InsideBox,10204,9937,Brighton & Hove Albion,Brentford,0,0,4506485,2024-12-27T19:30:00Z,#C00808,#C00808,0.939484126984128,0.377109438412698,1.0,,30,86,Brentford,Saved,18.0,Right Foot,,Yehor Yarmoliuk,,,0.939484126984128,0.377109438412698,Middle,Top,0,0,0,1,0,0,0.11308602801262693,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1052772094112483,0.0752772094112483,0.10707093213155609,0.0017937227203077971
5693,,2715370543,Mikkel Damsgaard,RegularPlay,9937,888912,101.681034483,27.782619047,2,FirstHalf,False,False,True,False,True,102.9137931036,29.463571427,33.695,0.2825263144,0.13,0.25,InsideBox,9937,8466,Brentford,Southampton,3,1,4506284,2024-08-31T14:00:00Z,#C00808,#C00808,1.08068783068783,0.0747424112169312,1.0,,0,2,Brentford,Saved,5.0,Right Foot,,Bryan Mbeumo,Mikkel Damsgaard,Pass (Live),1.08068783068783,0.0747424112169312,Middle,Bottom,0,0,1,0,0,0,0.26912668338961193,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2923637942061314,0.0423637942061314,0.29848093702081513,0.006117142814683729
5695,,2723380017,Mikkel Damsgaard,RegularPlay,9937,888912,90.0,42.6396875,42,FirstHalf,False,False,True,False,True,102.7241379312,34.0,33.00875,0.4045263138,0.09,0.06,InsideBox,8586,9937,Tottenham Hotspur,Brentford,3,1,4506311,2024-09-21T14:00:00Z,#C00808,#C00808,1.26223544973545,0.107017543333333,1.0,,18,42,Brentford,Saved,17.0,Left Foot,,Fabio Carvalho,,,1.26223544973545,0.107017543333333,Middle,Bottom,0,0,1,0,0,0,0.17262242829394425,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11980191370955115,0.05980191370955115,0.12343745786984732,0.0036355441602961697
5698,,2739299005,Mikkel Damsgaard,RegularPlay,9937,888912,96.9912280694,24.84,76,SecondHalf,False,False,True,False,True,103.4827586208,31.56,35.14375,0.0834736838,0.24,0.29,InsideBox,9937,9902,Brentford,Ipswich Town,4,3,4506405,2024-10-26T14:00:00Z,#C00808,#C00808,0.697420634920634,0.0220829851322751,1.0,,24,76,Brentford,Saved,10.0,Right Foot,,Vitaly Janelt,Mads Roerslev,Pass (Live),0.697420634920634,0.0220829851322751,Middle,Bottom,0,0,1,0,0,0,0.2256979154404255,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.20276001292573365,-0.08723998707426633,0.21915879625027218,0.016398783324538535
5700,,2746149271,Mikkel Damsgaard,RegularPlay,9937,888912,101.4913793106,23.9992356735,50,SecondHalf,False,False,True,False,True,,,30.95,0.0834736838,0.05,0.36,InsideBox,9937,8678,Brentford,AFC Bournemouth,3,2,4506473,2024-11-09T15:00:00Z,#C00808,#C00808,1.80687830687831,0.0220829851322751,1.0,,15,50,Brentford,Goal,8.0,Right Foot,,Bryan Mbeumo,Christian Nørgaard,Pass (Live),1.80687830687831,0.0220829851322751,Right,Bottom,0,0,0,0,1,0,0.28626711218707,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6259035593590848,0.26590355935908483,0.6458624536087253,0.01995889424964048
5706,,2755411935,Mikkel Damsgaard,RegularPlay,9937,888912,97.9561403504,41.3678125,54,SecondHalf,False,False,True,False,True,,,34.83875,1.8685263066,0.27,0.58,InsideBox,10252,9937,Aston Villa,Brentford,3,1,4506425,2024-12-04T20:15:00Z,#C00808,#C00808,0.778108465608464,0.494319128730159,1.0,,18,54,Brentford,Goal,9.0,Right Foot,,Kevin Schade,,,0.778108465608464,0.494319128730159,Middle,Top,0,0,0,1,0,0,0.1765194210747776,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2461050008327102,-0.33389499916728976,0.2213446587711346,-0.024760342061575596
5708,,2761021693,Mikkel Damsgaard,RegularPlay,9937,888912,90.4,31.865,4,FirstHalf,False,False,True,False,True,102.9137931036,34.38125,36.36375,0.7319999964,0.15,0.24,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C00808,#C00808,0.374669312169311,0.193650792698413,1.0,,0,4.0,Brentford,Saved,17.0,Left Foot,,Yoane Wissa,Kristoffer Ajer,Pass (Live),0.374669312169311,0.193650792698413,Left,Bottom,1,0,0,0,0,0,0.18656447546829186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.32454130592687497,0.08454130592687498,0.30904409432961244,-0.015497211597262528
5709,,2762469635,Mikkel Damsgaard,RegularPlay,9937,888912,90.5,47.3638216529,86,SecondHalf,False,False,True,False,True,103.9568965518,36.21125,34.22875,1.4254736772,0.04,0.03,InsideBox,10204,9937,Brighton & Hove Albion,Brentford,0,0,4506485,2024-12-27T19:30:00Z,#C00808,#C00808,0.939484126984128,0.377109438412698,1.0,,30,86,Brentford,Saved,18.0,Right Foot,,Yehor Yarmoliuk,,,0.939484126984128,0.377109438412698,Middle,Top,0,0,0,1,0,0,0.11308602801262693,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1052772094112483,0.0752772094112483,0.10707093213155609,0.0017937227203077971
5726,,2715370543,Mikkel Damsgaard,RegularPlay,9937,888912,101.681034483,27.782619047,2,FirstHalf,False,False,True,False,True,102.9137931036,29.463571427,33.695,0.2825263144,0.13,0.25,InsideBox,9937,8466,Brentford,Southampton,3,1,4506284,2024-08-31T14:00:00Z,#C00808,#C00808,1.08068783068783,0.0747424112169312,1.0,,0,2,Brentford,Saved,5.0,Right Foot,,Bryan Mbeumo,Mikkel Damsgaard,Pass (Live),1.08068783068783,0.0747424112169312,Middle,Bottom,0,0,1,0,0,0,0.26912668338961193,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2923637942061314,0.0423637942061314,0.29848093702081513,0.006117142814683729
5728,,2723380017,Mikkel Damsgaard,RegularPlay,9937,888912,90.0,42.6396875,42,FirstHalf,False,False,True,False,True,102.7241379312,34.0,33.00875,0.4045263138,0.09,0.06,InsideBox,8586,9937,Tottenham Hotspur,Brentford,3,1,4506311,2024-09-21T14:00:00Z,#C00808,#C00808,1.26223544973545,0.107017543333333,1.0,,18,42,Brentford,Saved,17.0,Left Foot,,Fabio Carvalho,,,1.26223544973545,0.107017543333333,Middle,Bottom,0,0,1,0,0,0,0.17262242829394425,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11980191370955115,0.05980191370955115,0.12343745786984732,0.0036355441602961697
5731,,2739299005,Mikkel Damsgaard,RegularPlay,9937,888912,96.9912280694,24.84,76,SecondHalf,False,False,True,False,True,103.4827586208,31.56,35.14375,0.0834736838,0.24,0.29,InsideBox,9937,9902,Brentford,Ipswich Town,4,3,4506405,2024-10-26T14:00:00Z,#C00808,#C00808,0.697420634920634,0.0220829851322751,1.0,,24,76,Brentford,Saved,10.0,Right Foot,,Vitaly Janelt,Mads Roerslev,Pass (Live),0.697420634920634,0.0220829851322751,Middle,Bottom,0,0,1,0,0,0,0.2256979154404255,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.20276001292573365,-0.08723998707426633,0.21915879625027218,0.016398783324538535
5733,,2746149271,Mikkel Damsgaard,RegularPlay,9937,888912,101.4913793106,23.9992356735,50,SecondHalf,False,False,True,False,True,,,30.95,0.0834736838,0.05,0.36,InsideBox,9937,8678,Brentford,AFC Bournemouth,3,2,4506473,2024-11-09T15:00:00Z,#C00808,#C00808,1.80687830687831,0.0220829851322751,1.0,,15,50,Brentford,Goal,8.0,Right Foot,,Bryan Mbeumo,Christian Nørgaard,Pass (Live),1.80687830687831,0.0220829851322751,Right,Bottom,0,0,0,0,1,0,0.28626711218707,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6259035593590848,0.26590355935908483,0.6458624536087253,0.01995889424964048
5739,,2755411935,Mikkel Damsgaard,RegularPlay,9937,888912,97.9561403504,41.3678125,54,SecondHalf,False,False,True,False,True,,,34.83875,1.8685263066,0.27,0.58,InsideBox,10252,9937,Aston Villa,Brentford,3,1,4506425,2024-12-04T20:15:00Z,#C00808,#C00808,0.778108465608464,0.494319128730159,1.0,,18,54,Brentford,Goal,9.0,Right Foot,,Kevin Schade,,,0.778108465608464,0.494319128730159,Middle,Top,0,0,0,1,0,0,0.1765194210747776,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2461050008327102,-0.33389499916728976,0.2213446587711346,-0.024760342061575596
5741,,2761021693,Mikkel Damsgaard,RegularPlay,9937,888912,90.4,31.865,4,FirstHalf,False,False,True,False,True,102.9137931036,34.38125,36.36375,0.7319999964,0.15,0.24,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C00808,#C00808,0.374669312169311,0.193650792698413,1.0,,0,4.0,Brentford,Saved,17.0,Left Foot,,Yoane Wissa,Kristoffer Ajer,Pass (Live),0.374669312169311,0.193650792698413,Left,Bottom,1,0,0,0,0,0,0.18656447546829186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.32454130592687497,0.08454130592687498,0.30904409432961244,-0.015497211597262528
5742,,2762469635,Mikkel Damsgaard,RegularPlay,9937,888912,90.5,47.3638216529,86,SecondHalf,False,False,True,False,True,103.9568965518,36.21125,34.22875,1.4254736772,0.04,0.03,InsideBox,10204,9937,Brighton & Hove Albion,Brentford,0,0,4506485,2024-12-27T19:30:00Z,#C00808,#C00808,0.939484126984128,0.377109438412698,1.0,,30,86,Brentford,Saved,18.0,Right Foot,,Yehor Yarmoliuk,,,0.939484126984128,0.377109438412698,Middle,Top,0,0,0,1,0,0,0.11308602801262693,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1052772094112483,0.0752772094112483,0.10707093213155609,0.0017937227203077971
5759,,2715370543,Mikkel Damsgaard,RegularPlay,9937,888912,101.681034483,27.782619047,2,FirstHalf,False,False,True,False,True,102.9137931036,29.463571427,33.695,0.2825263144,0.13,0.25,InsideBox,9937,8466,Brentford,Southampton,3,1,4506284,2024-08-31T14:00:00Z,#C00808,#C00808,1.08068783068783,0.0747424112169312,1.0,,0,2,Brentford,Saved,5.0,Right Foot,,Bryan Mbeumo,Mikkel Damsgaard,Pass (Live),1.08068783068783,0.0747424112169312,Middle,Bottom,0,0,1,0,0,0,0.26912668338961193,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2923637942061314,0.0423637942061314,0.29848093702081513,0.006117142814683729
5761,,2723380017,Mikkel Damsgaard,RegularPlay,9937,888912,90.0,42.6396875,42,FirstHalf,False,False,True,False,True,102.7241379312,34.0,33.00875,0.4045263138,0.09,0.06,InsideBox,8586,9937,Tottenham Hotspur,Brentford,3,1,4506311,2024-09-21T14:00:00Z,#C00808,#C00808,1.26223544973545,0.107017543333333,1.0,,18,42,Brentford,Saved,17.0,Left Foot,,Fabio Carvalho,,,1.26223544973545,0.107017543333333,Middle,Bottom,0,0,1,0,0,0,0.17262242829394425,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11980191370955115,0.05980191370955115,0.12343745786984732,0.0036355441602961697
5764,,2739299005,Mikkel Damsgaard,RegularPlay,9937,888912,96.9912280694,24.84,76,SecondHalf,False,False,True,False,True,103.4827586208,31.56,35.14375,0.0834736838,0.24,0.29,InsideBox,9937,9902,Brentford,Ipswich Town,4,3,4506405,2024-10-26T14:00:00Z,#C00808,#C00808,0.697420634920634,0.0220829851322751,1.0,,24,76,Brentford,Saved,10.0,Right Foot,,Vitaly Janelt,Mads Roerslev,Pass (Live),0.697420634920634,0.0220829851322751,Middle,Bottom,0,0,1,0,0,0,0.2256979154404255,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.20276001292573365,-0.08723998707426633,0.21915879625027218,0.016398783324538535
5766,,2746149271,Mikkel Damsgaard,RegularPlay,9937,888912,101.4913793106,23.9992356735,50,SecondHalf,False,False,True,False,True,,,30.95,0.0834736838,0.05,0.36,InsideBox,9937,8678,Brentford,AFC Bournemouth,3,2,4506473,2024-11-09T15:00:00Z,#C00808,#C00808,1.80687830687831,0.0220829851322751,1.0,,15,50,Brentford,Goal,8.0,Right Foot,,Bryan Mbeumo,Christian Nørgaard,Pass (Live),1.80687830687831,0.0220829851322751,Right,Bottom,0,0,0,0,1,0,0.28626711218707,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6259035593590848,0.26590355935908483,0.6458624536087253,0.01995889424964048
5772,,2755411935,Mikkel Damsgaard,RegularPlay,9937,888912,97.9561403504,41.3678125,54,SecondHalf,False,False,True,False,True,,,34.83875,1.8685263066,0.27,0.58,InsideBox,10252,9937,Aston Villa,Brentford,3,1,4506425,2024-12-04T20:15:00Z,#C00808,#C00808,0.778108465608464,0.494319128730159,1.0,,18,54,Brentford,Goal,9.0,Right Foot,,Kevin Schade,,,0.778108465608464,0.494319128730159,Middle,Top,0,0,0,1,0,0,0.1765194210747776,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2461050008327102,-0.33389499916728976,0.2213446587711346,-0.024760342061575596
5774,,2761021693,Mikkel Damsgaard,RegularPlay,9937,888912,90.4,31.865,4,FirstHalf,False,False,True,False,True,102.9137931036,34.38125,36.36375,0.7319999964,0.15,0.24,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C00808,#C00808,0.374669312169311,0.193650792698413,1.0,,0,4.0,Brentford,Saved,17.0,Left Foot,,Yoane Wissa,Kristoffer Ajer,Pass (Live),0.374669312169311,0.193650792698413,Left,Bottom,1,0,0,0,0,0,0.18656447546829186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.32454130592687497,0.08454130592687498,0.30904409432961244,-0.015497211597262528
5775,,2762469635,Mikkel Damsgaard,RegularPlay,9937,888912,90.5,47.3638216529,86,SecondHalf,False,False,True,False,True,103.9568965518,36.21125,34.22875,1.4254736772,0.04,0.03,InsideBox,10204,9937,Brighton & Hove Albion,Brentford,0,0,4506485,2024-12-27T19:30:00Z,#C00808,#C00808,0.939484126984128,0.377109438412698,1.0,,30,86,Brentford,Saved,18.0,Right Foot,,Yehor Yarmoliuk,,,0.939484126984128,0.377109438412698,Middle,Top,0,0,0,1,0,0,0.11308602801262693,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1052772094112483,0.0752772094112483,0.10707093213155609,0.0017937227203077971
5793,,2769333457,Romain Esse,RegularPlay,9826,1428401,102.629310345,38.200238097,85,SecondHalf,False,False,True,False,True,,,36.745,0.3659999982,0.32,0.97,InsideBox,9826,9937,Crystal Palace,Brentford,1,2,4506606,2025-01-26T14:00:00Z,#0055A5,#0055A5,0.273809523809523,0.0968253963492064,1.0,,26,85,Crystal Palace,Goal,3.0,Right Foot,,Daniel Muñoz,Eberechi Eze,Pass (Live),0.273809523809523,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.29910740645473416,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6204407306013822,-0.3495592693986178,0.6176832969031882,-0.002757433698193923
5794,,2716331037,Daichi Kamada,RegularPlay,9826,621515,87.2117647056,31.02625,77,SecondHalf,False,False,True,False,False,103.4827586208,32.78,33.695,1.1365263102,0.1,0.03,OutsideBox,8455,9826,Chelsea,Crystal Palace,1,1,4506285,2024-09-01T12:30:00Z,#0055A5,#0055A5,1.08068783068783,0.300668336031746,1.0,,16,77,Crystal Palace,Saved,21.0,Right Foot,,Daniel Muñoz,Daichi Kamada,Pass (Live),1.08068783068783,0.300668336031746,Middle,Bottom,0,0,1,0,0,0,0.14161645838107784,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.08730154979703902,0.057301549797039025,0.07384258607257482,-0.013458963724464201
5798,,2737229167,Daichi Kamada,RegularPlay,9826,621515,83.2733009712,41.057857143,10,FirstHalf,False,False,True,False,False,102.629310345,34.305,35.83,1.5025263084,0.04,0.16,OutsideBox,10203,9826,Nottingham Forest,Crystal Palace,1,0,4506399,2024-10-21T19:00:00Z,#0055A5,#0055A5,0.515873015873016,0.397493732380952,1.0,,1,10,Crystal Palace,Saved,25.0,Left Foot,,Daniel Muñoz,Eberechi Eze,Pass (Live),0.515873015873016,0.397493732380952,Left,Top,0,1,0,0,0,0,0.043932743296504234,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1488917580164923,-0.01110824198350771,0.15158356913605897,0.0026918111195666783
5800,,2742943625,Daichi Kamada,RegularPlay,9826,621515,89.8,36.05875,6,FirstHalf,False,False,True,False,True,102.9137931036,34.68625,36.745,0.3274736826,0.08,0.44,InsideBox,8602,9826,Wolverhampton Wanderers,Crystal Palace,2,2,4506472,2024-11-02T17:30:00Z,#0055A5,#0055A5,0.273809523809523,0.0866332493650794,1.0,,1,6,Crystal Palace,Saved,18.0,Right Foot,,Will Hughes,,,0.273809523809523,0.0866332493650794,Left,Bottom,1,0,0,0,0,0,0.18341123344739013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.367887393841704,-0.07211260615829601,0.3789712065335486,0.011083812691844608
5808,,2710461649,Adam Wharton,RegularPlay,9826,1296650,83.2733009712,46.5931210156,53,SecondHalf,False,False,True,False,False,102.629310345,35.6775,32.55125,0.4879999976,0.01,0.04,OutsideBox,9937,9826,Brentford,Crystal Palace,2,1,4506270,2024-08-18T13:00:00Z,#0055A5,#0055A5,1.3832671957672,0.129100528465608,1.0,,11,53.0,Crystal Palace,Saved,25.0,Left Foot,,Will Hughes,Tyrick Mitchell,Pass (Live),1.3832671957672,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.13545259029042578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22452801798916816,0.18452801798916815,0.22640876622832382,0.0018807482391556551
5809,,2710470383,Adam Wharton,RegularPlay,9826,1296650,79.6694174768,22.4578343989,64,SecondHalf,False,False,True,False,False,103.577586207,33.16125,32.55125,1.1365263102,0.03,0.04,OutsideBox,9937,9826,Brentford,Crystal Palace,2,1,4506270,2024-08-18T13:00:00Z,#0055A5,#0055A5,1.3832671957672,0.300668336031746,1.0,,12,64.0,Crystal Palace,Saved,29.0,Left Foot,,Daichi Kamada,Marc Guéhi,Pass (Live),1.3832671957672,0.300668336031746,Right,Bottom,0,0,0,0,1,0,0.09057892383768268,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15809884662684587,0.11809884662684586,0.1375826385282458,-0.02051620809860008
5811,,2716257707,Adam Wharton,RegularPlay,9826,1296650,83.9490291264,23.1584713419,16,FirstHalf,False,False,True,False,False,103.103448276,34.0,31.1025,0.2825263144,0.02,0.26,OutsideBox,8455,9826,Chelsea,Crystal Palace,1,1,4506285,2024-09-01T12:30:00Z,#0055A5,#0055A5,1.76653439153439,0.0747424112169312,1.0,,2,16,Crystal Palace,Saved,24.0,Left Foot,,Daichi Kamada,Daichi Kamada,Pass (Live),1.76653439153439,0.0747424112169312,Right,Bottom,0,0,0,0,1,0,0.12916573127896003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2252842316222066,-0.034715768377793416,0.24126596170308556,0.01598173008087897
5813,,2727044005,Adam Wharton,RegularPlay,9826,1296650,75.840291264,33.77125,43,FirstHalf,False,False,True,False,False,103.103448276,33.8475,34.38125,0.9374736796,0.01,0.02,OutsideBox,8668,9826,Everton,Crystal Palace,2,1,4506317,2024-09-28T14:00:00Z,#0055A5,#0055A5,0.899140211640211,0.24800890994709,1.0,,11,43,Crystal Palace,Saved,33.0,Left Foot,"Deflected, Volley",Daichi Kamada,,,0.899140211640211,0.24800890994709,Middle,Bottom,0,0,1,0,0,0,0.041508471516788825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.030495419657574782,0.010495419657574782,0.028115882972022145,-0.002379536685552637
5814,,2740141507,Adam Wharton,RegularPlay,9826,1296650,79.5567961176,31.255,82,SecondHalf,False,False,True,False,False,102.7241379312,33.695,30.87375,1.5025263084,0.03,0.31,OutsideBox,9826,8586,Crystal Palace,Tottenham Hotspur,1,0,4506409,2024-10-27T14:00:00Z,#0055A5,#0055A5,1.82705026455026,0.397493732380952,1.0,,23,82,Crystal Palace,Saved,29.0,Right Foot,,Will Hughes,Eddie Nketiah,Pass (Live),1.82705026455026,0.397493732380952,Right,Top,0,0,0,0,0,1,-0.037833893452818596,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.09187113117484336,-0.21812886882515664,0.09469342535475199,0.0028222941799086326
5818,,2710461649,Adam Wharton,RegularPlay,9826,1296650,83.2733009712,46.5931210156,53,SecondHalf,False,False,True,False,False,102.629310345,35.6775,32.55125,0.4879999976,0.01,0.04,OutsideBox,9937,9826,Brentford,Crystal Palace,2,1,4506270,2024-08-18T13:00:00Z,#0055A5,#0055A5,1.3832671957672,0.129100528465608,1.0,,11,53.0,Crystal Palace,Saved,25.0,Left Foot,,Will Hughes,Tyrick Mitchell,Pass (Live),1.3832671957672,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.13545259029042578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22452801798916816,0.18452801798916815,0.22640876622832382,0.0018807482391556551
5819,,2710470383,Adam Wharton,RegularPlay,9826,1296650,79.6694174768,22.4578343989,64,SecondHalf,False,False,True,False,False,103.577586207,33.16125,32.55125,1.1365263102,0.03,0.04,OutsideBox,9937,9826,Brentford,Crystal Palace,2,1,4506270,2024-08-18T13:00:00Z,#0055A5,#0055A5,1.3832671957672,0.300668336031746,1.0,,12,64.0,Crystal Palace,Saved,29.0,Left Foot,,Daichi Kamada,Marc Guéhi,Pass (Live),1.3832671957672,0.300668336031746,Right,Bottom,0,0,0,0,1,0,0.09057892383768268,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15809884662684587,0.11809884662684586,0.1375826385282458,-0.02051620809860008
5821,,2716257707,Adam Wharton,RegularPlay,9826,1296650,83.9490291264,23.1584713419,16,FirstHalf,False,False,True,False,False,103.103448276,34.0,31.1025,0.2825263144,0.02,0.26,OutsideBox,8455,9826,Chelsea,Crystal Palace,1,1,4506285,2024-09-01T12:30:00Z,#0055A5,#0055A5,1.76653439153439,0.0747424112169312,1.0,,2,16,Crystal Palace,Saved,24.0,Left Foot,,Daichi Kamada,Daichi Kamada,Pass (Live),1.76653439153439,0.0747424112169312,Right,Bottom,0,0,0,0,1,0,0.12916573127896003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2252842316222066,-0.034715768377793416,0.24126596170308556,0.01598173008087897
5823,,2727044005,Adam Wharton,RegularPlay,9826,1296650,75.840291264,33.77125,43,FirstHalf,False,False,True,False,False,103.103448276,33.8475,34.38125,0.9374736796,0.01,0.02,OutsideBox,8668,9826,Everton,Crystal Palace,2,1,4506317,2024-09-28T14:00:00Z,#0055A5,#0055A5,0.899140211640211,0.24800890994709,1.0,,11,43,Crystal Palace,Saved,33.0,Left Foot,"Deflected, Volley",Daichi Kamada,,,0.899140211640211,0.24800890994709,Middle,Bottom,0,0,1,0,0,0,0.041508471516788825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.030495419657574782,0.010495419657574782,0.028115882972022145,-0.002379536685552637
5824,,2740141507,Adam Wharton,RegularPlay,9826,1296650,79.5567961176,31.255,82,SecondHalf,False,False,True,False,False,102.7241379312,33.695,30.87375,1.5025263084,0.03,0.31,OutsideBox,9826,8586,Crystal Palace,Tottenham Hotspur,1,0,4506409,2024-10-27T14:00:00Z,#0055A5,#0055A5,1.82705026455026,0.397493732380952,1.0,,23,82,Crystal Palace,Saved,29.0,Right Foot,,Will Hughes,Eddie Nketiah,Pass (Live),1.82705026455026,0.397493732380952,Right,Top,0,0,0,0,0,1,-0.037833893452818596,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.09187113117484336,-0.21812886882515664,0.09469342535475199,0.0028222941799086326
5828,,2710461649,Adam Wharton,RegularPlay,9826,1296650,83.2733009712,46.5931210156,53,SecondHalf,False,False,True,False,False,102.629310345,35.6775,32.55125,0.4879999976,0.01,0.04,OutsideBox,9937,9826,Brentford,Crystal Palace,2,1,4506270,2024-08-18T13:00:00Z,#0055A5,#0055A5,1.3832671957672,0.129100528465608,1.0,,11,53.0,Crystal Palace,Saved,25.0,Left Foot,,Will Hughes,Tyrick Mitchell,Pass (Live),1.3832671957672,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.13545259029042578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22452801798916816,0.18452801798916815,0.22640876622832382,0.0018807482391556551
