,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg
7199,,2713364695,Pablo Sarabia,RegularPlay,8602,240054,68.6325242752,18.3941401295,90,SecondHalf,False,False,True,False,False,96.7982456132,30.72125,34.4575,1.6630526234,0.02,0.02,OutsideBox,8602,8455,Wolverhampton Wanderers,Chelsea,2,6,4506282,2024-08-25T13:00:00Z,#eb9504,#F8A01A,0.878968253968253,0.439961011481482,1.0,8.0,26,90+8,Wolves,Saved,39.0,Left Foot,,,,,0.878968253968253,0.439961011481482,Middle,Top,0,0,0,1,0,0,-0.09742971358043831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01843421985857464,-0.0015657801414253603
7200,,2743004311,Pablo Sarabia,FastBreak,8602,240054,93.3,41.7146875,48,SecondHalf,False,False,True,False,True,97.7631578942,38.78857143,33.8475,1.5025263084,0.36,0.36,InsideBox,8602,9826,Wolverhampton Wanderers,Crystal Palace,2,2,4506472,2024-11-02T17:30:00Z,#eb9504,#F8A01A,1.04034391534392,0.397493732380952,1.0,,12,48,Wolves,Saved,14.0,Left Foot,,Matheus Cunha,Matheus Cunha,Take-On,1.04034391534392,0.397493732380952,Middle,Top,0,0,0,1,0,0,0.13512083589438825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.13782972235073015,-0.22217027764926983
7201,,2746014287,Pablo Sarabia,RegularPlay,8602,240054,98.8245614033,37.768,2,FirstHalf,False,False,True,False,True,,,35.22,0.0834736838,0.97,1.0,InsideBox,8602,8466,Wolverhampton Wanderers,Southampton,2,0,4506482,2024-11-09T15:00:00Z,#eb9504,#F8A01A,0.677248677248676,0.0220829851322751,1.0,,0,2,Wolves,Goal,7.0,Left Foot,,Pablo Sarabia,Matheus Cunha,Pass (Live),0.677248677248676,0.0220829851322751,Left,Bottom,1,0,0,0,0,0,0.2649024065774864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5270867673890425,-0.4729132326109575
7202,,2765811517,Pablo Sarabia,RegularPlay,8602,240054,92.6,29.799761903,90,SecondHalf,False,False,True,False,True,103.577586207,32.78,33.00875,0.6934736808,0.26,0.11,InsideBox,10261,8602,Newcastle United,Wolverhampton Wanderers,3,0,4506521,2025-01-15T19:30:00Z,#eb9504,#F8A01A,1.26223544973545,0.183458645714286,1.0,5.0,28,90+5,Wolves,Saved,15.0,Left Foot,,Nélson Semedo,Pablo Sarabia,Pass (Live),1.26223544973545,0.183458645714286,Middle,Bottom,0,0,1,0,0,0,0.18909042930625686,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.14615439085405277,0.03615439085405277
7203,,2765813027,Pablo Sarabia,RegularPlay,8602,240054,95.4473684198,41.656875,90,SecondHalf,False,False,True,False,True,103.9568965518,36.05875,33.5425,0.160526315,0.11,0.21,InsideBox,10261,8602,Newcastle United,Wolverhampton Wanderers,3,0,4506521,2025-01-15T19:30:00Z,#eb9504,#F8A01A,1.12103174603175,0.0424672791005291,1.0,8.0,30,90+8,Wolves,Saved,12.0,Right Foot,,Matheus Cunha,Matt Doherty,Pass (Live),1.12103174603175,0.0424672791005291,Middle,Bottom,0,0,1,0,0,0,0.22075259721538604,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.18543083470971816,-0.02456916529028183
7204,,2768639959,Pablo Sarabia,FastBreak,8602,240054,91.6,38.452380954,10,FirstHalf,False,False,False,False,True,,,38.032142859,4.0980689704,0.42,0.0,InsideBox,8602,9825,Wolverhampton Wanderers,Arsenal,0,1,4506612,2025-01-25T15:00:00Z,#eb9504,#F8A01A,0.333646300865232,0.677248677248677,0.624684459556601,,0,10,Wolves,Off Target,16.0,Left Foot,Volley,Nélson Semedo,André,Tackle,0.5341037315095898,1.0841452302645498,Left,Top,0,1,0,0,0,0,0.11692318686853453,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.001854638957015088,0.001854638957015088
7205,,2768765933,Pablo Sarabia,RegularPlay,8602,240054,96.7017543851,21.547006373,60,SecondHalf,False,False,False,False,True,,,51.7778343938,0.6228421022,0.08,0.0,InsideBox,8602,9825,Wolverhampton Wanderers,Arsenal,0,1,4506612,2025-01-25T15:00:00Z,#eb9504,#F8A01A,0.0,0.0350347566752684,0.212624322865684,,12,60,Wolves,Off Target,13.0,Left Foot,,Nélson Semedo,Pablo Sarabia,Pass (Live),0.0,0.1647730429100534,Left,Bottom,1,0,0,0,0,0,0.237416407267389,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.004049632257823858,0.004049632257823858
7206,,2777264287,Pablo Sarabia,RegularPlay,8602,240054,84.1742718448,24.1393630621,45,FirstHalf,False,False,False,False,False,,,41.425625,4.341379316,0.05,0.0,OutsideBox,8650,8602,Liverpool,Wolverhampton Wanderers,2,1,4506628,2025-02-16T14:00:00Z,#eb9504,#F8A01A,0.0,0.584648338153354,0.509048059927616,0.0,12,45,Wolves,Off Target,24.0,Left Foot,,João Gomes,Nélson Semedo,Pass (Live),0.0,1.1485130465608453,Left,Top,0,1,0,0,0,0,0.04308341094409637,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0008385501855745666,0.0008385501855745666
7208,,2779494037,Pablo Sarabia,RegularPlay,8602,240054,79.8946601952,32.85625,82,SecondHalf,False,False,False,False,False,,,30.256,4.4630344888,0.03,0.0,OutsideBox,8678,8602,AFC Bournemouth,Wolverhampton Wanderers,0,1,4506633,2025-02-22T15:00:00Z,#eb9504,#F8A01A,1.56813790123787,0.677248677248677,0.573600765672846,,19,82,Wolves,Off Target,28.0,Left Foot,,Jørgen Strand Larsen,,,2.7338490376636972,1.1806969547089947,Right,Top,0,0,0,0,0,1,-0.03397475208222972,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0011087266776876712,0.0011087266776876712
7209,,2785696653,Pablo Sarabia,FreeKick,8602,240054,81.6966019424,16.4323566891,52,SecondHalf,False,False,False,False,False,,,29.379523808,2.0483157794,0.03,0.0,OutsideBox,8602,8668,Wolverhampton Wanderers,Everton,1,1,4506352,2025-03-08T20:00:00Z,#eb9504,#F8A01A,2.0,0.443312700744244,0.818097495350107,,16,52.0,Wolves,Off Target,28.0,Left Foot,Free kick,João Gomes,Pablo Sarabia,Pass (Live),2.4446963978835976,0.5418824813227513,Right,Top,0,0,0,0,0,1,-0.026518050513758856,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0007539273628531025,0.0007539273628531025
7210,,2785720675,Pablo Sarabia,RegularPlay,8602,240054,86.6749999996,21.6871337616,89,SecondHalf,False,False,False,False,False,,,42.581875,3.255172416,0.05,0.0,OutsideBox,8602,8668,Wolverhampton Wanderers,Everton,1,1,4506352,2025-03-08T20:00:00Z,#eb9504,#F8A01A,0.0,0.379307833777584,0.440463185492681,,22,89.0,Wolves,Off Target,22.0,Left Foot,,João Gomes,Matt Doherty,Pass (Live),0.0,0.8611567238095243,Left,Top,0,1,0,0,0,0,0.06412646845635642,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0010739610178978976,0.0010739610178978976
7211,,2800702349,Pablo Sarabia,RegularPlay,8602,240054,96.5087719289,29.379523808,45,FirstHalf,False,False,False,False,True,103.4827586208,29.295476189,28.791190475,1.3355789408,0.12,0.0,InsideBox,8602,8586,Wolverhampton Wanderers,Tottenham Hotspur,4,2,4506392,2025-04-13T13:00:00Z,#eb9504,#F8A01A,2.0,0.256407713584036,0.725693650700349,2.0,9,45+2,Wolves,Off Target,10.0,Head,,Rayan Aït-Nouri,André,Pass (Live),2.755983875661375,0.3533277621164017,Right,Top,0,0,0,0,0,1,0.11256710684363119,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.001662925332691894,0.001662925332691894
7212,,2709823549,Pablo Sarabia,RegularPlay,8602,240054,90.9,27.53047619,90,SecondHalf,False,False,True,False,True,103.6724137932,32.78,32.85625,1.2585263096,0.08,0.07,InsideBox,9825,8602,Arsenal,Wolverhampton Wanderers,2,0,4506265,2024-08-17T14:00:00Z,#eb9504,#F8A01A,1.30257936507937,0.332943468148148,1.0,4.0,26,90+4,Wolves,Saved,16.0,Left Foot,Volley,Matheus Cunha,Matheus Cunha,Tackle,1.30257936507937,0.332943468148148,Right,Top,0,0,0,0,0,1,0.061506627426803906,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.24785410564712465,0.17785410564712464
7213,,2713364695,Pablo Sarabia,RegularPlay,8602,240054,68.6325242752,18.3941401295,90,SecondHalf,False,False,True,False,False,96.7982456132,30.72125,34.4575,1.6630526234,0.02,0.02,OutsideBox,8602,8455,Wolverhampton Wanderers,Chelsea,2,6,4506282,2024-08-25T13:00:00Z,#eb9504,#F8A01A,0.878968253968253,0.439961011481482,1.0,8.0,26,90+8,Wolves,Saved,39.0,Left Foot,,,,,0.878968253968253,0.439961011481482,Middle,Top,0,0,0,1,0,0,-0.09742971358043831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01843421985857464,-0.0015657801414253603
7214,,2743004311,Pablo Sarabia,FastBreak,8602,240054,93.3,41.7146875,48,SecondHalf,False,False,True,False,True,97.7631578942,38.78857143,33.8475,1.5025263084,0.36,0.36,InsideBox,8602,9826,Wolverhampton Wanderers,Crystal Palace,2,2,4506472,2024-11-02T17:30:00Z,#eb9504,#F8A01A,1.04034391534392,0.397493732380952,1.0,,12,48,Wolves,Saved,14.0,Left Foot,,Matheus Cunha,Matheus Cunha,Take-On,1.04034391534392,0.397493732380952,Middle,Top,0,0,0,1,0,0,0.13512083589438825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.13782972235073015,-0.22217027764926983
7215,,2746014287,Pablo Sarabia,RegularPlay,8602,240054,98.8245614033,37.768,2,FirstHalf,False,False,True,False,True,,,35.22,0.0834736838,0.97,1.0,InsideBox,8602,8466,Wolverhampton Wanderers,Southampton,2,0,4506482,2024-11-09T15:00:00Z,#eb9504,#F8A01A,0.677248677248676,0.0220829851322751,1.0,,0,2,Wolves,Goal,7.0,Left Foot,,Pablo Sarabia,Matheus Cunha,Pass (Live),0.677248677248676,0.0220829851322751,Left,Bottom,1,0,0,0,0,0,0.2649024065774864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5270867673890425,-0.4729132326109575
7216,,2765811517,Pablo Sarabia,RegularPlay,8602,240054,92.6,29.799761903,90,SecondHalf,False,False,True,False,True,103.577586207,32.78,33.00875,0.6934736808,0.26,0.11,InsideBox,10261,8602,Newcastle United,Wolverhampton Wanderers,3,0,4506521,2025-01-15T19:30:00Z,#eb9504,#F8A01A,1.26223544973545,0.183458645714286,1.0,5.0,28,90+5,Wolves,Saved,15.0,Left Foot,,Nélson Semedo,Pablo Sarabia,Pass (Live),1.26223544973545,0.183458645714286,Middle,Bottom,0,0,1,0,0,0,0.18909042930625686,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.14615439085405277,0.03615439085405277
7217,,2765813027,Pablo Sarabia,RegularPlay,8602,240054,95.4473684198,41.656875,90,SecondHalf,False,False,True,False,True,103.9568965518,36.05875,33.5425,0.160526315,0.11,0.21,InsideBox,10261,8602,Newcastle United,Wolverhampton Wanderers,3,0,4506521,2025-01-15T19:30:00Z,#eb9504,#F8A01A,1.12103174603175,0.0424672791005291,1.0,8.0,30,90+8,Wolves,Saved,12.0,Right Foot,,Matheus Cunha,Matt Doherty,Pass (Live),1.12103174603175,0.0424672791005291,Middle,Bottom,0,0,1,0,0,0,0.22075259721538604,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.18543083470971816,-0.02456916529028183
7218,,2768639959,Pablo Sarabia,FastBreak,8602,240054,91.6,38.452380954,10,FirstHalf,False,False,False,False,True,,,38.032142859,4.0980689704,0.42,0.0,InsideBox,8602,9825,Wolverhampton Wanderers,Arsenal,0,1,4506612,2025-01-25T15:00:00Z,#eb9504,#F8A01A,0.333646300865232,0.677248677248677,0.624684459556601,,0,10,Wolves,Off Target,16.0,Left Foot,Volley,Nélson Semedo,André,Tackle,0.5341037315095898,1.0841452302645498,Left,Top,0,1,0,0,0,0,0.11692318686853453,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.001854638957015088,0.001854638957015088
7219,,2768765933,Pablo Sarabia,RegularPlay,8602,240054,96.7017543851,21.547006373,60,SecondHalf,False,False,False,False,True,,,51.7778343938,0.6228421022,0.08,0.0,InsideBox,8602,9825,Wolverhampton Wanderers,Arsenal,0,1,4506612,2025-01-25T15:00:00Z,#eb9504,#F8A01A,0.0,0.0350347566752684,0.212624322865684,,12,60,Wolves,Off Target,13.0,Left Foot,,Nélson Semedo,Pablo Sarabia,Pass (Live),0.0,0.1647730429100534,Left,Bottom,1,0,0,0,0,0,0.237416407267389,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.004049632257823858,0.004049632257823858
7220,,2777264287,Pablo Sarabia,RegularPlay,8602,240054,84.1742718448,24.1393630621,45,FirstHalf,False,False,False,False,False,,,41.425625,4.341379316,0.05,0.0,OutsideBox,8650,8602,Liverpool,Wolverhampton Wanderers,2,1,4506628,2025-02-16T14:00:00Z,#eb9504,#F8A01A,0.0,0.584648338153354,0.509048059927616,0.0,12,45,Wolves,Off Target,24.0,Left Foot,,João Gomes,Nélson Semedo,Pass (Live),0.0,1.1485130465608453,Left,Top,0,1,0,0,0,0,0.04308341094409637,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0008385501855745666,0.0008385501855745666
7222,,2779494037,Pablo Sarabia,RegularPlay,8602,240054,79.8946601952,32.85625,82,SecondHalf,False,False,False,False,False,,,30.256,4.4630344888,0.03,0.0,OutsideBox,8678,8602,AFC Bournemouth,Wolverhampton Wanderers,0,1,4506633,2025-02-22T15:00:00Z,#eb9504,#F8A01A,1.56813790123787,0.677248677248677,0.573600765672846,,19,82,Wolves,Off Target,28.0,Left Foot,,Jørgen Strand Larsen,,,2.7338490376636972,1.1806969547089947,Right,Top,0,0,0,0,0,1,-0.03397475208222972,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0011087266776876712,0.0011087266776876712
7223,,2785696653,Pablo Sarabia,FreeKick,8602,240054,81.6966019424,16.4323566891,52,SecondHalf,False,False,False,False,False,,,29.379523808,2.0483157794,0.03,0.0,OutsideBox,8602,8668,Wolverhampton Wanderers,Everton,1,1,4506352,2025-03-08T20:00:00Z,#eb9504,#F8A01A,2.0,0.443312700744244,0.818097495350107,,16,52.0,Wolves,Off Target,28.0,Left Foot,Free kick,João Gomes,Pablo Sarabia,Pass (Live),2.4446963978835976,0.5418824813227513,Right,Top,0,0,0,0,0,1,-0.026518050513758856,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0007539273628531025,0.0007539273628531025
7224,,2785720675,Pablo Sarabia,RegularPlay,8602,240054,86.6749999996,21.6871337616,89,SecondHalf,False,False,False,False,False,,,42.581875,3.255172416,0.05,0.0,OutsideBox,8602,8668,Wolverhampton Wanderers,Everton,1,1,4506352,2025-03-08T20:00:00Z,#eb9504,#F8A01A,0.0,0.379307833777584,0.440463185492681,,22,89.0,Wolves,Off Target,22.0,Left Foot,,João Gomes,Matt Doherty,Pass (Live),0.0,0.8611567238095243,Left,Top,0,1,0,0,0,0,0.06412646845635642,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0010739610178978976,0.0010739610178978976
7225,,2800702349,Pablo Sarabia,RegularPlay,8602,240054,96.5087719289,29.379523808,45,FirstHalf,False,False,False,False,True,103.4827586208,29.295476189,28.791190475,1.3355789408,0.12,0.0,InsideBox,8602,8586,Wolverhampton Wanderers,Tottenham Hotspur,4,2,4506392,2025-04-13T13:00:00Z,#eb9504,#F8A01A,2.0,0.256407713584036,0.725693650700349,2.0,9,45+2,Wolves,Off Target,10.0,Head,,Rayan Aït-Nouri,André,Pass (Live),2.755983875661375,0.3533277621164017,Right,Top,0,0,0,0,0,1,0.11256710684363119,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.001662925332691894,0.001662925332691894
7226,,2730665947,Toti Gomes,RegularPlay,8602,1013277,72.461650488,48.2746496788,26,FirstHalf,False,False,False,False,False,,,24.1393630621,0.7127368386,0.01,0.0,OutsideBox,9937,8602,Brentford,Wolverhampton Wanderers,5,3,4506325,2024-10-05T14:00:00Z,#eb9504,#F8A01A,2.0,0.0722810142071603,0.383342376745596,,8,26,Wolves,Off Target,35.0,Left Foot,,André,Craig Dawson,Pass (Live),5.217268221111108,0.18855471920634898,Right,Bottom,0,0,0,0,1,0,0.039784872004773514,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0004438391066525808,0.0004438391066525808
7227,,2753535741,Toti Gomes,RegularPlay,8602,1013277,96.5087719289,49.8861146477,59,SecondHalf,False,False,False,False,True,,,18.1138853523,0.6228421022,0.02,0.0,InsideBox,8602,8678,Wolverhampton Wanderers,AFC Bournemouth,2,4,4506422,2024-11-30T15:00:00Z,#eb9504,#F8A01A,2.0,0.0392066981771516,0.237943643479073,,16,59,Wolves,Off Target,16.0,Left Foot,,Mario Lemina,Nélson Semedo,Pass (Live),8.405351665449716,0.16477304291005276,Right,Bottom,0,0,0,0,1,0,0.2553813523342674,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.005123610998125233,0.005123610998125233
7228,,2779310597,Toti Gomes,SetPiece,8602,1013277,98.0526315785,41.225952381,13,FirstHalf,False,False,False,False,True,,,35.3725,5.427586216,0.04,0.0,InsideBox,8678,8602,AFC Bournemouth,Wolverhampton Wanderers,0,1,4506633,2025-02-22T15:00:00Z,#eb9504,#F8A01A,0.828740848596073,0.677248677248677,0.471664548128847,,5,13,Wolves,Off Target,9.0,Head,,Matheus Cunha,Marshall Munetsi,Fouled,1.7570556275297622,1.4358693693121696,Right,Top,0,0,0,0,0,1,0.13258286746045822,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.001522512386113369,0.001522512386113369
7229,,2794641587,Toti Gomes,SetPiece,8602,1013277,97.1842105256,38.452380954,16,FirstHalf,False,False,True,False,True,103.577586207,36.05875,33.31375,0.4879999976,0.12,0.23,InsideBox,8602,8654,Wolverhampton Wanderers,West Ham United,1,0,4506367,2025-04-01T18:45:00Z,#eb9504,#F8A01A,1.18154761904762,0.129100528465608,1.0,,2,16,Wolves,Saved,9.0,Head,,Rayan Aït-Nouri,Jean-Ricner Bellegarde,Fouled,1.18154761904762,0.129100528465608,Middle,Bottom,0,0,1,0,0,0,0.23457836305752938,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.11596753508670589,-0.11403246491329412
7230,,2796178919,Toti Gomes,FromCorner,8602,1013277,100.6379310348,39.040714287,11,FirstHalf,False,False,True,False,True,104.4310344828,35.75375,34.0,2.2730526204,0.1,0.17,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,1.0,0.601336672063492,1.0,,2,11.0,Wolves,Saved,5.0,Head,,Rayan Aït-Nouri,Jørgen Strand Larsen,Shot,1.0,0.601336672063492,Middle,Top,0,0,0,1,0,0,0.19924522113231172,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1358127789050098,-0.0341872210949902
7231,,2796205849,Toti Gomes,FromCorner,8602,1013277,102.5344827588,35.44875,21,FirstHalf,False,False,True,True,True,104.3362068966,35.22,35.22,0.1797894728,0.39,0.0,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,0.677248677248676,0.0475633525925926,1.0,,6,21.0,Wolves,Blocked,3.0,Right Foot,,Rayan Aït-Nouri,Nélson Semedo,Pass (Live),0.677248677248676,0.0475633525925926,Left,Bottom,1,0,0,0,0,0,0.2968138998395613,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5489010136243531,0.5489010136243531
7232,,2796210929,Toti Gomes,SetPiece,8602,1013277,103.577586207,40.721666667,23,FirstHalf,False,False,False,False,True,,,38.872619049,1.2456842044,0.05,0.0,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,0.0,0.255649824431822,0.775763498436383,,7,23.0,Wolves,Off Target,4.0,Left Foot,,Jean-Ricner Bellegarde,Rayan Aït-Nouri,Fouled,0.0,0.329546085820106,Left,Top,0,1,0,0,0,0,0.22508035792393094,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0047662411046444425,0.0047662411046444425
7233,,2730665947,Toti Gomes,RegularPlay,8602,1013277,72.461650488,48.2746496788,26,FirstHalf,False,False,False,False,False,,,24.1393630621,0.7127368386,0.01,0.0,OutsideBox,9937,8602,Brentford,Wolverhampton Wanderers,5,3,4506325,2024-10-05T14:00:00Z,#eb9504,#F8A01A,2.0,0.0722810142071603,0.383342376745596,,8,26,Wolves,Off Target,35.0,Left Foot,,André,Craig Dawson,Pass (Live),5.217268221111108,0.18855471920634898,Right,Bottom,0,0,0,0,1,0,0.039784872004773514,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0004438391066525808,0.0004438391066525808
7234,,2753535741,Toti Gomes,RegularPlay,8602,1013277,96.5087719289,49.8861146477,59,SecondHalf,False,False,False,False,True,,,18.1138853523,0.6228421022,0.02,0.0,InsideBox,8602,8678,Wolverhampton Wanderers,AFC Bournemouth,2,4,4506422,2024-11-30T15:00:00Z,#eb9504,#F8A01A,2.0,0.0392066981771516,0.237943643479073,,16,59,Wolves,Off Target,16.0,Left Foot,,Mario Lemina,Nélson Semedo,Pass (Live),8.405351665449716,0.16477304291005276,Right,Bottom,0,0,0,0,1,0,0.2553813523342674,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.005123610998125233,0.005123610998125233
7235,,2779310597,Toti Gomes,SetPiece,8602,1013277,98.0526315785,41.225952381,13,FirstHalf,False,False,False,False,True,,,35.3725,5.427586216,0.04,0.0,InsideBox,8678,8602,AFC Bournemouth,Wolverhampton Wanderers,0,1,4506633,2025-02-22T15:00:00Z,#eb9504,#F8A01A,0.828740848596073,0.677248677248677,0.471664548128847,,5,13,Wolves,Off Target,9.0,Head,,Matheus Cunha,Marshall Munetsi,Fouled,1.7570556275297622,1.4358693693121696,Right,Top,0,0,0,0,0,1,0.13258286746045822,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.001522512386113369,0.001522512386113369
7236,,2794641587,Toti Gomes,SetPiece,8602,1013277,97.1842105256,38.452380954,16,FirstHalf,False,False,True,False,True,103.577586207,36.05875,33.31375,0.4879999976,0.12,0.23,InsideBox,8602,8654,Wolverhampton Wanderers,West Ham United,1,0,4506367,2025-04-01T18:45:00Z,#eb9504,#F8A01A,1.18154761904762,0.129100528465608,1.0,,2,16,Wolves,Saved,9.0,Head,,Rayan Aït-Nouri,Jean-Ricner Bellegarde,Fouled,1.18154761904762,0.129100528465608,Middle,Bottom,0,0,1,0,0,0,0.23457836305752938,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.11596753508670589,-0.11403246491329412
7237,,2796178919,Toti Gomes,FromCorner,8602,1013277,100.6379310348,39.040714287,11,FirstHalf,False,False,True,False,True,104.4310344828,35.75375,34.0,2.2730526204,0.1,0.17,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,1.0,0.601336672063492,1.0,,2,11.0,Wolves,Saved,5.0,Head,,Rayan Aït-Nouri,Jørgen Strand Larsen,Shot,1.0,0.601336672063492,Middle,Top,0,0,0,1,0,0,0.19924522113231172,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1358127789050098,-0.0341872210949902
7238,,2796205849,Toti Gomes,FromCorner,8602,1013277,102.5344827588,35.44875,21,FirstHalf,False,False,True,True,True,104.3362068966,35.22,35.22,0.1797894728,0.39,0.0,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,0.677248677248676,0.0475633525925926,1.0,,6,21.0,Wolves,Blocked,3.0,Right Foot,,Rayan Aït-Nouri,Nélson Semedo,Pass (Live),0.677248677248676,0.0475633525925926,Left,Bottom,1,0,0,0,0,0,0.2968138998395613,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5489010136243531,0.5489010136243531
7239,,2796210929,Toti Gomes,SetPiece,8602,1013277,103.577586207,40.721666667,23,FirstHalf,False,False,False,False,True,,,38.872619049,1.2456842044,0.05,0.0,InsideBox,9902,8602,Ipswich Town,Wolverhampton Wanderers,1,2,4506378,2025-04-05T14:00:00Z,#eb9504,#F8A01A,0.0,0.255649824431822,0.775763498436383,,7,23.0,Wolves,Off Target,4.0,Left Foot,,Jean-Ricner Bellegarde,Rayan Aït-Nouri,Fouled,0.0,0.329546085820106,Left,Top,0,1,0,0,0,0,0.22508035792393094,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0047662411046444425,0.0047662411046444425
7240,,2730665947,Toti Gomes,RegularPlay,8602,1013277,72.461650488,48.2746496788,26,FirstHalf,False,False,False,False,False,,,24.1393630621,0.7127368386,0.01,0.0,OutsideBox,9937,8602,Brentford,Wolverhampton Wanderers,5,3,4506325,2024-10-05T14:00:00Z,#eb9504,#F8A01A,2.0,0.0722810142071603,0.383342376745596,,8,26,Wolves,Off Target,35.0,Left Foot,,André,Craig Dawson,Pass (Live),5.217268221111108,0.18855471920634898,Right,Bottom,0,0,0,0,1,0,0.039784872004773514,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0004438391066525808,0.0004438391066525808
7241,,2753535741,Toti Gomes,RegularPlay,8602,1013277,96.5087719289,49.8861146477,59,SecondHalf,False,False,False,False,True,,,18.1138853523,0.6228421022,0.02,0.0,InsideBox,8602,8678,Wolverhampton Wanderers,AFC Bournemouth,2,4,4506422,2024-11-30T15:00:00Z,#eb9504,#F8A01A,2.0,0.0392066981771516,0.237943643479073,,16,59,Wolves,Off Target,16.0,Left Foot,,Mario Lemina,Nélson Semedo,Pass (Live),8.405351665449716,0.16477304291005276,Right,Bottom,0,0,0,0,1,0,0.2553813523342674,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.005123610998125233,0.005123610998125233
