,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
10,39,Thiago Silva,Chelsea,0.03,,Off Target,10.0,Head,,Mason Mount,Pass (Dead),Ruben Loftus-Cheek,Take-On
11,40,Marc Cucurella,Chelsea,0.13,,Off Target,16.0,Left Foot,,Ruben Loftus-Cheek,Pass (Live),Ruben Loftus-Cheek,Take-On
12,45+2,Brenden Aaronson,Leeds United,0.04,0.07,Saved,34.0,Right Foot,,Pascal Struijk,Pass (Live),,
13,,,,,,,,,,,,,
14,48,Marc Cucurella,Chelsea,0.07,,Off Target,18.0,Right Foot,,Mason Mount,Pass (Live),,
15,49,Rodrigo,Leeds United,0.03,,Blocked,20.0,Right Foot,Volley,Rasmus Kristensen,Pass (Live),Diego Llorente,Pass (Live)
16,50,Mason Mount,Chelsea,0.14,,Blocked,19.0,Right Foot,,Raheem Sterling,Pass (Live),Reece James,Pass (Live)
17,51,Ruben Loftus-Cheek,Chelsea,0.04,,Blocked,27.0,Right Foot,Deflected,Marc Cucurella,Pass (Live),Jorginho,Pass (Live)
18,57,Tyler Adams,Leeds United,0.02,,Blocked,29.0,Right Foot,,Brenden Aaronson,Pass (Live),,
19,57,Conor Gallagher,Chelsea,0.03,,Blocked,18.0,Left Foot,,Reece James,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
20,65,Reece James,Chelsea,0.03,0.28,Saved,29.0,Right Foot,,Hakim Ziyech,Pass (Live),Marc Cucurella,Pass (Dead)
21,65,Kalidou Koulibaly,Chelsea,0.02,0.07,Saved,11.0,Head,,Mason Mount,Pass (Dead),Reece James,Shot
22,69,Rodrigo,Leeds United,0.34,,Off Target,9.0,Right Foot,,Daniel James,Pass (Live),Rodrigo,Pass (Live)
23,69,Jack Harrison,Leeds United,0.49,0.92,Goal,3.0,Left Foot,Volley,Rodrigo,Shot,,
24,75,Mason Mount,Chelsea,0.03,,Blocked,29.0,Right Foot,,Hakim Ziyech,Pass (Live),Raheem Sterling,Pass (Live)
25,79,Hakim Ziyech,Chelsea,0.01,,Blocked,30.0,Left Foot,,Kai Havertz,Fouled,Reece James,Pass (Live)
26,82,Hakim Ziyech,Chelsea,0.04,,Blocked,27.0,Left Foot,,Raheem Sterling,Pass (Live),Marc Cucurella,Pass (Live)
0,3,Rodri,Manchester City,0.02,,Off Target,30.0,Right Foot,,Phil Foden,Pass (Live),João Cancelo,Pass (Live)
1,5,İlkay Gündoğan,Manchester City,0.15,0.43,Goal,9.0,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2,10,João Cancelo,Manchester City,0.04,,Blocked,19.0,Right Foot,,İlkay Gündoğan,Pass (Live),Nathan Aké,Pass (Live)
3,10,Kevin De Bruyne,Manchester City,0.2,0.38,Saved,12.0,Right Foot,,Erling Haaland,Pass (Live),Erling Haaland,Take-On
4,16,Phil Foden,Manchester City,0.08,0.19,Saved,15.0,Left Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
5,17,Miguel Almirón,Newcastle Utd,0.26,,Off Target,12.0,Left Foot,,Allan Saint-Maximin,Pass (Live),Joelinton,Pass (Live)
6,20,Kevin De Bruyne,Manchester City,0.08,0.23,Saved,24.0,Right Foot,Free kick,Erling Haaland,Fouled,Kevin De Bruyne,Pass (Live)
7,24,Allan Saint-Maximin,Newcastle Utd,0.14,0.02,Saved,12.0,Left Foot,,Miguel Almirón,Pass (Live),Fabian Schär,Pass (Live)
8,26,Callum Wilson,Newcastle Utd,0.04,,Blocked,13.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Joelinton,Pass (Live)
9,27,Callum Wilson,Newcastle Utd,0.47,0.23,Saved,6.0,Left Foot,Volley,Sven Botman,Pass (Live),Kieran Trippier,Pass (Dead)
10,28,Miguel Almirón,Newcastle Utd,0.43,0.95,Goal,5.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Take-On
11,31,Callum Wilson,Newcastle Utd,0.03,,Off Target,14.0,Left Foot,Volley,Joe Willock,Pass (Live),Allan Saint-Maximin,Pass (Live)
12,37,İlkay Gündoğan,Manchester City,0.06,,Blocked,15.0,Right Foot,,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Live)
13,37,Miguel Almirón,Newcastle Utd,0.02,,Blocked,18.0,Left Foot,,Joelinton,Pass (Live),Bruno Guimarães,Pass (Live)
14,39,Callum Wilson,Newcastle Utd,0.24,0.55,Goal,17.0,Right Foot,,Allan Saint-Maximin,Pass (Live),,
15,43,Rodri,Manchester City,0.03,0.42,Saved,30.0,Right Foot,,İlkay Gündoğan,Pass (Live),Phil Foden,Pass (Live)
16,45+4,Rúben Dias,Manchester City,0.17,,Off Target,9.0,Head,,Kevin De Bruyne,Pass (Dead),Bernardo Silva,Fouled
17,,,,,,,,,,,,,
18,52,Erling Haaland,Manchester City,0.1,0.21,Saved,20.0,Right Foot,,Erling Haaland,Take-On,Rúben Dias,Pass (Live)
19,54,Kieran Trippier,Newcastle Utd,0.05,0.59,Goal,29.0,Right Foot,Free kick,Allan Saint-Maximin,Fouled,Bruno Guimarães,Pass (Live)
20,60,Rúben Dias,Manchester City,0.11,0.03,Saved,9.0,Head,,Phil Foden,Pass (Dead),João Cancelo,Pass (Live)
21,60,Rodri,Manchester City,0.04,,Blocked,12.0,Right Foot,Volley,Rúben Dias,Shot,,
22,60,İlkay Gündoğan,Manchester City,0.05,,Blocked,16.0,Right Foot,,Rodri,Shot,,
23,61,Erling Haaland,Manchester City,0.15,0.47,Goal,5.0,Left Foot,Volley,Rodri,Pass (Live),Kevin De Bruyne,Pass (Live)
24,62,Erling Haaland,Manchester City,0.35,0.67,Saved,13.0,Left Foot,,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
25,64,Bernardo Silva,Manchester City,0.19,0.93,Goal,11.0,Left Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
26,66,Kevin De Bruyne,Manchester City,0.03,,Off Target,28.0,Left Foot,,Bernardo Silva,Pass (Live),Rodri,Pass (Live)
27,73,Allan Saint-Maximin,Newcastle Utd,0.07,,Off Target,16.0,Right Foot,,Bruno Guimarães,Tackle,,
28,78,Erling Haaland,Manchester City,0.1,,Off Target,5.0,Left Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
29,79,Allan Saint-Maximin,Newcastle Utd,0.03,,Blocked,25.0,Right Foot,,Allan Saint-Maximin,Take-On,Joelinton,Pass (Live)
30,81,Rodri,Manchester City,0.03,,Blocked,23.0,Right Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live)
31,83,Sven Botman,Newcastle Utd,0.03,,Off Target,13.0,Left Foot,Volley,Dan Burn,Pass (Live),Kieran Trippier,Pass (Dead)
32,90,Phil Foden,Manchester City,0.05,,Blocked,22.0,Left Foot,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Tackle
33,90+6,Bernardo Silva,Manchester City,0.1,,Blocked,14.0,Left Foot,,Phil Foden,Pass (Live),João Cancelo,Pass (Live)
0,4,Marcus Rashford,Manchester Utd,0.11,,Blocked,17.0,Left Foot,,Bruno Fernandes,Pass (Live),Scott McTominay,Pass (Live)
1,8,Christian Eriksen,Manchester Utd,0.04,,Blocked,24.0,Right Foot,Free kick,Marcus Rashford,Fouled,,
2,10,Anthony Elanga,Manchester Utd,0.15,,Woodwork,19.0,Right Foot,,Bruno Fernandes,Pass (Live),Scott McTominay,Pass (Live)
3,16,Jadon Sancho,Manchester Utd,0.34,0.79,Goal,12.0,Right Foot,,Jadon Sancho,Take-On,Anthony Elanga,Pass (Live)
4,18,Luis Díaz,Liverpool,0.06,,Off Target,18.0,Right Foot,,Harvey Elliott,Pass (Live),Luis Díaz,Pass (Live)
5,20,Marcus Rashford,Manchester Utd,0.29,,Blocked,15.0,Right Foot,,Jadon Sancho,Pass (Live),Christian Eriksen,Pass (Live)
6,25,Christian Eriksen,Manchester Utd,0.04,0.82,Saved,26.0,Right Foot,Free kick,Anthony Elanga,Fouled,Bruno Fernandes,Pass (Live)
7,28,Jordan Henderson,Liverpool,0.09,,Off Target,18.0,Right Foot,Volley,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live)
8,35,Harvey Elliott,Liverpool,0.11,,Blocked,9.0,Right Foot,,Mohamed Salah,Pass (Live),Luis Díaz,Pass (Live)
9,40,Mohamed Salah,Liverpool,0.12,,Blocked,16.0,Left Foot,,Roberto Firmino,Pass (Live),Trent Alexander-Arnold,Pass (Live)
10,41,James Milner,Liverpool,0.13,,Off Target,7.0,Head,,Andrew Robertson,Pass (Dead),Mohamed Salah,Shot
11,41,Harvey Elliott,Liverpool,0.05,,Off Target,17.0,Left Foot,,James Milner,Shot,,
12,,,,,,,,,,,,,
13,46,James Milner,Liverpool,0.08,,Blocked,18.0,Left Foot,,James Milner,Take-On,Mohamed Salah,Pass (Live)
14,49,Harvey Elliott,Liverpool,0.02,,Blocked,23.0,Left Foot,Volley,Trent Alexander-Arnold,Take-On,Joe Gomez,Pass (Live)
15,49,Mohamed Salah,Liverpool,0.06,,Off Target,18.0,Left Foot,Volley,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Shot
16,53,Marcus Rashford,Manchester Utd,0.33,0.89,Goal,19.0,Right Foot,,Anthony Martial,Pass (Live),Anthony Martial,Take-On
17,55,Luis Díaz,Liverpool,0.16,0.88,Saved,3.0,Right Foot,,James Milner,Pass (Live),James Milner,Take-On
18,56,Marcus Rashford,Manchester Utd,0.07,0.29,Saved,15.0,Right Foot,,Raphaël Varane,Pass (Live),Bruno Fernandes,Pass (Live)
19,57,Harvey Elliott,Liverpool,0.08,,Off Target,16.0,Right Foot,,Jordan Henderson,Pass (Live),Virgil van Dijk,Pass (Live)
20,61,Diogo Dalot,Manchester Utd,0.01,,Blocked,34.0,Right Foot,Volley,,,,
21,61,Bruno Fernandes,Manchester Utd,0.35,0.35,Saved,11.0,Right Foot,Volley,Diogo Dalot,Shot,,
22,67,Fabinho,Liverpool,0.06,0.05,Saved,7.0,Head,,Andrew Robertson,Pass (Dead),,
23,76,Marcus Rashford,Manchester Utd,0.05,,Off Target,16.0,Right Foot,,Marcus Rashford,Take-On,Marcus Rashford,Take-On
24,77,Fabio Carvalho,Liverpool,0.09,,Blocked,12.0,Right Foot,,Mohamed Salah,Pass (Live),Roberto Firmino,Pass (Live)
25,79,Roberto Firmino,Liverpool,0.04,0.51,Saved,12.0,Head,,Trent Alexander-Arnold,Pass (Dead),Mohamed Salah,Pass (Live)
26,81,Fabio Carvalho,Liverpool,0.09,0.03,Saved,13.0,Right Foot,,Harvey Elliott,Pass (Live),Luis Díaz,Pass (Live)
27,81,Mohamed Salah,Liverpool,0.09,0.31,Goal,6.0,Head,Deflected,Fabio Carvalho,Shot,,
28,83,Christian Eriksen,Manchester Utd,0.02,,Off Target,22.0,Left Foot,,Diogo Dalot,Pass (Live),Anthony Martial,Pass (Live)
29,85,Trent Alexander-Arnold,Liverpool,0.02,,Off Target,30.0,Right Foot,,Mohamed Salah,Pass (Live),,
30,90+1,Cristiano Ronaldo,Manchester Utd,0.01,,Off Target,22.0,Left Foot,Volley,Anthony Martial,Pass (Live),David de Gea,Pass (Dead)
0,7,Bruno Fernandes,Manchester Utd,0.06,0.16,Saved,46.0,Right Foot,,,,,
1,10,Mohamed Elyounoussi,Southampton,0.05,,Blocked,24.0,Left Foot,,Joe Aribo,Pass (Live),Armel Bella Kotchap,Pass (Live)
2,13,Adam Armstrong,Southampton,0.06,0.06,Saved,10.0,Head,,Kyle Walker-Peters,Pass (Live),Mohamed Elyounoussi,Pass (Live)
3,19,Bruno Fernandes,Manchester Utd,0.12,,Blocked,7.0,Head,,Diogo Dalot,Pass (Live),Anthony Elanga,Pass (Live)
4,19,Anthony Elanga,Manchester Utd,0.15,0.5,Saved,6.0,Right Foot,Volley,Bruno Fernandes,Shot,,
5,19,Bruno Fernandes,Manchester Utd,0.36,,Blocked,4.0,Right Foot,Volley,Anthony Elanga,Pass (Live),Anthony Elanga,Shot
6,19,Christian Eriksen,Manchester Utd,0.46,,Blocked,10.0,Right Foot,,Bruno Fernandes,Shot,,
7,20,Scott McTominay,Manchester Utd,0.3,,Off Target,5.0,Other,,Christian Eriksen,Pass (Dead),Bruno Fernandes,Take-On
8,29,Che Adams,Southampton,0.09,,Off Target,8.0,Head,,Mohamed Elyounoussi,Pass (Live),Joe Aribo,Pass (Live)
9,31,Armel Bella Kotchap,Southampton,0.1,,Off Target,5.0,Left Foot,,Che Adams,Pass (Live),James Ward-Prowse,Pass (Dead)
10,32,Che Adams,Southampton,0.08,0.05,Saved,14.0,Right Foot,,Adam Armstrong,Pass (Live),Joe Aribo,Pass (Live)
11,38,Che Adams,Southampton,0.25,0.64,Saved,8.0,Right Foot,,Mohamed Elyounoussi,Pass (Live),Kyle Walker-Peters,Pass (Live)
12,39,Che Adams,Southampton,0.05,,Off Target,18.0,Right Foot,Volley,Gavin Bazunu,Pass (Live),Moussa Djenepo,Pass (Live)
13,44,Marcus Rashford,Manchester Utd,0.06,,Blocked,18.0,Right Foot,,Anthony Elanga,Pass (Live),Tyrell Malacia,Pass (Live)
14,45,Bruno Fernandes,Manchester Utd,0.05,,Blocked,28.0,Right Foot,Free kick,Scott McTominay,Fouled,Marcus Rashford,Shot
15,,,,,,,,,,,,,
16,49,Scott McTominay,Manchester Utd,0.02,0.04,Saved,16.0,Right Foot,Volley,Anthony Elanga,Pass (Live),Marcus Rashford,Pass (Live)
17,50,Raphaël Varane,Manchester Utd,0.03,,Off Target,12.0,Head,,Christian Eriksen,Pass (Dead),Scott McTominay,Shot
18,55,Bruno Fernandes,Manchester Utd,0.07,0.47,Goal,17.0,Right Foot,Volley,Diogo Dalot,Pass (Live),Jadon Sancho,Pass (Live)
19,58,Che Adams,Southampton,0.05,,Off Target,11.0,Right Foot,Volley,James Ward-Prowse,Pass (Live),,
20,63,Armel Bella Kotchap,Southampton,0.08,,Off Target,11.0,Head,,James Ward-Prowse,Pass (Dead),James Ward-Prowse,Pass (Dead)
21,66,Joe Aribo,Southampton,0.12,0.08,Saved,6.0,Head,,Adam Armstrong,Pass (Live),Roméo Lavia,Pass (Live)
22,66,Kyle Walker-Peters,Southampton,0.22,,Off Target,9.0,Head,,Joe Aribo,Shot,,
23,73,Roméo Lavia,Southampton,0.03,,Off Target,26.0,Right Foot,,Moussa Djenepo,Pass (Live),Roméo Lavia,Pass (Live)
24,85,Armel Bella Kotchap,Southampton,0.05,,Off Target,20.0,Right Foot,,Armel Bella Kotchap,Take-On,Stuart Armstrong,Pass (Live)
25,86,Armel Bella Kotchap,Southampton,0.01,,Blocked,34.0,Right Foot,,Roméo Lavia,Pass (Live),Moussa Djenepo,Pass (Live)
26,90+4,Sekou Mara,Southampton,0.13,,Blocked,8.0,Right Foot,Volley,Kyle Walker-Peters,Pass (Live),Stuart Armstrong,Pass (Live)
27,90+4,Mohammed Salisu,Southampton,0.09,,Off Target,9.0,Head,,James Ward-Prowse,Pass (Dead),,
28,90+5,Sekou Mara,Southampton,0.03,,Off Target,14.0,Right Foot,Volley,James Ward-Prowse,Pass (Live),Lyanco,Pass (Live)
0,14,Adam Webster,Brighton,0.23,,Off Target,7.0,Head,,Pervis Estupiñán,Pass (Live),Pascal Groß,Pass (Dead)
1,17,Adam Webster,Brighton,0.16,,Off Target,9.0,Head,,Pascal Groß,Pass (Dead),Solly March,Fouled
2,18,Jack Harrison,Leeds United,0.04,,Blocked,18.0,Right Foot,,Pascal Struijk,Pass (Live),Brenden Aaronson,Pass (Live)
3,22,Solly March,Brighton,0.03,0.08,Saved,22.0,Left Foot,,Alexis Mac Allister,Pass (Live),Pervis Estupiñán,Pass (Live)
4,27,Leandro Trossard,Brighton,0.07,,Off Target,12.0,Left Foot,Volley,,,,
5,30,Solly March,Brighton,0.1,0.1,Saved,21.0,Left Foot,,Leandro Trossard,Pass (Live),Leandro Trossard,Take-On
6,35,Adam Webster,Brighton,0.07,,Off Target,11.0,Left Foot,Volley,Lewis Dunk,Pass (Live),Pascal Groß,Pass (Dead)
7,38,Leandro Trossard,Brighton,0.23,,Blocked,12.0,Right Foot,,Leandro Trossard,Take-On,Danny Welbeck,Pass (Live)
8,45+2,Rodrigo,Leeds United,0.03,,Blocked,27.0,Left Foot,Free kick,Daniel James,Fouled,Rasmus Kristensen,Pass (Live)
9,,,,,,,,,,,,,
10,48,Pascal Groß,Brighton,0.28,,Off Target,4.0,Right Foot,,Pervis Estupiñán,Pass (Live),Moisés Caicedo,Pass (Live)
11,51,Rodrigo,Leeds United,0.02,,Blocked,35.0,Left Foot,,Marc Roca,Pass (Live),Tyler Adams,Pass (Live)
12,51,Solly March,Brighton,0.45,0.78,Saved,12.0,Left Foot,,Pascal Groß,Pass (Live),Danny Welbeck,Pass (Live)
13,57,Lewis Dunk,Brighton,0.03,,Off Target,12.0,Head,,Solly March,Pass (Dead),,
14,58,Solly March,Brighton,0.23,,Off Target,11.0,Left Foot,,Pervis Estupiñán,Pass (Live),Leandro Trossard,Pass (Live)
15,61,Luis Sinisterra,Leeds United,0.99,,Off Target,3.0,Right Foot,,Brenden Aaronson,Take-On,Tyler Adams,Pass (Live)
16,63,Rodrigo,Leeds United,0.03,,Off Target,15.0,Left Foot,,Mateusz Klich,Pass (Live),Brenden Aaronson,Pass (Live)
17,65,Rodrigo,Leeds United,0.14,0.15,Saved,12.0,Left Foot,,Jack Harrison,Pass (Live),Luis Sinisterra,Pass (Live)
18,66,Pascal Groß,Brighton,0.11,0.38,Goal,13.0,Right Foot,,Leandro Trossard,Pass (Live),Moisés Caicedo,Pass (Live)
19,71,Rodrigo,Leeds United,0.06,,Blocked,17.0,Right Foot,,Mateusz Klich,Pass (Live),Pascal Struijk,Pass (Live)
20,71,Pascal Struijk,Leeds United,0.07,0.35,Saved,17.0,Left Foot,,Rodrigo,Shot,,
21,72,Pervis Estupiñán,Brighton,0.02,,Off Target,33.0,Left Foot,,Adam Webster,Pass (Live),Lewis Dunk,Pass (Live)
22,82,Diego Llorente,Leeds United,0.44,,Off Target,5.0,Other,,Adam Forshaw,Pass (Dead),Luis Sinisterra,Fouled
23,90+2,Joe Gelhardt,Leeds United,0.02,,Blocked,31.0,Left Foot,,Tyler Adams,Pass (Live),Adam Forshaw,Pass (Live)
0,1,Aaron Hickey,Brentford,0.02,,Blocked,27.0,Left Foot,,Josh Dasilva,Pass (Live),Aaron Hickey,Pass (Live)
1,2,Mathias Jensen,Brentford,0.01,,Blocked,33.0,Right Foot,Volley,Mathias Jensen,Pass (Live),Bryan Mbeumo,Pass (Dead)
2,8,Bryan Mbeumo,Brentford,0.09,,Off Target,15.0,Left Foot,,Rico Henry,Pass (Live),Ben Mee,Pass (Live)
3,10,Alex Iwobi,Everton,0.03,0.04,Saved,28.0,Right Foot,,Nathan Patterson,Pass (Live),Anthony Gordon,Pass (Live)
4,13,Anthony Gordon,Everton,0.05,,Blocked,16.0,Right Foot,,Anthony Gordon,Tackle,Dwight McNeil,Pass (Live)
5,17,James Tarkowski,Everton,0.21,0.03,Saved,9.0,Right Foot,Volley,Nathan Patterson,Pass (Live),Nathan Patterson,Pass (Live)
6,17,Mathias Jensen,Brentford,0.03,,Woodwork,24.0,Left Foot,,Ivan Toney,Pass (Live),Yoane Wissa,Pass (Live)
7,18,Anthony Gordon,Everton,0.03,0.16,Saved,21.0,Right Foot,,Demarai Gray,Pass (Live),,
8,21,Christian Nørgaard,Brentford,0.16,0.29,Saved,3.0,Right Foot,Volley,Mathias Jensen,Pass (Dead),,
9,22,Dwight McNeil,Everton,0.08,,Blocked,21.0,Left Foot,,Dwight McNeil,Take-On,Alex Iwobi,Pass (Live)
10,24,Anthony Gordon,Everton,0.15,0.9,Goal,9.0,Left Foot,,Conor Coady,Pass (Live),Mason Holgate,Pass (Live)
11,31,Demarai Gray,Everton,0.03,,Blocked,12.0,Right Foot,,Mason Holgate,Pass (Live),Vitaliy Mykolenko,Pass (Live)
12,33,Ivan Toney,Brentford,0.14,,Woodwork,9.0,Head,,Rico Henry,Pass (Live),Ben Mee,Pass (Live)
13,34,Yoane Wissa,Brentford,0.37,,Off Target,9.0,Right Foot,Volley,Ivan Toney,Shot,,
14,37,Bryan Mbeumo,Brentford,0.13,0.2,Saved,11.0,Left Foot,,Mathias Jensen,Pass (Live),Mathias Jensen,Fouled
15,40,Bryan Mbeumo,Brentford,0.04,,Blocked,14.0,Left Foot,,Christian Nørgaard,Pass (Live),Josh Dasilva,Pass (Live)
16,45+1,Anthony Gordon,Everton,0.04,0.16,Saved,17.0,Right Foot,,Vitaliy Mykolenko,Pass (Live),Dwight McNeil,Pass (Live)
17,45+2,Alex Iwobi,Everton,0.06,,Blocked,25.0,Left Foot,,Dwight McNeil,Pass (Live),Amadou Onana,Pass (Live)
18,,,,,,,,,,,,,
19,52,Christian Nørgaard,Brentford,0.05,,Woodwork,12.0,Right Foot,Volley,Mathias Jørgensen,Pass (Live),Mathias Jensen,Pass (Dead)
20,56,Anthony Gordon,Everton,0.05,0.06,Saved,24.0,Right Foot,Volley,Dwight McNeil,Pass (Live),Nathan Patterson,Pass (Live)
21,56,Vitaliy Mykolenko,Everton,0.09,0.08,Saved,9.0,Left Foot,,Anthony Gordon,Shot,,
22,58,Christian Nørgaard,Brentford,0.02,,Blocked,21.0,Right Foot,,Bryan Mbeumo,Pass (Live),Josh Dasilva,Pass (Live)
23,64,Bryan Mbeumo,Brentford,0.03,,Off Target,24.0,Left Foot,,Aaron Hickey,Pass (Live),Bryan Mbeumo,Pass (Live)
24,71,Vitaly Janelt,Brentford,0.02,0.15,Saved,11.0,Head,,Keane Lewis-Potter,Pass (Live),Rico Henry,Pass (Live)
25,71,Ivan Toney,Brentford,0.14,,Off Target,5.0,Right Foot,,Vitaly Janelt,Shot,,
26,73,Josh Dasilva,Brentford,0.07,0.36,Saved,14.0,Head,,Keane Lewis-Potter,Pass (Live),Vitaly Janelt,Pass (Live)
27,74,Demarai Gray,Everton,0.13,,Blocked,10.0,Left Foot,,Amadou Onana,Pass (Live),James Tarkowski,Pass (Live)
28,75,James Tarkowski,Everton,0.07,,Off Target,10.0,Head,,Demarai Gray,Pass (Dead),Demarai Gray,Shot
29,82,Vitaly Janelt,Brentford,0.09,,Off Target,12.0,Head,,Ivan Toney,Pass (Live),Josh Dasilva,Pass (Live)
30,84,Keane Lewis-Potter,Brentford,0.03,,Off Target,9.0,Head,,Mathias Jensen,Pass (Dead),Josh Dasilva,Pass (Live)
31,84,Vitaly Janelt,Brentford,0.67,0.39,Goal,3.0,Left Foot,Volley,Keane Lewis-Potter,Shot,,
32,87,Nathan Patterson,Everton,0.05,,Off Target,24.0,Right Foot,,Nathan Patterson,Pass (Live),Michael Keane,Pass (Live)
33,90+1,Ben Mee,Brentford,0.07,,Off Target,13.0,Head,,Josh Dasilva,Pass (Live),,
34,90+1,Aaron Hickey,Brentford,0.02,,Blocked,29.0,Right Foot,,Ben Mee,Shot,,
0,9,Phil Foden,Manchester City,0.04,,Off Target,12.0,Left Foot,Volley,João Cancelo,Pass (Live),Rúben Dias,Pass (Live)
1,13,Erling Haaland,Manchester City,0.08,,Off Target,9.0,Head,,Riyad Mahrez,Pass (Dead),Phil Foden,Pass (Dead)
2,21,Joachim Andersen,Crystal Palace,0.09,0.19,Goal,11.0,Head,,Eberechi Eze,Pass (Dead),,
3,23,Erling Haaland,Manchester City,0.06,,Off Target,13.0,Left Foot,,Phil Foden,Pass (Live),Rúben Dias,Pass (Live)
4,28,Cheick Doucouré,Crystal Palace,0.03,0.13,Saved,31.0,Right Foot,,Eberechi Eze,Pass (Live),Odsonne Édouard,Pass (Live)
5,32,Erling Haaland,Manchester City,0.02,,Off Target,11.0,Head,,João Cancelo,Pass (Live),Riyad Mahrez,Pass (Live)
6,39,Phil Foden,Manchester City,0.25,,Off Target,9.0,Head,,Bernardo Silva,Pass (Live),Riyad Mahrez,Pass (Live)
7,44,Kevin De Bruyne,Manchester City,0.04,,Blocked,29.0,Right Foot,,,,,
8,44,Kevin De Bruyne,Manchester City,0.06,,Blocked,22.0,Left Foot,Deflected,Kevin De Bruyne,Shot,,
9,,,,,,,,,,,,,
10,53,Bernardo Silva,Manchester City,0.04,0.07,Goal,20.0,Left Foot,Deflected,Rodri,Pass (Live),Kevin De Bruyne,Pass (Live)
11,61,Bernardo Silva,Manchester City,0.07,,Off Target,12.0,Right Foot,,Bernardo Silva,Take-On,Kevin De Bruyne,Pass (Live)
12,62,Erling Haaland,Manchester City,0.36,0.76,Goal,6.0,Head,,Phil Foden,Pass (Live),Kevin De Bruyne,Pass (Live)
13,70,Kevin De Bruyne,Manchester City,0.02,,Blocked,28.0,Left Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
14,70,John Stones,Manchester City,0.23,,Off Target,10.0,Right Foot,,Bernardo Silva,Pass (Live),Julián Álvarez,Pass (Live)
15,70,Erling Haaland,Manchester City,0.63,0.26,Goal,3.0,Left Foot,,John Stones,Shot,,
16,73,Erling Haaland,Manchester City,0.05,,Off Target,15.0,Head,,Phil Foden,Pass (Live),Julián Álvarez,Pass (Live)
17,79,Bernardo Silva,Manchester City,0.05,,Blocked,16.0,Right Foot,,Kyle Walker,Pass (Live),,
18,81,Erling Haaland,Manchester City,0.22,0.55,Goal,14.0,Left Foot,,İlkay Gündoğan,Pass (Live),Phil Foden,Pass (Live)
19,85,İlkay Gündoğan,Manchester City,0.1,0.13,Saved,9.0,Head,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
20,90+1,Sergio Gómez,Manchester City,0.1,,Off Target,17.0,Left Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Take-On
0,6,Ruben Loftus-Cheek,Chelsea,0.41,0.54,Saved,9.0,Right Foot,,Raheem Sterling,Pass (Live),Conor Gallagher,Pass (Live)
1,40,James Justin,Leicester City,0.03,,Blocked,28.0,Right Foot,,Timothy Castagne,Pass (Live),Dennis Praet,Pass (Live)
2,41,Thiago Silva,Chelsea,0.1,,Blocked,11.0,Head,,Reece James,Pass (Dead),Raheem Sterling,Fouled
3,43,Reece James,Chelsea,0.05,,Woodwork,16.0,Right Foot,Volley,Raheem Sterling,Pass (Live),Reece James,Pass (Live)
4,44,Jamie Vardy,Leicester City,0.26,,Off Target,16.0,Right Foot,,Youri Tielemans,Pass (Live),Daniel Amartey,Pass (Live)
5,45+4,Timothy Castagne,Leicester City,0.26,0.39,Saved,10.0,Right Foot,,Youri Tielemans,Pass (Live),Harvey Barnes,Pass (Live)
6,,,,,,,,,,,,,
7,47,Raheem Sterling,Chelsea,0.03,0.27,Goal,21.0,Right Foot,Deflected,Marc Cucurella,Pass (Live),Jorginho,Pass (Live)
8,51,Raheem Sterling,Chelsea,0.32,0.56,Saved,16.0,Right Foot,,Kai Havertz,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
9,52,Youri Tielemans,Leicester City,0.05,,Blocked,19.0,Right Foot,,Daniel Amartey,Pass (Live),Youri Tielemans,Pass (Live)
10,52,Timothy Castagne,Leicester City,0.18,,Off Target,4.0,Head,,Youri Tielemans,Pass (Live),Youri Tielemans,Shot
11,57,Kelechi Iheanacho,Leicester City,0.06,,Blocked,32.0,Left Foot,,Youri Tielemans,Pass (Live),Kelechi Iheanacho,Pass (Live)
