,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
2,24,João Palhinha,Fulham,0.04,,Blocked,17.0,Right Foot,,Tim Ream,Pass (Live),Andreas Pereira,Pass (Dead)
3,24,João Palhinha,Fulham,0.07,,Blocked,19.0,Left Foot,,João Palhinha,Shot,,
4,29,Jordan Henderson,Liverpool,0.03,,Blocked,25.0,Right Foot,Volley,Mohamed Salah,Pass (Live),Luis Díaz,Fouled
5,31,Harrison Reed,Fulham,0.06,,Blocked,18.0,Right Foot,Volley,Bobby Reid,Pass (Live),Aleksandar Mitrović,Pass (Live)
6,32,Aleksandar Mitrović,Fulham,0.07,0.2,Goal,5.0,Head,Deflected,Kenny Tete,Pass (Live),Neeskens Kebano,Pass (Live)
7,39,Luis Díaz,Liverpool,0.06,,Woodwork,11.0,Left Foot,,Thiago Alcántara,Pass (Live),Jordan Henderson,Pass (Live)
8,,,,,,,,,,,,,
9,56,Andreas Pereira,Fulham,0.05,,Blocked,21.0,Right Foot,,Aleksandar Mitrović,Pass (Live),Aleksandar Mitrović,Take-On
10,57,Neeskens Kebano,Fulham,0.05,,Woodwork,18.0,Right Foot,,Harrison Reed,Pass (Live),Tim Ream,Pass (Live)
11,58,Bobby Reid,Fulham,0.04,0.04,Saved,21.0,Left Foot,,Andreas Pereira,Pass (Live),,
12,61,Darwin Núñez,Liverpool,0.06,0.22,Saved,6.0,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live)
13,64,Darwin Núñez,Liverpool,0.29,0.96,Goal,5.0,Right Foot,,Harvey Elliott,Pass (Live),James Milner,Pass (Live)
14,67,Darwin Núñez,Liverpool,0.17,,Blocked,6.0,Left Foot,,Jordan Henderson,Pass (Live),Virgil van Dijk,Pass (Live)
15,69,Luis Díaz,Liverpool,0.12,,Blocked,8.0,Right Foot,Volley,Darwin Núñez,Pass (Live),James Milner,Pass (Live)
16,72,Aleksandar Mitrović (pen),Fulham,0.79,1.0,Goal,13.0,Right Foot,,Aleksandar Mitrović,Fouled,Manor Solomon,Pass (Live)
17,76,Darwin Núñez,Liverpool,0.04,,Off Target,14.0,Right Foot,Volley,Jordan Henderson,Pass (Live),Trent Alexander-Arnold,Pass (Dead)
18,80,Fabio Carvalho,Liverpool,0.05,,Off Target,14.0,Right Foot,Volley,,,,
19,81,Mohamed Salah,Liverpool,0.36,0.73,Goal,9.0,Left Foot,,Harvey Elliott,Pass (Live),Fabio Carvalho,Pass (Live)
20,90+4,Jordan Henderson,Liverpool,0.03,,Woodwork,28.0,Right Foot,,Harvey Elliott,Pass (Live),Harvey Elliott,Pass (Live)
0,1.0,Fabian Schär,Newcastle Utd,0.04,,Blocked,16.0,Right Foot,,Matt Targett,Pass (Live),Bruno Guimarães,Pass (Live)
1,2.0,Dan Burn,Newcastle Utd,0.0,0.31,Saved,14.0,Head,,Matt Targett,Pass (Live),Fabian Schär,Shot
2,4.0,Joe Willock,Newcastle Utd,0.05,,Blocked,26.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Kieran Trippier,Pass (Live)
3,6.0,Dan Burn,Newcastle Utd,0.06,,Off Target,9.0,Right Foot,,Fabian Schär,Pass (Live),Miguel Almirón,Pass (Live)
4,8.0,Dan Burn,Newcastle Utd,0.06,,Off Target,3.0,Head,,Kieran Trippier,Pass (Live),Allan Saint-Maximin,Pass (Live)
5,16.0,Kieran Trippier,Newcastle Utd,0.04,,Blocked,25.0,Right Foot,Free kick,Allan Saint-Maximin,Fouled,,
6,20.0,Joelinton,Newcastle Utd,0.03,0.09,Saved,29.0,Right Foot,,Dan Burn,Pass (Live),Bruno Guimarães,Pass (Live)
7,24.0,Callum Wilson,Newcastle Utd,0.03,,Off Target,14.0,Left Foot,Volley,Joelinton,Pass (Live),Allan Saint-Maximin,Pass (Live)
8,27.0,Allan Saint-Maximin,Newcastle Utd,0.06,,Blocked,6.0,Head,,Miguel Almirón,Pass (Live),Miguel Almirón,Pass (Live)
9,27.0,Bruno Guimarães,Newcastle Utd,0.02,,Off Target,29.0,Right Foot,,Matt Targett,Pass (Live),Allan Saint-Maximin,Shot
10,29.0,Lewis O'Brien,Nott'ham Forest,0.02,,Blocked,28.0,Left Foot,,Jesse Lingard,Pass (Live),,
11,31.0,Joelinton,Newcastle Utd,0.14,,Off Target,16.0,Right Foot,,Joelinton,Take-On,Bruno Guimarães,Pass (Live)
12,32.0,Joelinton,Newcastle Utd,0.04,0.02,Saved,28.0,Right Foot,,Bruno Guimarães,Pass (Live),Miguel Almirón,Pass (Live)
13,35.0,Callum Wilson,Newcastle Utd,0.22,0.61,Saved,8.0,Head,,Joe Willock,Pass (Live),Matt Targett,Pass (Live)
14,37.0,Allan Saint-Maximin,Newcastle Utd,0.05,0.04,Saved,21.0,Right Foot,,Joelinton,Pass (Live),Bruno Guimarães,Pass (Live)
15,39.0,Jesse Lingard,Nott'ham Forest,0.06,,Blocked,11.0,Right Foot,,Lewis O'Brien,Take-On,Lewis O'Brien,Tackle
16,39.0,Neco Williams,Nott'ham Forest,0.02,,Off Target,19.0,Right Foot,Volley,Jesse Lingard,Shot,,
17,,,,,,,,,,,,,
18,52.0,Sam Surridge,Nott'ham Forest,0.07,,Off Target,11.0,Head,,Jesse Lingard,Pass (Live),Harry Toffolo,Pass (Live)
19,57.0,Joe Willock,Newcastle Utd,0.07,0.18,Saved,16.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Joelinton,Pass (Live)
20,57.0,Allan Saint-Maximin,Newcastle Utd,0.19,,Blocked,8.0,Right Foot,,Miguel Almirón,Pass (Live),Miguel Almirón,Take-On
21,58.0,Fabian Schär,Newcastle Utd,0.02,0.39,Goal,27.0,Right Foot,,Kieran Trippier,Pass (Live),Joelinton,Pass (Dead)
22,62.0,Joe Willock,Newcastle Utd,0.08,,Blocked,16.0,Left Foot,,Callum Wilson,Pass (Live),Allan Saint-Maximin,Pass (Live)
23,63.0,Sam Surridge,Nott'ham Forest,0.1,,Off Target,11.0,Head,,Neco Williams,Pass (Live),Neco Williams,Take-On
24,67.0,Dan Burn,Newcastle Utd,0.03,,Off Target,15.0,Right Foot,Volley,Kieran Trippier,Pass (Dead),Bruno Guimarães,Fouled
25,77.0,Miguel Almirón,Newcastle Utd,0.12,0.28,Saved,10.0,Left Foot,,Bruno Guimarães,Pass (Live),Miguel Almirón,Pass (Live)
26,78.0,Callum Wilson,Newcastle Utd,0.18,0.15,Goal,8.0,Right Foot,,Joelinton,Pass (Live),Allan Saint-Maximin,Pass (Live)
27,84.0,Allan Saint-Maximin,Newcastle Utd,0.05,,Off Target,19.0,Right Foot,,Ryan Fraser,Pass (Live),Matt Targett,Pass (Live)
28,85.0,Callum Wilson,Newcastle Utd,0.18,,Off Target,5.0,Left Foot,,Sean Longstaff,Pass (Live),Allan Saint-Maximin,Pass (Live)
0,2.0,Jefferson Lerma,Bournemouth,0.24,0.11,Goal,9.0,Left Foot,Deflected,Marcus Tavernier,Pass (Dead),,
1,4.0,Danny Ings,Aston Villa,0.05,,Off Target,26.0,Right Foot,Volley,Diego Carlos,Pass (Live),John McGinn,Pass (Live)
2,6.0,Danny Ings,Aston Villa,0.05,0.23,Saved,17.0,Left Foot,,Jacob Ramsey,Pass (Live),Matty Cash,Pass (Live)
3,9.0,Dominic Solanke,Bournemouth,0.1,0.06,Saved,19.0,Left Foot,,Jordan Zemura,Take-On,Kieffer Moore,Pass (Live)
4,9.0,Dominic Solanke,Bournemouth,0.07,,Blocked,22.0,Right Foot,,Dominic Solanke,Shot,,
5,15.0,John McGinn,Aston Villa,0.03,,Off Target,31.0,Left Foot,,,,,
6,17.0,Danny Ings,Aston Villa,0.16,,Off Target,6.0,Head,,Lucas Digne,Pass (Live),Matty Cash,Pass (Live)
7,21.0,Jacob Ramsey,Aston Villa,0.05,0.3,Saved,23.0,Left Foot,Deflected,Philippe Coutinho,Pass (Live),John McGinn,Pass (Live)
8,22.0,Adam Smith,Bournemouth,0.08,,Off Target,16.0,Right Foot,,Marcus Tavernier,Pass (Live),Jordan Zemura,Pass (Live)
9,37.0,John McGinn,Aston Villa,0.03,,Blocked,31.0,Left Foot,,Danny Ings,Pass (Live),Leon Bailey,Pass (Live)
10,45.0,Leon Bailey,Aston Villa,0.02,,Blocked,14.0,Left Foot,Volley,Leon Bailey,Take-On,Jacob Ramsey,Pass (Live)
11,45.0,Jacob Ramsey,Aston Villa,0.04,,Off Target,28.0,Left Foot,Volley,Leon Bailey,Pass (Live),John McGinn,Interception
12,,,,,,,,,,,,,
13,60.0,Diego Carlos,Aston Villa,0.02,,Off Target,33.0,Right Foot,,,,,
14,61.0,Philippe Coutinho,Aston Villa,0.08,,Blocked,11.0,Head,,John McGinn,Pass (Live),Emi Buendía,Pass (Live)
15,65.0,Boubacar Kamara,Aston Villa,0.03,,Off Target,35.0,Right Foot,,Emi Buendía,Pass (Dead),Emi Buendía,Fouled
16,72.0,Dominic Solanke,Bournemouth,0.05,,Blocked,17.0,Right Foot,,Marcus Tavernier,Pass (Live),,
17,74.0,Philippe Coutinho,Aston Villa,0.03,,Off Target,32.0,Right Foot,,Ollie Watkins,Pass (Live),Philippe Coutinho,Pass (Live)
18,80.0,Philip Billing,Bournemouth,0.01,,Off Target,16.0,Head,,Marcus Tavernier,Pass (Dead),Marcus Tavernier,Fouled
19,80.0,Kieffer Moore,Bournemouth,0.05,0.33,Goal,11.0,Head,,Lloyd Kelly,Pass (Live),Philip Billing,Shot
20,83.0,Douglas Luiz,Aston Villa,0.03,,Blocked,28.0,Right Foot,,,,,
21,83.0,Matty Cash,Aston Villa,0.03,,Blocked,23.0,Left Foot,,Matty Cash,Take-On,Douglas Luiz,Shot
22,84.0,John McGinn,Aston Villa,0.02,,Blocked,32.0,Left Foot,,Leon Bailey,Pass (Live),Matty Cash,Pass (Live)
0,2,Daniel Podence,Wolves,0.02,,Off Target,32.0,Right Foot,Volley,Leander Dendoncker,Interception,,
1,6,Daniel Podence,Wolves,0.14,0.44,Goal,11.0,Right Foot,Volley,Hwang Hee-chan,Pass (Live),Pedro Neto,Pass (Live)
2,13,Brenden Aaronson,Leeds United,0.04,,Blocked,21.0,Left Foot,,Tyler Adams,Pass (Live),Robin Koch,Pass (Live)
3,19,Patrick Bamford,Leeds United,0.03,0.04,Saved,32.0,Left Foot,,Marc Roca,Pass (Live),Rasmus Kristensen,Pass (Live)
4,20,Tyler Adams,Leeds United,0.02,,Off Target,30.0,Left Foot,,Rasmus Kristensen,Pass (Live),Brenden Aaronson,Pass (Live)
5,21,Hwang Hee-chan,Wolves,0.03,0.15,Saved,13.0,Left Foot,,Hwang Hee-chan,Take-On,Rúben Neves,Pass (Live)
6,24,Rodrigo,Leeds United,0.04,0.11,Goal,12.0,Right Foot,,,,,
7,26,Rodrigo,Leeds United,0.04,,Blocked,26.0,Left Foot,,Jack Harrison,Pass (Live),Jack Harrison,Interception
8,26,Marc Roca,Leeds United,0.03,0.35,Saved,21.0,Right Foot,,Rasmus Kristensen,Pass (Dead),,
9,29,Rodrigo,Leeds United,0.05,,Off Target,12.0,Head,,Jack Harrison,Pass (Dead),Jack Harrison,Fouled
10,35,Pedro Neto,Wolves,0.05,0.03,Saved,16.0,Left Foot,,Daniel Podence,Pass (Live),Jonny Castro,Pass (Live)
11,39,Morgan Gibbs-White,Wolves,0.2,,Off Target,7.0,Head,,Rayan Aït-Nouri,Pass (Live),Morgan Gibbs-White,Pass (Live)
12,43,Jonny Castro,Wolves,0.03,,Off Target,22.0,Right Foot,Volley,Rayan Aït-Nouri,Fouled,Max Kilman,Pass (Live)
13,45+2,Leander Dendoncker,Wolves,0.55,0.4,Saved,8.0,Right Foot,,Hwang Hee-chan,Pass (Live),Pedro Neto,Pass (Live)
14,,,,,,,,,,,,,
15,48,Rúben Neves,Wolves,0.02,,Off Target,34.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Leander Dendoncker,Pass (Live)
16,55,Pedro Neto,Wolves,0.06,,Blocked,17.0,Right Foot,,Pedro Neto,Take-On,Pedro Neto,Take-On
17,55,Daniel Podence,Wolves,0.05,,Blocked,25.0,Right Foot,Volley,Pedro Neto,Shot,,
18,57,Leander Dendoncker,Wolves,0.08,0.2,Saved,9.0,Head,,Morgan Gibbs-White,Pass (Dead),Hwang Hee-chan,Pass (Live)
19,57,Morgan Gibbs-White,Wolves,0.03,0.1,Saved,22.0,Right Foot,,Morgan Gibbs-White,Take-On,Daniel Podence,Pass (Live)
20,70,Robin Koch,Leeds United,0.06,,Off Target,8.0,Head,,Jack Harrison,Pass (Dead),,
21,72,Pascal Struijk,Leeds United,0.1,,Off Target,10.0,Head,,Jack Harrison,Pass (Dead),Pascal Struijk,Pass (Dead)
22,76,Pedro Neto,Wolves,0.02,,Blocked,27.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Rayan Aït-Nouri,Take-On
23,77,Leander Dendoncker,Wolves,0.02,,Off Target,33.0,Right Foot,,Daniel Podence,Pass (Live),Leander Dendoncker,Pass (Live)
24,80,Patrick Bamford,Leeds United,0.28,0.23,Saved,8.0,Head,,Jack Harrison,Pass (Live),Sam Greenwood,Pass (Live)
25,80,Sam Greenwood,Leeds United,0.06,,Blocked,16.0,Right Foot,,,,,
26,83,Max Kilman,Wolves,0.07,,Off Target,7.0,Head,,Pedro Neto,Pass (Dead),,
27,87,Sam Greenwood,Leeds United,0.04,,Off Target,27.0,Right Foot,Free kick,Jack Harrison,Fouled,Jack Harrison,Take-On
0,3,Mohammed Salisu,Southampton,0.08,,Off Target,11.0,Head,,James Ward-Prowse,Pass (Dead),Kyle Walker-Peters,Fouled
1,12,James Ward-Prowse,Southampton,0.07,0.36,Goal,18.0,Right Foot,Volley,Moussa Djenepo,Pass (Live),Moussa Djenepo,Take-On
2,18,Adam Armstrong,Southampton,0.04,,Off Target,26.0,Right Foot,,,,,
3,21,Ryan Sessegnon,Tottenham,0.3,0.27,Goal,6.0,Head,,Dejan Kulusevski,Pass (Live),Emerson,Pass (Live)
4,31,Son Heung-min,Tottenham,0.08,0.04,Saved,13.0,Left Foot,,Pierre Højbjerg,Pass (Live),Dejan Kulusevski,Pass (Live)
5,31,Eric Dier,Tottenham,0.06,0.16,Goal,9.0,Head,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live)
6,36,Emerson,Tottenham,0.04,,Blocked,22.0,Left Foot,,Dejan Kulusevski,Pass (Live),Harry Kane,Pass (Live)
7,38,Ben Davies,Tottenham,0.04,0.22,Saved,26.0,Left Foot,,Son Heung-min,Pass (Live),Rodrigo Bentancur,Pass (Live)
8,43,Dejan Kulusevski,Tottenham,0.07,,Blocked,15.0,Left Foot,,Son Heung-min,Pass (Live),Rodrigo Bentancur,Pass (Live)
9,45,Son Heung-min,Tottenham,0.06,,Off Target,13.0,Right Foot,,Pierre Højbjerg,Pass (Live),Ryan Sessegnon,Tackle
10,45+2,Harry Kane,Tottenham,0.14,0.16,Saved,7.0,Right Foot,,Emerson,Pass (Live),Dejan Kulusevski,Pass (Live)
11,45+3,Cristian Romero,Tottenham,0.22,,Off Target,5.0,Head,,Son Heung-min,Pass (Dead),Harry Kane,Shot
12,,,,,,,,,,,,,
13,50,Emerson,Tottenham,0.02,,Off Target,12.0,Head,,Ben Davies,Pass (Live),Pierre Højbjerg,Pass (Live)
14,52,Ryan Sessegnon,Tottenham,0.12,,Blocked,12.0,Left Foot,,Dejan Kulusevski,Pass (Live),Harry Kane,Pass (Live)
15,59,James Ward-Prowse,Southampton,0.04,,Off Target,23.0,Right Foot,Volley,Oriol Romeu,Pass (Live),Roméo Lavia,Pass (Live)
16,63,Dejan Kulusevski,Tottenham,0.04,0.57,Goal,14.0,Left Foot,,Emerson,Pass (Live),Pierre Højbjerg,Pass (Live)
17,67,Roméo Lavia,Southampton,0.04,,Blocked,22.0,Right Foot,,Oriol Romeu,Fouled,Jan Bednarek,Pass (Live)
18,67,Moussa Djenepo,Southampton,0.02,,Off Target,13.0,Right Foot,,Jan Bednarek,Pass (Live),Oriol Romeu,Pass (Live)
19,68,Son Heung-min,Tottenham,0.13,,Blocked,10.0,Left Foot,,Dejan Kulusevski,Pass (Live),Emerson,Pass (Live)
20,70,Cristian Romero,Tottenham,0.03,,Off Target,12.0,Right Foot,Volley,Emerson,Pass (Live),Dejan Kulusevski,Pass (Live)
21,73,Emerson,Tottenham,0.13,,Off Target,10.0,Right Foot,Volley,Harry Kane,Pass (Live),Ivan Perišić,Pass (Live)
22,74,Joe Aribo,Southampton,0.04,0.24,Saved,12.0,Left Foot,,Mohammed Salisu,Pass (Live),Mohammed Salisu,Take-On
23,83,Son Heung-min,Tottenham,0.09,0.04,Saved,17.0,Right Foot,,Harry Kane,Pass (Live),Dejan Kulusevski,Pass (Live)
24,85,Romain Perraud,Southampton,0.04,,Off Target,10.0,Left Foot,Volley,James Ward-Prowse,Pass (Live),Joe Aribo,Pass (Live)
25,90,Romain Perraud,Southampton,0.04,,Blocked,14.0,Left Foot,,James Ward-Prowse,Pass (Live),Ibrahima Diallo,Pass (Live)
26,90,Ibrahima Diallo,Southampton,0.06,,Blocked,22.0,Right Foot,,Romain Perraud,Shot,,
27,90+1,Harry Kane,Tottenham,0.0,0.05,Saved,65.0,Right Foot,,Yves Bissouma,Tackle,,
28,90+3,Yves Bissouma,Tottenham,0.02,,Off Target,29.0,Right Foot,,,,,
0,3,Abdoulaye Doucouré,Everton,0.03,,Off Target,13.0,Head,,Dwight McNeil,Pass (Live),Nathan Patterson,Pass (Live)
1,7,Kai Havertz,Chelsea,0.09,0.04,Saved,10.0,Head,,Reece James,Pass (Dead),Raheem Sterling,Fouled
2,19,Mason Mount,Chelsea,0.04,0.16,Saved,20.0,Right Foot,,Raheem Sterling,Pass (Live),Reece James,Pass (Dead)
3,22,Raheem Sterling,Chelsea,0.05,,Blocked,8.0,Right Foot,Volley,César Azpilicueta,Pass (Live),Reece James,Pass (Live)
4,24,James Tarkowski,Everton,0.09,0.09,Saved,11.0,Head,,Vitaliy Mykolenko,Pass (Live),Dwight McNeil,Pass (Live)
5,28,Anthony Gordon,Everton,0.05,,Off Target,11.0,Head,,Alex Iwobi,Pass (Live),Nathan Patterson,Pass (Live)
6,41,Mason Mount,Chelsea,0.07,,Blocked,21.0,Right Foot,,Raheem Sterling,Pass (Live),,
7,43,N'Golo Kanté,Chelsea,0.05,0.05,Saved,20.0,Right Foot,,Reece James,Pass (Live),Mason Mount,Pass (Live)
8,45+2,Raheem Sterling,Chelsea,0.09,,Blocked,18.0,Right Foot,,N'Golo Kanté,Pass (Live),Mason Mount,Pass (Live)
9,45+3,Reece James,Chelsea,0.03,,Blocked,18.0,Right Foot,,César Azpilicueta,Pass (Live),Jorginho,Pass (Live)
10,45+4,Kalidou Koulibaly,Chelsea,0.05,0.18,Saved,13.0,Head,,Mason Mount,Pass (Live),Raheem Sterling,Pass (Live)
11,45+7,Kai Havertz,Chelsea,0.11,,Off Target,10.0,Head,,N'Golo Kanté,Pass (Live),Reece James,Pass (Live)
12,45+9,Jorginho (pen),Chelsea,0.79,1.0,Goal,13.0,Right Foot,,Ben Chilwell,Fouled,Kalidou Koulibaly,Pass (Live)
13,,,,,,,,,,,,,
14,48,Demarai Gray,Everton,0.11,,Blocked,12.0,Right Foot,,Alex Iwobi,Pass (Live),Dwight McNeil,Pass (Live)
15,52,Abdoulaye Doucouré,Everton,0.1,0.03,Saved,13.0,Right Foot,,Alex Iwobi,Pass (Live),Anthony Gordon,Pass (Live)
16,52,Mason Holgate,Everton,0.21,,Blocked,10.0,Right Foot,,Abdoulaye Doucouré,Shot,,
17,60,Kai Havertz,Chelsea,0.06,,Blocked,17.0,Left Foot,,Jorginho,Pass (Live),Thiago Silva,Pass (Live)
18,62,Vitaliy Mykolenko,Everton,0.11,,Off Target,22.0,Left Foot,Volley,James Tarkowski,Pass (Live),Abdoulaye Doucouré,Pass (Live)
19,82,Reece James,Chelsea,0.04,,Off Target,25.0,Right Foot,Free kick,Ruben Loftus-Cheek,Fouled,Raheem Sterling,Pass (Live)
20,83,Raheem Sterling,Chelsea,0.1,,Blocked,10.0,Left Foot,,Marc Cucurella,Pass (Live),Jorginho,Pass (Live)
21,89,Christian Pulisic,Chelsea,0.04,,Off Target,11.0,Left Foot,Volley,Marc Cucurella,Pass (Dead),,
22,90+7,Armando Broja,Chelsea,0.03,0.49,Saved,10.0,Head,,Reece James,Pass (Dead),Armando Broja,Fouled
23,90+11,James Tarkowski,Everton,0.0,0.03,Saved,16.0,Head,,Demarai Gray,Pass (Dead),Nathan Patterson,Fouled
0,5,Daniel Amartey,Leicester City,0.01,,Off Target,35.0,Right Foot,,Wilfred Ndidi,Pass (Live),Timothy Castagne,Pass (Live)
1,9,Bryan Mbeumo,Brentford,0.12,0.11,Saved,14.0,Right Foot,Volley,Vitaly Janelt,Pass (Live),,
2,13,Youri Tielemans,Leicester City,0.02,0.12,Saved,34.0,Right Foot,,James Maddison,Pass (Live),Daniel Amartey,Pass (Live)
3,20,James Maddison,Leicester City,0.04,,Off Target,12.0,Head,,Youri Tielemans,Pass (Live),Wesley Fofana,Pass (Live)
4,31,James Maddison,Leicester City,0.03,,Off Target,33.0,Right Foot,,Kiernan Dewsbury-Hall,Pass (Live),James Maddison,Pass (Live)
5,33,Timothy Castagne,Leicester City,0.17,0.08,Goal,5.0,Head,,James Maddison,Pass (Dead),Kiernan Dewsbury-Hall,Pass (Live)
6,34,Yoane Wissa,Brentford,0.11,,Off Target,11.0,Right Foot,,Mathias Jensen,Pass (Live),Yoane Wissa,Pass (Live)
7,39,James Maddison,Leicester City,0.05,0.02,Saved,17.0,Right Foot,Volley,James Justin,Pass (Live),Kiernan Dewsbury-Hall,Pass (Live)
8,42,Youri Tielemans,Leicester City,0.03,,Woodwork,28.0,Right Foot,,James Justin,Pass (Live),Daniel Amartey,Pass (Live)
9,42,James Maddison,Leicester City,0.1,,Blocked,17.0,Right Foot,,Youri Tielemans,Shot,,
10,,,,,,,,,,,,,
11,46,Kiernan Dewsbury-Hall,Leicester City,0.02,0.41,Goal,30.0,Left Foot,,Jamie Vardy,Pass (Live),Wilfred Ndidi,Pass (Live)
12,50,Youri Tielemans,Leicester City,0.04,0.13,Saved,32.0,Right Foot,,James Maddison,Pass (Live),Youri Tielemans,Pass (Live)
13,54,Bryan Mbeumo,Brentford,0.06,,Off Target,17.0,Left Foot,,Vitaly Janelt,Pass (Live),Christian Nørgaard,Pass (Live)
14,62,Ivan Toney,Brentford,0.27,0.71,Goal,8.0,Left Foot,,Rico Henry,Pass (Live),Yoane Wissa,Pass (Live)
15,67,Wesley Fofana,Leicester City,0.01,,Woodwork,11.0,Head,,James Maddison,Pass (Dead),Kiernan Dewsbury-Hall,Fouled
16,74,Yoane Wissa,Brentford,0.03,,Off Target,25.0,Right Foot,,Ivan Toney,Pass (Live),David Raya,Pass (Dead)
17,77,Ivan Toney,Brentford,0.1,,Off Target,9.0,Head,,Bryan Mbeumo,Pass (Live),,
18,86,Halil Dervişoğlu,Brentford,0.03,,Blocked,32.0,Right Foot,,Ivan Toney,Pass (Live),Mads Bech Sørensen,Pass (Live)
19,86,Josh Dasilva,Brentford,0.05,0.49,Goal,20.0,Left Foot,,Halil Dervişoğlu,Shot,,
20,90+1,James Maddison,Leicester City,0.03,,Blocked,22.0,Right Foot,,Daniel Amartey,Pass (Live),Timothy Castagne,Pass (Live)
21,90+2,Youri Tielemans,Leicester City,0.03,,Off Target,25.0,Right Foot,,James Maddison,Shot,,
22,90+4,James Maddison,Leicester City,0.04,,Blocked,22.0,Right Foot,,Timothy Castagne,Pass (Live),,
0,1.0,Leandro Trossard,Brighton,0.06,,Off Target,12.0,Left Foot,Volley,,,,
1,7.0,Scott McTominay,Manchester Utd,0.03,,Blocked,12.0,Right Foot,,Jadon Sancho,Pass (Live),Diogo Dalot,Pass (Live)
