,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
14,62,Nathan Aké,Bournemouth,0.21,,Blocked,9.0,Right Foot,Volley,Philip Billing,Pass (Live),Ryan Fraser,Pass (Dead)
15,62,Callum Wilson,Bournemouth,0.69,0.91,Saved,4.0,Left Foot,,Nathan Aké,Shot,,
16,62,Chris Mepham,Bournemouth,0.39,0.68,Goal,5.0,Right Foot,,Callum Wilson,Shot,,
17,76,Steve Cook,Bournemouth,0.05,,Off Target,17.0,Right Foot,Volley,Chris Mepham,Fouled,Adam Smith,Pass (Live)
18,78,Diego Rico,Bournemouth,0.01,,Off Target,29.0,Left Foot,Volley,Joshua King,Pass (Live),Jefferson Lerma,Pass (Live)
19,88,Oliver McBurnie,Sheffield Utd,0.21,,Off Target,9.0,Right Foot,,Oliver Norwood,Pass (Dead),Luke Freeman,Fouled
20,88,Billy Sharp,Sheffield Utd,0.66,0.97,Goal,4.0,Left Foot,Deflected,Oliver McBurnie,Shot,,
21,90+2,Ryan Fraser,Bournemouth,0.11,,Off Target,22.0,Right Foot,Free kick,Dominic Solanke,Fouled,Adam Smith,Pass (Live)
0,3.0,Gerard Deulofeu,Watford,0.03,,Off Target,26.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Andre Gray,Pass (Live)
1,9.0,Dan Burn,Brighton,0.03,,Off Target,24.0,Left Foot,Volley,Jürgen Locadia,Pass (Live),Glenn Murray,Pass (Live)
2,9.0,Jürgen Locadia,Brighton,0.07,0.05,Saved,16.0,Right Foot,Volley,Martín Montoya,Pass (Live),Pascal Groß,Pass (Live)
3,10.0,Troy Deeney,Watford,0.04,0.03,Saved,20.0,Right Foot,,Will Hughes,Interception,,
4,13.0,Davy Pröpper,Brighton,0.03,,Off Target,28.0,Left Foot,,Dale Stephens,Pass (Live),Jürgen Locadia,Pass (Live)
5,30.0,Will Hughes,Watford,0.07,,Off Target,16.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Gerard Deulofeu,Pass (Live)
6,33.0,Étienne Capoue,Watford,0.02,,Off Target,32.0,Right Foot,,Andre Gray,Pass (Live),,
7,36.0,Kiko Femenía,Watford,0.01,,Off Target,32.0,Right Foot,,Étienne Capoue,Pass (Live),José Holebas,Pass (Dead)
8,,,,,,,,,,,,,
9,54.0,Andre Gray,Watford,0.08,0.04,Saved,13.0,Right Foot,Deflected,Kiko Femenía,Pass (Live),Kiko Femenía,Take-On
10,59.0,Roberto Pereyra,Watford,0.08,,Blocked,23.0,Right Foot,Free kick,Will Hughes,Fouled,Kiko Femenía,Pass (Live)
11,65.0,Florin Andone,Brighton,0.36,0.76,Goal,8.0,Right Foot,,Davy Pröpper,Pass (Live),Martín Montoya,Pass (Live)
12,67.0,Craig Dawson,Watford,0.17,0.06,Saved,7.0,Head,,Kiko Femenía,Pass (Live),Roberto Pereyra,Pass (Dead)
13,77.0,Neal Maupay,Brighton,0.36,0.35,Goal,13.0,Left Foot,,Neal Maupay,Take-On,Lewis Dunk,Pass (Live)
14,90.0,Roberto Pereyra,Watford,0.08,,Blocked,28.0,Right Foot,Free kick,Roberto Pereyra,Fouled,Will Hughes,Pass (Live)
15,90.0,Roberto Pereyra,Watford,0.03,,Blocked,22.0,Left Foot,,Roberto Pereyra,Shot,,
16,90.0,Craig Dawson,Watford,0.07,,Blocked,15.0,Right Foot,,Troy Deeney,Pass (Live),Kiko Femenía,Pass (Live)
0,2.0,Gylfi Sigurðsson,Everton,0.26,,Off Target,17.0,Right Foot,,Morgan Schneiderlin,Pass (Live),Lucas Digne,Pass (Live)
1,14.0,Richarlison,Everton,0.07,,Blocked,11.0,Left Foot,,Gylfi Sigurðsson,Pass (Dead),Yerry Mina,Pass (Live)
2,29.0,Max Meyer,Crystal Palace,0.05,,Blocked,16.0,Left Foot,,Jordan Ayew,Pass (Live),,
3,31.0,Lucas Digne,Everton,0.05,,Blocked,17.0,Left Foot,,Morgan Schneiderlin,Pass (Live),Bernard,Pass (Live)
4,31.0,Séamus Coleman,Everton,0.45,0.45,Saved,8.0,Right Foot,,Lucas Digne,Shot,,
5,31.0,Dominic Calvert-Lewin,Everton,0.08,,Off Target,8.0,Head,,Bernard,Pass (Live),Séamus Coleman,Shot
6,38.0,Gylfi Sigurðsson,Everton,0.03,,Blocked,26.0,Right Foot,,,,,
7,40.0,Max Meyer,Crystal Palace,0.11,,Blocked,10.0,Right Foot,,James McArthur,Pass (Live),Luka Milivojević,Pass (Dead)
8,42.0,Scott Dann,Crystal Palace,0.17,,Blocked,3.0,Head,,Luka Milivojević,Pass (Dead),Max Meyer,Shot
9,,,,,,,,,,,,,
10,52.0,Gylfi Sigurðsson,Everton,0.13,,Blocked,9.0,Right Foot,Volley,Lucas Digne,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
11,54.0,Richarlison,Everton,0.03,,Blocked,31.0,Left Foot,,Dominic Calvert-Lewin,Pass (Live),Séamus Coleman,Pass (Live)
12,56.0,Jordan Ayew,Crystal Palace,0.52,0.79,Saved,13.0,Right Foot,,Christian Benteke,Pass (Live),Christian Benteke,Tackle
13,57.0,Max Meyer,Crystal Palace,0.06,0.02,Saved,12.0,Left Foot,,Andros Townsend,Pass (Live),Christian Benteke,Pass (Live)
14,62.0,Gylfi Sigurðsson,Everton,0.03,0.15,Saved,25.0,Left Foot,,Richarlison,Pass (Live),Morgan Schneiderlin,Pass (Live)
15,68.0,Richarlison,Everton,0.05,,Off Target,19.0,Left Foot,,,,,
16,74.0,Wilfried Zaha,Crystal Palace,0.04,,Blocked,17.0,Left Foot,,Andros Townsend,Pass (Live),Max Meyer,Pass (Live)
0,2,Che Adams,Southampton,0.5,,Off Target,4.0,Right Foot,Volley,Yan Valery,Pass (Live),Nathan Redmond,Pass (Live)
1,9,Oriol Romeu,Southampton,0.02,,Off Target,22.0,Left Foot,Volley,,,,
2,12,Che Adams,Southampton,0.02,,Blocked,28.0,Right Foot,,,,,
3,13,James Ward-Prowse,Southampton,0.03,0.03,Saved,30.0,Right Foot,,,,,
4,21,James Ward-Prowse,Southampton,0.04,,Blocked,22.0,Right Foot,Volley,Ryan Bertrand,Pass (Live),Nathan Redmond,Pass (Live)
5,27,Jóhann Berg Guðmundsson,Burnley,0.03,,Off Target,24.0,Left Foot,,Matthew Lowton,Pass (Live),Jack Cork,Pass (Live)
6,43,Nathan Redmond,Southampton,0.06,0.14,Saved,13.0,Right Foot,,Oriol Romeu,Pass (Live),James Ward-Prowse,Pass (Live)
7,45+1,Ashley Barnes,Burnley,0.07,,Off Target,11.0,Left Foot,Volley,,,,
8,,,,,,,,,,,,,
9,48,Erik Pieters,Burnley,0.02,,Off Target,33.0,Left Foot,,Ashley Westwood,Pass (Live),,
10,53,Ryan Bertrand,Southampton,0.1,,Off Target,25.0,Left Foot,Free kick,Nathan Redmond,Fouled,Nathan Redmond,Take-On
11,54,Chris Wood,Burnley,0.04,,Off Target,16.0,Right Foot,Volley,Nick Pope,Pass (Dead),,
12,58,James Tarkowski,Burnley,0.03,,Blocked,14.0,Head,,Jóhann Berg Guðmundsson,Pass (Dead),James Tarkowski,Pass (Live)
13,59,Nathan Redmond,Southampton,0.05,,Off Target,17.0,Right Foot,,Danny Ings,Pass (Live),Angus Gunn,Pass (Dead)
14,63,Ashley Barnes,Burnley,0.06,0.04,Goal,16.0,Right Foot,,Erik Pieters,Pass (Live),James Tarkowski,Pass (Live)
15,67,Oriol Romeu,Southampton,0.03,,Blocked,26.0,Right Foot,,Nathan Redmond,Fouled,Nathan Redmond,Take-On
16,70,Ashley Barnes,Burnley,0.42,0.3,Goal,6.0,Right Foot,Volley,Erik Pieters,Pass (Live),Ashley Westwood,Pass (Live)
17,75,Jóhann Berg Guðmundsson,Burnley,0.07,0.5,Goal,14.0,Left Foot,,Jóhann Berg Guðmundsson,Take-On,,
18,79,Ashley Barnes,Burnley,0.13,0.08,Saved,6.0,Left Foot,,Ashley Barnes,Take-On,,
19,79,James Tarkowski,Burnley,0.02,,Blocked,11.0,Head,,Jóhann Berg Guðmundsson,Pass (Dead),Ashley Barnes,Shot
20,82,Jannik Vestergaard,Southampton,0.27,0.36,Saved,3.0,Right Foot,,Jan Bednarek,Pass (Live),James Ward-Prowse,Pass (Dead)
21,90,Jan Bednarek,Southampton,0.05,,Off Target,15.0,Right Foot,,Sofiane Boufal,Pass (Live),James Ward-Prowse,Pass (Dead)
0,1,Lucas Moura,Tottenham,0.04,,Off Target,22.0,Right Foot,,,,,
1,5,Lucas Moura,Tottenham,0.21,0.25,Saved,12.0,Head,,Danny Rose,Pass (Live),Moussa Sissoko,Pass (Live)
2,8,Érik Lamela,Tottenham,0.06,,Off Target,24.0,Left Foot,Free kick,Kyle Walker-Peters,Fouled,Lucas Moura,Pass (Live)
3,9,John McGinn,Aston Villa,0.33,0.87,Goal,11.0,Left Foot,,Tyrone Mings,Pass (Live),Jack Grealish,Pass (Live)
4,21,Trézéguet,Aston Villa,0.1,,Blocked,14.0,Left Foot,,John McGinn,Pass (Live),Conor Hourihane,Pass (Live)
5,32,Trézéguet,Aston Villa,0.11,0.14,Saved,14.0,Right Foot,,Jack Grealish,Pass (Live),,
6,34,Harry Kane,Tottenham,0.04,,Off Target,19.0,Left Foot,,Davinson Sánchez,Pass (Live),,
7,36,Wesley Moraes,Aston Villa,0.04,0.03,Saved,15.0,Head,,Trézéguet,Pass (Live),Jack Grealish,Pass (Live)
8,39,Harry Winks,Tottenham,0.03,,Off Target,27.0,Left Foot,,Lucas Moura,Pass (Live),,
9,42,Moussa Sissoko,Tottenham,0.02,,Off Target,31.0,Right Foot,,Danny Rose,Pass (Live),Harry Winks,Pass (Live)
10,43,Anwar El Ghazi,Aston Villa,0.02,0.08,Saved,28.0,Right Foot,,Conor Hourihane,Pass (Live),,
11,45,Harry Kane,Tottenham,0.19,,Off Target,6.0,Head,,Kyle Walker-Peters,Pass (Live),Tanguy Ndombele,Pass (Live)
12,,,,,,,,,,,,,
13,46,Érik Lamela,Tottenham,0.08,,Blocked,10.0,Left Foot,,,,,
14,50,Moussa Sissoko,Tottenham,0.28,,Off Target,9.0,Right Foot,,Lucas Moura,Pass (Live),Érik Lamela,Pass (Live)
15,53,Harry Kane,Tottenham,0.06,,Off Target,13.0,Head,,Harry Winks,Pass (Live),Moussa Sissoko,Pass (Live)
16,55,Harry Kane,Tottenham,0.05,,Blocked,21.0,Left Foot,,Érik Lamela,Pass (Live),Lucas Moura,Pass (Live)
17,58,Tanguy Ndombele,Tottenham,0.03,,Off Target,31.0,Right Foot,,Harry Winks,Pass (Live),Kyle Walker-Peters,Pass (Live)
18,64,Kyle Walker-Peters,Tottenham,0.03,,Blocked,23.0,Right Foot,,Toby Alderweireld,Pass (Live),Lucas Moura,Pass (Live)
19,65,Toby Alderweireld,Tottenham,0.03,,Off Target,10.0,Head,,Érik Lamela,Pass (Dead),Kyle Walker-Peters,Shot
20,65,Harry Kane,Tottenham,0.05,,Blocked,13.0,Right Foot,,,,,
21,67,Érik Lamela,Tottenham,0.02,,Blocked,36.0,Left Foot,,Érik Lamela,Tackle,,
22,69,Christian Eriksen,Tottenham,0.06,,Off Target,20.0,Right Foot,,Harry Kane,Pass (Live),Érik Lamela,Pass (Live)
23,72,Christian Eriksen,Tottenham,0.03,,Blocked,30.0,Left Foot,,Kyle Walker-Peters,Pass (Live),Moussa Sissoko,Pass (Live)
24,72,Moussa Sissoko,Tottenham,0.04,,Blocked,17.0,Right Foot,,Toby Alderweireld,Tackle,,
25,73,Davinson Sánchez,Tottenham,0.14,0.16,Saved,9.0,Right Foot,,Christian Eriksen,Pass (Live),Moussa Sissoko,Pass (Live)
26,73,Tanguy Ndombele,Tottenham,0.02,0.1,Goal,26.0,Right Foot,Deflected,Lucas Moura,Pass (Live),Lucas Moura,Take-On
27,74,Harry Kane,Tottenham,0.08,,Blocked,14.0,Right Foot,,Christian Eriksen,Pass (Live),,
28,78,Christian Eriksen,Tottenham,0.11,0.36,Saved,24.0,Right Foot,Free kick,Danny Rose,Fouled,Tanguy Ndombele,Pass (Live)
29,78,Davinson Sánchez,Tottenham,0.16,,Off Target,8.0,Right Foot,Volley,Tanguy Ndombele,Pass (Live),Christian Eriksen,Pass (Live)
30,80,Toby Alderweireld,Tottenham,0.05,,Off Target,13.0,Left Foot,,Danny Rose,Pass (Live),Lucas Moura,Pass (Live)
31,84,Moussa Sissoko,Tottenham,0.03,,Blocked,20.0,Right Foot,,Christian Eriksen,Pass (Live),Lucas Moura,Pass (Live)
32,86,Érik Lamela,Tottenham,0.03,,Blocked,26.0,Left Foot,,Érik Lamela,Tackle,,
33,86,Harry Kane,Tottenham,0.38,0.73,Goal,11.0,Left Foot,,Érik Lamela,Shot,,
34,88,Anwar El Ghazi,Aston Villa,0.02,,Off Target,37.0,Right Foot,,Jack Grealish,Tackle,,
35,89,Lucas Moura,Tottenham,0.03,,Off Target,19.0,Right Foot,,,,,
36,90,Harry Kane,Tottenham,0.05,0.44,Goal,20.0,Right Foot,,Moussa Sissoko,Pass (Live),Moussa Sissoko,Take-On
37,90+2,John McGinn,Aston Villa,0.04,,Off Target,20.0,Left Foot,,,,,
38,90+3,Georges-Kévin N'Koudou,Tottenham,0.04,,Blocked,18.0,Right Foot,,Harry Kane,Pass (Live),Lucas Moura,Pass (Live)
0,2,Leander Dendoncker,Wolves,0.04,,Off Target,22.0,Right Foot,,Diogo Jota,Pass (Live),Jonny Castro,Tackle
1,10,Hamza Choudhury,Leicester City,0.04,,Blocked,22.0,Right Foot,Volley,James Maddison,Pass (Dead),Ayoze Pérez,Fouled
2,11,Youri Tielemans,Leicester City,0.04,,Blocked,20.0,Right Foot,,Hamza Choudhury,Pass (Live),James Maddison,Pass (Live)
3,17,Ben Chilwell,Leicester City,0.03,,Off Target,27.0,Left Foot,,James Maddison,Pass (Live),Ricardo Pereira,Pass (Live)
4,23,Ricardo Pereira,Leicester City,0.02,,Off Target,28.0,Right Foot,Volley,Ricardo Pereira,Fouled,Youri Tielemans,Pass (Live)
5,29,Wilfred Ndidi,Leicester City,0.03,,Off Target,27.0,Right Foot,,,,,
6,37,James Maddison,Leicester City,0.05,,Off Target,21.0,Right Foot,Volley,Ricardo Pereira,Pass (Live),Youri Tielemans,Pass (Live)
7,40,Diogo Jota,Wolves,0.06,,Off Target,22.0,Left Foot,,Diogo Jota,Take-On,Leander Dendoncker,Pass (Live)
8,43,Youri Tielemans,Leicester City,0.03,,Off Target,28.0,Right Foot,,Ricardo Pereira,Pass (Live),Youri Tielemans,Pass (Live)
9,,,,,,,,,,,,,
10,47,Raúl Jiménez,Wolves,0.16,0.06,Saved,14.0,Right Foot,Deflected,Raúl Jiménez,Take-On,Rúben Neves,Pass (Live)
11,49,Ryan Bennett,Wolves,0.05,,Off Target,11.0,Head,,João Moutinho,Pass (Dead),Rúben Neves,Tackle
12,51,Leander Dendoncker,Wolves,0.08,,Blocked,9.0,Head,,João Moutinho,Pass (Dead),Matt Doherty,Pass (Live)
13,54,Ayoze Pérez,Leicester City,0.06,,Off Target,11.0,Head,,James Maddison,Pass (Dead),James Maddison,Fouled
14,55,Diogo Jota,Wolves,0.26,,Off Target,13.0,Right Foot,,,,,
15,57,James Maddison,Leicester City,0.03,,Blocked,27.0,Right Foot,,Ben Chilwell,Pass (Live),Wilfred Ndidi,Pass (Live)
16,72,Diogo Jota,Wolves,0.04,,Blocked,18.0,Left Foot,,Leander Dendoncker,Pass (Live),Diogo Jota,Pass (Live)
17,77,Marc Albrighton,Leicester City,0.04,,Off Target,24.0,Right Foot,,Harvey Barnes,Take-On,Ben Chilwell,Pass (Live)
18,80,James Maddison,Leicester City,0.03,,Off Target,23.0,Left Foot,,Harvey Barnes,Pass (Live),James Maddison,Pass (Live)
19,83,Harvey Barnes,Leicester City,0.02,0.33,Saved,32.0,Right Foot,,Youri Tielemans,Pass (Live),Ricardo Pereira,Pass (Live)
20,83,Raúl Jiménez,Wolves,0.04,0.14,Saved,23.0,Right Foot,Deflected,Jonny Castro,Pass (Live),Willy Boly,Pass (Live)
21,85,James Maddison,Leicester City,0.03,,Off Target,27.0,Left Foot,,Youri Tielemans,Pass (Live),Marc Albrighton,Pass (Live)
22,89,Jonny Evans,Leicester City,0.24,,Off Target,7.0,Right Foot,Volley,James Maddison,Pass (Live),Jonny Evans,Pass (Live)
23,90+3,Youri Tielemans,Leicester City,0.02,,Blocked,30.0,Right Foot,,Jamie Vardy,Pass (Live),Harvey Barnes,Pass (Live)
24,90+4,Marc Albrighton,Leicester City,0.03,,Blocked,28.0,Right Foot,,Wilfred Ndidi,Pass (Live),,
0,17.0,Joelinton,Newcastle Utd,0.07,,Off Target,8.0,Head,,Miguel Almirón,Pass (Live),Isaac Hayden,Pass (Live)
1,20.0,Jonjo Shelvey,Newcastle Utd,0.04,,Blocked,19.0,Right Foot,Volley,Matt Ritchie,Pass (Dead),Miguel Almirón,Take-On
2,22.0,Jonjo Shelvey,Newcastle Utd,0.03,,Blocked,23.0,Right Foot,Volley,Jamaal Lascelles,Pass (Live),Paul Dummett,Pass (Live)
3,23.0,Henrikh Mkhitaryan,Arsenal,0.25,,Off Target,14.0,Left Foot,,Nacho Monreal,Pass (Live),Granit Xhaka,Pass (Live)
4,26.0,Joelinton,Newcastle Utd,0.1,0.05,Saved,16.0,Left Foot,,Joelinton,Take-On,Joelinton,Take-On
5,30.0,Granit Xhaka,Arsenal,0.02,,Off Target,21.0,Head,,Reiss Nelson,Pass (Dead),Joe Willock,Fouled
6,31.0,Pierre-Emerick Aubameyang,Arsenal,0.14,0.14,Saved,12.0,Left Foot,Volley,Henrikh Mkhitaryan,Pass (Live),Reiss Nelson,Pass (Live)
7,39.0,Miguel Almirón,Newcastle Utd,0.02,,Off Target,32.0,Left Foot,,Javier Manquillo,Pass (Live),Fabian Schär,Pass (Live)
8,,,,,,,,,,,,,
9,52.0,Pierre-Emerick Aubameyang,Arsenal,0.04,,Blocked,13.0,Left Foot,,Granit Xhaka,Pass (Live),Reiss Nelson,Pass (Live)
10,52.0,Granit Xhaka,Arsenal,0.04,,Off Target,8.0,Head,,Reiss Nelson,Pass (Dead),Pierre-Emerick Aubameyang,Shot
11,55.0,Pierre-Emerick Aubameyang,Arsenal,0.06,,Blocked,16.0,Right Foot,,Mattéo Guendouzi,Pass (Live),Henrikh Mkhitaryan,Pass (Live)
12,58.0,Pierre-Emerick Aubameyang,Arsenal,0.49,0.72,Goal,11.0,Right Foot,,Ainsley Maitland-Niles,Pass (Live),Ainsley Maitland-Niles,Interception
13,60.0,Joe Willock,Arsenal,0.04,,Off Target,16.0,Left Foot,,Granit Xhaka,Pass (Live),,
14,68.0,Miguel Almirón,Newcastle Utd,0.05,,Blocked,15.0,Left Foot,,Matt Ritchie,Pass (Dead),Isaac Hayden,Pass (Live)
