,id,playerName,eventType,shotType,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded
49,2750649201,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,94.1929824545,48.554904456,62,SecondHalf,False,False,True,False,True,103.4827586208,37.05,31.56,0.3274736826,0.0366571620106697,0.172908559441566,InsideBox,8678,10204,AFC Bournemouth,Brighton & Hove Albion,1,2,4506533,2024-11-23T15:00:00Z,#D71921,#D71921,1.64550264550265,0.0866332493650794,1.0,
50,2750703975,Antoine Semenyo,Miss,Header,RegularPlay,8678,933576,96.5087719289,34.07625,89,SecondHalf,False,False,False,False,True,,,33.5425,4.2197241432,0.0724508017301559,0.0,InsideBox,8678,10204,AFC Bournemouth,Brighton & Hove Albion,1,2,4506533,2024-11-23T15:00:00Z,#D71921,#D71921,1.07342690169465,0.677248677248677,0.606674728755762,
51,2750716407,Antoine Semenyo,Post,LeftFoot,FromCorner,8678,933576,89.8,34.22875,90,SecondHalf,False,False,False,False,True,,,31.33125,2.476,0.0274587888270617,0.0,InsideBox,8678,10204,AFC Bournemouth,Brighton & Hove Albion,1,2,4506533,2024-11-23T15:00:00Z,#D71921,#D71921,1.70601851851852,0.655026455026455,1.0,8.0
52,2755689509,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,86.1382352936,36.135,29,FirstHalf,False,True,True,False,False,89.7,35.90625,34.99125,1.219999994,0.067364364862442,0.0,OutsideBox,8678,8586,AFC Bournemouth,Tottenham Hotspur,1,0,4506423,2024-12-05T20:15:00Z,#D71921,#D71921,0.73776455026455,0.322751321164021,1.0,
53,2755702921,Antoine Semenyo,Miss,LeftFoot,RegularPlay,8678,933576,91.4,22.8081528704,71,SecondHalf,False,False,False,False,True,,,37.684,4.341379316,0.0401934124529362,0.0,InsideBox,8678,8586,AFC Bournemouth,Tottenham Hotspur,1,0,4506423,2024-12-05T20:15:00Z,#D71921,#D71921,0.425301512404376,0.677248677248677,0.589674343949908,
54,2756977561,Antoine Semenyo,AttemptSaved,RightFoot,RegularPlay,8678,933576,91.5,51.357452228,34,FirstHalf,False,True,True,False,True,98.7280701752,42.2928125,34.07625,1.219999994,0.0274908840656281,0.0,InsideBox,9902,8678,Ipswich Town,AFC Bournemouth,1,2,4506438,2024-12-08T14:00:00Z,#D71921,#D71921,0.979828042328042,0.322751321164021,1.0,
55,2756989597,Antoine Semenyo,Miss,RightFoot,RegularPlay,8678,933576,82.7101941752,35.44875,42,FirstHalf,False,False,False,False,False,,,41.5990625,0.3595789456,0.047595739364624,0.0,OutsideBox,9902,8678,Ipswich Town,AFC Bournemouth,1,2,4506438,2024-12-08T14:00:00Z,#D71921,#D71921,0.0,0.0473188561878521,0.497429781634248,
56,2757037467,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,79.6694174768,41.225952381,59,SecondHalf,False,True,True,False,False,91.9,37.708,33.77125,1.219999994,0.0344624072313309,0.0,OutsideBox,9902,8678,Ipswich Town,AFC Bournemouth,1,2,4506438,2024-12-08T14:00:00Z,#D71921,#D71921,1.06051587301587,0.322751321164021,1.0,
57,2757057263,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,91.6,44.7014012695,78,SecondHalf,False,False,True,False,True,103.103448276,35.6775,37.27875,0.9759999952,0.0225607827305794,0.382909864187241,InsideBox,9902,8678,Ipswich Town,AFC Bournemouth,1,2,4506438,2024-12-08T14:00:00Z,#D71921,#D71921,0.13260582010582,0.258201056931217,1.0,
58,2760078915,Antoine Semenyo,AttemptSaved,Header,RegularPlay,8678,933576,98.4385964909,23.9992356735,8,FirstHalf,False,False,True,False,True,103.6724137932,32.24625,33.2375,1.3034736778,0.0205382369458675,0.0309828016906977,InsideBox,8678,8654,AFC Bournemouth,West Ham United,1,1,4506443,2024-12-16T20:00:00Z,#D71921,#D71921,1.20171957671958,0.344834306296296,1.0,
59,2760080091,Antoine Semenyo,Post,RightFoot,RegularPlay,8678,933576,91.7,27.53047619,12,FirstHalf,False,False,False,False,True,,,37.72,0.5265263132,0.179420441389084,0.0,InsideBox,8678,8654,AFC Bournemouth,West Ham United,1,1,4506443,2024-12-16T20:00:00Z,#D71921,#D71921,0.0158730158730163,0.139292675449735,1.0,
60,2760088677,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,88.6,21.4068789844,45,FirstHalf,False,True,True,False,True,93.5,25.07125,34.1525,1.219999994,0.0545212216675282,0.0,InsideBox,8678,8654,AFC Bournemouth,West Ham United,1,1,4506443,2024-12-16T20:00:00Z,#D71921,#D71921,0.959656084656084,0.322751321164021,1.0,0.0
61,2760092833,Antoine Semenyo,AttemptSaved,RightFoot,RegularPlay,8678,933576,93.6,44.0007643265,49,SecondHalf,False,False,True,False,True,103.4827586208,35.90625,35.83,0.2825263144,0.0746884047985077,0.140065625309944,InsideBox,8678,8654,AFC Bournemouth,West Ham United,1,1,4506443,2024-12-16T20:00:00Z,#D71921,#D71921,0.515873015873016,0.0747424112169312,1.0,
62,2760094403,Antoine Semenyo,AttemptSaved,RightFoot,FastBreak,8678,933576,93.8,23.5087898134,56,SecondHalf,False,True,True,False,True,98.3421052628,27.53047619,33.92375,1.219999994,0.106490157544613,0.0,InsideBox,8678,8654,AFC Bournemouth,West Ham United,1,1,4506443,2024-12-16T20:00:00Z,#D71921,#D71921,1.02017195767196,0.322751321164021,1.0,
63,2761540737,Antoine Semenyo,AttemptSaved,LeftFoot,RegularPlay,8678,933576,84.3995145632,35.22,9,FirstHalf,False,False,True,False,False,104.1465517242,33.46625,34.7625,0.5265263132,0.073538288474083,0.0531467869877815,OutsideBox,10260,8678,Manchester United,AFC Bournemouth,0,3,4506460,2024-12-22T14:00:00Z,#D71921,#D71921,0.798280423280423,0.139292675449735,1.0,
64,2761562301,Antoine Semenyo,AttemptSaved,RightFoot,RegularPlay,8678,933576,82.8228155344,47.0135031814,28,FirstHalf,False,True,True,False,False,85.4941176464,45.6822929897,34.7625,1.219999994,0.0134955337271094,0.0,OutsideBox,10260,8678,Manchester United,AFC Bournemouth,0,3,4506460,2024-12-22T14:00:00Z,#D71921,#D71921,0.798280423280423,0.322751321164021,1.0,
65,2761593165,Antoine Semenyo,Miss,LeftFoot,RegularPlay,8678,933576,93.5,25.2446875,47,SecondHalf,False,False,False,False,True,,,54.0198726114,4.5846896616,0.139896050095558,0.0,InsideBox,10260,8678,Manchester United,AFC Bournemouth,0,3,4506460,2024-12-22T14:00:00Z,#D71921,#D71921,-2.22044604925e-16,0.229006934788852,0.188812390237066,
66,2761608967,Antoine Semenyo,Goal,LeftFoot,FastBreak,8678,933576,96.0263157884,35.22,63,SecondHalf,False,False,True,False,True,,,35.44875,0.160526315,0.246188119053841,0.31321182847023,InsideBox,10260,8678,Manchester United,AFC Bournemouth,0,3,4506460,2024-12-22T14:00:00Z,#D71921,#D71921,0.616732804232803,0.0424672791005291,1.0,
67,2762198659,Antoine Semenyo,AttemptSaved,LeftFoot,FromCorner,8678,933576,103.0086206898,27.614523809,23,FirstHalf,False,False,True,True,True,104.4310344828,34.1525,36.8975,1.219999994,0.145852595567703,0.0,InsideBox,8678,9826,AFC Bournemouth,Crystal Palace,0,0,4506483,2024-12-26T15:00:00Z,#D71921,#D71921,0.233465608465608,0.322751321164021,1.0,
