,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
21,90+8,Martin Ødegaard,Arsenal,0.05,,Off Target,21.0,Left Foot,,Bukayo Saka,Pass (Live),Kai Havertz,Pass (Live)
0,1,Neal Maupay,Everton,0.05,,Off Target,19.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),James Garner,Interception
1,3,Tom Cairney,Fulham,0.04,,Off Target,21.0,Left Foot,Volley,Willian,Pass (Dead),Harry Wilson,Pass (Live)
2,5,Abdoulaye Doucouré,Everton,0.54,0.84,Saved,15.0,Right Foot,,Amadou Onana,Pass (Live),Alex Iwobi,Pass (Live)
3,18,Alex Iwobi,Everton,0.07,,Blocked,17.0,Right Foot,,Amadou Onana,Pass (Live),Idrissa Gana Gueye,Pass (Live)
4,19,Idrissa Gana Gueye,Everton,0.01,,Blocked,22.0,Right Foot,,James Garner,Pass (Dead),Alex Iwobi,Shot
5,21,Alex Iwobi,Everton,0.07,,Off Target,22.0,Right Foot,,Alex Iwobi,Take-On,Neal Maupay,Pass (Live)
6,34,Neal Maupay,Everton,0.68,0.92,Saved,4.0,Left Foot,Volley,Alex Iwobi,Pass (Live),Amadou Onana,Pass (Live)
7,41,Amadou Onana,Everton,0.05,0.05,Saved,19.0,Right Foot,,Alex Iwobi,Pass (Live),Alex Iwobi,Take-On
8,42,Neal Maupay,Everton,0.53,0.91,Saved,11.0,Right Foot,,Amadou Onana,Pass (Live),Idrissa Gana Gueye,Pass (Live)
9,43,Nathan Patterson,Everton,0.04,,Off Target,16.0,Left Foot,,Idrissa Gana Gueye,Pass (Live),,
10,45,Neal Maupay,Everton,0.08,0.09,Saved,18.0,Right Foot,Volley,Abdoulaye Doucouré,Pass (Live),James Garner,Pass (Live)
11,,,,,,,,,,,,,
12,53,Saša Lukić,Fulham,0.02,,Off Target,22.0,Right Foot,Volley,Tom Cairney,Pass (Live),Tom Cairney,Pass (Live)
13,57,Raúl Jiménez,Fulham,0.07,,Woodwork,13.0,Right Foot,Volley,Harry Wilson,Pass (Live),Kenny Tete,Pass (Live)
14,57,Bobby Reid,Fulham,0.12,,Off Target,13.0,Right Foot,,Harrison Reed,Pass (Live),Tom Cairney,Pass (Live)
15,60,Nathan Patterson,Everton,0.01,,Blocked,34.0,Right Foot,,Alex Iwobi,Pass (Live),James Garner,Pass (Dead)
16,67,Alex Iwobi,Everton,0.04,0.05,Saved,22.0,Right Foot,,Neal Maupay,Pass (Live),Michael Keane,Pass (Live)
17,67,Nathan Patterson,Everton,0.26,,Woodwork,8.0,Right Foot,,Alex Iwobi,Shot,,
18,69,Harry Wilson,Fulham,0.07,,Off Target,19.0,Left Foot,,Harry Wilson,Take-On,Saša Lukić,Pass (Live)
19,73,Bobby Reid,Fulham,0.72,0.98,Goal,3.0,Left Foot,,Aleksandar Mitrović,Pass (Live),Harry Wilson,Pass (Live)
20,77,Bobby Reid,Fulham,0.29,,Off Target,5.0,Right Foot,Volley,Harry Wilson,Pass (Live),Kenny Tete,Pass (Live)
21,85,Alex Iwobi,Everton,0.15,0.35,Saved,4.0,Right Foot,Volley,Ashley Young,Pass (Live),Lewis Dobbin,Pass (Live)
22,85,Michael Keane,Everton,0.03,0.04,Saved,10.0,Head,,Alex Iwobi,Pass (Dead),Alex Iwobi,Shot
23,87,Aleksandar Mitrović,Fulham,0.06,0.14,Saved,10.0,Right Foot,,Aleksandar Mitrović,Take-On,Kenny Tete,Pass (Live)
24,88,Aleksandar Mitrović,Fulham,0.1,,Blocked,12.0,Left Foot,,,,,
25,90,Idrissa Gana Gueye,Everton,0.04,,Blocked,21.0,Left Foot,Volley,Ashley Young,Pass (Live),Abdoulaye Doucouré,Pass (Live)
26,90,James Tarkowski,Everton,0.04,,Off Target,10.0,Head,,Alex Iwobi,Pass (Live),Idrissa Gana Gueye,Shot
27,90+5,Abdoulaye Doucouré,Everton,0.03,,Off Target,12.0,Head,,Amadou Onana,Fouled,Ashley Young,Pass (Dead)
28,90+7,Michael Keane,Everton,0.01,0.07,Saved,17.0,Head,,Jordan Pickford,Pass (Dead),Lewis Dobbin,Fouled
0,2,Lewis Dunk,Brighton,0.02,,Off Target,14.0,Head,,Pascal Groß,Pass (Dead),James Milner,Pass (Dead)
1,3,Lewis Dunk,Brighton,0.1,,Off Target,6.0,Head,,Mahmoud Dahoud,Pass (Live),Lewis Dunk,Shot
2,5,João Pedro,Brighton,0.35,,Off Target,10.0,Right Foot,,Pascal Groß,Pass (Live),,
3,8,Danny Welbeck,Brighton,0.01,,Off Target,30.0,Right Foot,,João Pedro,Pass (Live),Pervis Estupiñán,Pass (Live)
4,14,Pascal Groß,Brighton,0.14,,Off Target,9.0,Head,,Pervis Estupiñán,Pass (Live),Kaoru Mitoma,Pass (Live)
5,18,Solly March,Brighton,0.01,,Blocked,29.0,Left Foot,,Pascal Groß,Pass (Dead),Solly March,Fouled
6,18,Pervis Estupiñán,Brighton,0.04,,Blocked,20.0,Left Foot,,Kaoru Mitoma,Pass (Live),Pervis Estupiñán,Pass (Live)
7,20,Danny Welbeck,Brighton,0.04,0.12,Saved,17.0,Right Foot,,Solly March,Pass (Dead),Danny Welbeck,Pass (Live)
8,23,Pelly Ruddock Mpanzu,Luton Town,0.25,,Off Target,5.0,Head,,Issa Kaboré,Pass (Live),Carlton Morris,Pass (Live)
9,26,Mahmoud Dahoud,Brighton,0.02,,Off Target,29.0,Right Foot,,Kaoru Mitoma,Pass (Live),Lewis Dunk,Pass (Live)
10,29,Pelly Ruddock Mpanzu,Luton Town,0.03,,Blocked,16.0,Left Foot,,Elijah Adebayo,Pass (Live),,
11,33,Kaoru Mitoma,Brighton,0.02,,Off Target,20.0,Right Foot,Volley,Pascal Groß,Pass (Live),James Milner,Pass (Live)
12,34,Marvelous Nakamba,Luton Town,0.01,,Blocked,28.0,Left Foot,Volley,Issa Kaboré,Pass (Live),Issa Kaboré,Interception
13,36,Solly March,Brighton,0.33,0.86,Goal,7.0,Head,,Kaoru Mitoma,Pass (Live),Mahmoud Dahoud,Pass (Live)
14,37,Carlton Morris,Luton Town,0.04,0.03,Saved,10.0,Head,,Ryan Giles,Pass (Dead),Carlton Morris,Pass (Live)
15,38,Issa Kaboré,Luton Town,0.02,,Off Target,28.0,Left Foot,,Marvelous Nakamba,Pass (Live),Carlton Morris,Shot
16,39,Danny Welbeck,Brighton,0.17,,Woodwork,16.0,Right Foot,,Pervis Estupiñán,Pass (Live),João Pedro,Pass (Live)
17,40,Pervis Estupiñán,Brighton,0.01,0.04,Saved,31.0,Left Foot,Deflected,Mahmoud Dahoud,Pass (Live),Jan Paul van Hecke,Pass (Live)
18,42,Danny Welbeck,Brighton,0.1,,Blocked,12.0,Right Foot,,Kaoru Mitoma,Pass (Live),Pascal Groß,Pass (Live)
19,42,Mahmoud Dahoud,Brighton,0.02,,Blocked,29.0,Right Foot,,Danny Welbeck,Shot,,
20,45+1,Carlton Morris,Luton Town,0.08,,Off Target,8.0,Head,,Ryan Giles,Pass (Live),Tahith Chong,Pass (Live)
21,,,,,,,,,,,,,
22,47,Jan Paul van Hecke,Brighton,0.02,0.22,Saved,17.0,Head,,Pervis Estupiñán,Pass (Live),Solly March,Pass (Live)
23,48,João Pedro,Brighton,0.06,,Blocked,15.0,Right Foot,,Kaoru Mitoma,Pass (Live),James Milner,Pass (Live)
24,52,Pascal Groß,Brighton,0.01,,Woodwork,23.0,Right Foot,,Solly March,Pass (Dead),João Pedro,Fouled
25,63,Solly March,Brighton,0.06,0.02,Saved,13.0,Left Foot,,Pascal Groß,Pass (Live),Danny Welbeck,Pass (Live)
26,71,João Pedro (pen),Brighton,0.79,0.99,Goal,13.0,Right Foot,,João Pedro,Fouled,Kaoru Mitoma,Pass (Live)
27,81,Carlton Morris (pen),Luton Town,0.79,0.99,Goal,13.0,Right Foot,,,Fouled,Carlton Morris,Pass (Live)
28,84,Billy Gilmour,Brighton,0.01,0.05,Saved,26.0,Right Foot,,,,,
29,85,Pervis Estupiñán,Brighton,0.06,0.12,Saved,13.0,Left Foot,,Pervis Estupiñán,Take-On,Evan Ferguson,Pass (Live)
30,85,Simon Adingra,Brighton,0.25,0.77,Goal,5.0,Right Foot,Volley,,,,
31,86,Evan Ferguson,Brighton,0.05,,Woodwork,18.0,Right Foot,,Pervis Estupiñán,Pass (Live),Kaoru Mitoma,Pass (Live)
32,87,João Pedro,Brighton,0.15,0.19,Saved,9.0,Left Foot,,Pascal Groß,Pass (Live),Pervis Estupiñán,Pass (Live)
33,89,Pascal Groß,Brighton,0.35,0.6,Saved,7.0,Right Foot,,Pascal Groß,Take-On,Pervis Estupiñán,Pass (Live)
34,90+2,Jacob Brown,Luton Town,0.11,0.09,Saved,16.0,Right Foot,Volley,Cauley Woodrow,Pass (Live),Ryan Giles,Pass (Live)
35,90+3,Carlton Morris,Luton Town,0.14,,Off Target,9.0,Head,,Cauley Woodrow,Pass (Live),Ryan Giles,Pass (Dead)
36,90+5,Evan Ferguson,Brighton,0.83,0.88,Goal,4.0,Right Foot,,Pervis Estupiñán,Pass (Live),Lewis Dunk,Pass (Live)
0,9.0,William Osula,Sheffield Utd,0.02,,Blocked,23.0,Left Foot,,,,,
1,14.0,Odsonne Édouard,Crystal Palace,0.04,,Blocked,12.0,Left Foot,,Odsonne Édouard,Take-On,Cheick Doucouré,Pass (Live)
2,17.0,Eberechi Eze,Crystal Palace,0.02,,Blocked,30.0,Left Foot,,Cheick Doucouré,Pass (Live),Jefferson Lerma,Pass (Live)
3,17.0,Eberechi Eze,Crystal Palace,0.11,,Blocked,12.0,Right Foot,,Eberechi Eze,Shot,,
4,20.0,Odsonne Édouard,Crystal Palace,0.06,0.43,Saved,16.0,Right Foot,,Joachim Andersen,Pass (Live),Jefferson Lerma,Pass (Live)
5,22.0,Joachim Andersen,Crystal Palace,0.02,0.19,Saved,36.0,Right Foot,,Cheick Doucouré,Pass (Live),Tyrick Mitchell,Pass (Dead)
6,24.0,Odsonne Édouard,Crystal Palace,0.03,,Off Target,16.0,Right Foot,Volley,Eberechi Eze,Pass (Dead),Eberechi Eze,Pass (Live)
7,27.0,John Egan,Sheffield Utd,0.04,,Off Target,10.0,Head,,Oliver Norwood,Pass (Dead),Oliver Norwood,Pass (Live)
8,29.0,Jeffrey Schlupp,Crystal Palace,0.02,,Off Target,29.0,Left Foot,,Marc Guéhi,Pass (Live),Joachim Andersen,Pass (Live)
9,30.0,Cheick Doucouré,Crystal Palace,0.01,0.19,Saved,32.0,Right Foot,"Deflected, Volley",Jeffrey Schlupp,Shot,,
10,31.0,Eberechi Eze,Crystal Palace,0.06,,Blocked,17.0,Right Foot,,Odsonne Édouard,Pass (Live),Joachim Andersen,Pass (Live)
11,31.0,Jordan Ayew,Crystal Palace,0.06,,Blocked,16.0,Right Foot,,Cheick Doucouré,Pass (Live),Eberechi Eze,Shot
12,32.0,Marc Guéhi,Crystal Palace,0.03,,Off Target,12.0,Head,,Eberechi Eze,Pass (Dead),Jordan Ayew,Shot
13,32.0,Odsonne Édouard,Crystal Palace,0.05,,Off Target,5.0,Head,,Marc Guéhi,Shot,,
14,34.0,Anel Ahmedhodžić,Sheffield Utd,0.04,,Off Target,10.0,Head,,Oliver Norwood,Pass (Dead),George Baldock,Take-On
15,39.0,Eberechi Eze,Crystal Palace,0.0,,Blocked,34.0,Right Foot,,Jefferson Lerma,Pass (Live),Eberechi Eze,Pass (Dead)
16,44.0,Oliver Norwood,Sheffield Utd,0.02,0.05,Saved,34.0,Right Foot,,Max Lowe,Pass (Live),Anel Ahmedhodžić,Pass (Live)
17,45.0,Eberechi Eze,Crystal Palace,0.03,,Off Target,18.0,Left Foot,,Jeffrey Schlupp,Pass (Live),Joachim Andersen,Pass (Live)
18,,,,,,,,,,,,,
19,49.0,Odsonne Édouard,Crystal Palace,0.64,0.81,Goal,4.0,Left Foot,Volley,Jordan Ayew,Pass (Live),Jefferson Lerma,Pass (Live)
20,54.0,Eberechi Eze,Crystal Palace,0.03,,Blocked,30.0,Right Foot,Free kick,Eberechi Eze,Fouled,Odsonne Édouard,Pass (Live)
21,60.0,Odsonne Édouard,Crystal Palace,0.01,,Off Target,16.0,Head,,Jeffrey Schlupp,Pass (Live),Eberechi Eze,Pass (Dead)
22,61.0,Odsonne Édouard,Crystal Palace,0.18,0.07,Saved,7.0,Head,,Eberechi Eze,Pass (Dead),Jordan Ayew,Fouled
23,62.0,Ben Osborn,Sheffield Utd,0.12,,Blocked,13.0,Right Foot,,Bénie Traoré,Pass (Live),Oliver Norwood,Pass (Live)
24,72.0,Jeffrey Schlupp,Crystal Palace,0.06,0.07,Saved,13.0,Left Foot,,Eberechi Eze,Pass (Live),Jeffrey Schlupp,Pass (Live)
25,74.0,Anel Ahmedhodžić,Sheffield Utd,0.02,,Blocked,25.0,Right Foot,,,,,
26,75.0,Eberechi Eze,Crystal Palace,0.17,,Blocked,17.0,Right Foot,,Odsonne Édouard,Pass (Live),Jefferson Lerma,Take-On
27,75.0,William Osula,Sheffield Utd,0.22,,Off Target,16.0,Right Foot,,Bénie Traoré,Pass (Live),Wes Foderingham,Pass (Live)
28,76.0,Jordan Ayew,Crystal Palace,0.03,0.02,Saved,15.0,Right Foot,,Joachim Andersen,Pass (Live),Marc Guéhi,Pass (Live)
29,80.0,Jefferson Lerma,Crystal Palace,0.02,,Off Target,37.0,Right Foot,,Eberechi Eze,Pass (Live),Odsonne Édouard,Tackle
30,84.0,Eberechi Eze,Crystal Palace,0.07,,Off Target,15.0,Right Foot,,Jordan Ayew,Pass (Live),,
31,86.0,Joachim Andersen,Crystal Palace,0.13,0.14,Saved,6.0,Head,,Eberechi Eze,Pass (Dead),Eberechi Eze,Fouled
32,88.0,Oliver Norwood,Sheffield Utd,0.02,,Off Target,24.0,Right Foot,,Vinicius Souza,Pass (Live),George Baldock,Pass (Dead)
0,3.0,Pablo Fornals,West Ham,0.05,,Off Target,18.0,Right Foot,Volley,Pablo Fornals,Pass (Live),Nayef Aguerd,Pass (Live)
1,5.0,Jarrod Bowen,West Ham,0.03,,Off Target,30.0,Left Foot,,,,,
2,12.0,David Brooks,Bournemouth,0.05,,Off Target,24.0,Left Foot,,Dominic Solanke,Pass (Live),Neto,Pass (Live)
3,17.0,Jarrod Bowen,West Ham,0.06,,Blocked,16.0,Left Foot,,Jarrod Bowen,Take-On,Saïd Benrahma,Pass (Live)
4,19.0,Tomáš Souček,West Ham,0.34,,Off Target,3.0,Head,,Jarrod Bowen,Pass (Dead),Michail Antonio,Pass (Live)
5,24.0,Tomáš Souček,West Ham,0.03,,Off Target,7.0,Head,,Jarrod Bowen,Pass (Dead),Michail Antonio,Take-On
6,26.0,Ryan Christie,Bournemouth,0.02,0.04,Saved,29.0,Left Foot,,David Brooks,Pass (Live),Joe Rothwell,Pass (Live)
7,29.0,Pablo Fornals,West Ham,0.04,,Off Target,27.0,Left Foot,,Saïd Benrahma,Pass (Live),Michail Antonio,Pass (Live)
8,35.0,Lucas Paquetá,West Ham,0.09,,Blocked,5.0,Head,,Jarrod Bowen,Pass (Dead),Tomáš Souček,Pass (Live)
9,35.0,Saïd Benrahma,West Ham,0.02,,Off Target,30.0,Right Foot,,Lucas Paquetá,Pass (Live),Pablo Fornals,Pass (Live)
10,37.0,Jarrod Bowen,West Ham,0.02,,Off Target,14.0,Other,,Vladimír Coufal,Pass (Live),Saïd Benrahma,Pass (Live)
11,37.0,Saïd Benrahma,West Ham,0.06,0.19,Saved,12.0,Left Foot,,Pablo Fornals,Pass (Live),Jarrod Bowen,Shot
12,41.0,David Brooks,Bournemouth,0.02,0.17,Saved,31.0,Left Foot,,Dominic Solanke,Pass (Live),Joe Rothwell,Pass (Live)
13,,,,,,,,,,,,,
14,50.0,David Brooks,Bournemouth,0.07,0.07,Saved,21.0,Left Foot,Volley,Dominic Solanke,Pass (Live),Max Aarons,Pass (Live)
15,51.0,Jarrod Bowen,West Ham,0.04,0.51,Goal,27.0,Left Foot,,Tomáš Souček,Pass (Live),Pablo Fornals,Tackle
16,55.0,Dominic Solanke,Bournemouth,0.07,0.16,Saved,10.0,Right Foot,,Max Aarons,Pass (Live),Illia Zabarnyi,Pass (Live)
17,56.0,Lucas Paquetá,West Ham,0.03,,Off Target,16.0,Left Foot,Volley,Emerson Palmieri,Pass (Live),Saïd Benrahma,Pass (Live)
18,56.0,Jarrod Bowen,West Ham,0.04,,Blocked,13.0,Head,,Emerson Palmieri,Pass (Live),Pablo Fornals,Pass (Live)
19,61.0,Philip Billing,Bournemouth,0.04,,Blocked,24.0,Left Foot,Free kick,Max Aarons,Fouled,Max Aarons,Pass (Dead)
20,65.0,Joe Rothwell,Bournemouth,0.03,,Woodwork,24.0,Right Foot,,Joe Rothwell,Take-On,Ryan Christie,Pass (Live)
21,70.0,Jarrod Bowen,West Ham,0.04,,Blocked,11.0,Left Foot,,Vladimír Coufal,Pass (Dead),,
22,71.0,David Brooks,Bournemouth,0.03,,Off Target,22.0,Left Foot,,Philip Billing,Pass (Live),David Brooks,Pass (Live)
23,75.0,Philip Billing,Bournemouth,0.02,,Off Target,18.0,Head,,Joe Rothwell,Pass (Dead),Joe Rothwell,Fouled
24,77.0,Kieffer Moore,Bournemouth,0.04,,Blocked,13.0,Head,,Dominic Solanke,Pass (Live),Illia Zabarnyi,Pass (Live)
25,78.0,Dominic Solanke,Bournemouth,0.05,,Off Target,13.0,Head,,Milos Kerkez,Pass (Live),Chris Mepham,Pass (Live)
26,82.0,Antoine Semenyo,Bournemouth,0.05,,Off Target,24.0,Right Foot,,,,,
27,82.0,Dominic Solanke,Bournemouth,0.87,0.97,Goal,4.0,Right Foot,,Dominic Solanke,Take-On,Antoine Semenyo,Shot
28,84.0,Danny Ings,West Ham,0.12,,Blocked,14.0,Right Foot,,Lucas Paquetá,Pass (Live),,
29,85.0,Lucas Paquetá,West Ham,0.06,,Woodwork,16.0,Left Foot,,,,,
30,89.0,Antoine Semenyo,Bournemouth,0.02,,Blocked,31.0,Left Foot,,Chris Mepham,Interception,,
0,6,Bruno Guimarães,Newcastle Utd,0.07,0.25,Saved,26.0,Right Foot,,Kieran Trippier,Pass (Live),Kieran Trippier,Take-On
1,6,Sandro Tonali,Newcastle Utd,0.22,0.9,Goal,7.0,Right Foot,Volley,Anthony Gordon,Pass (Live),Joelinton,Pass (Live)
2,8,Sandro Tonali,Newcastle Utd,0.42,0.68,Saved,12.0,Left Foot,,Anthony Gordon,Pass (Live),Alexander Isak,Pass (Live)
3,9,Moussa Diaby,Aston Villa,0.02,0.17,Saved,17.0,Left Foot,,Tyrone Mings,Pass (Live),Tyrone Mings,Interception
4,11,Moussa Diaby,Aston Villa,0.13,0.13,Goal,14.0,Right Foot,Volley,Ollie Watkins,Pass (Live),Douglas Luiz,Pass (Live)
5,16,Alexander Isak,Newcastle Utd,0.44,0.32,Goal,10.0,Right Foot,,Sven Botman,Pass (Live),Sandro Tonali,Pass (Live)
6,21,Tyrone Mings,Aston Villa,0.01,,Blocked,18.0,Head,,John McGinn,Pass (Dead),Ezri Konsa,Fouled
7,24,Ollie Watkins,Aston Villa,0.16,,Off Target,12.0,Right Foot,,Moussa Diaby,Pass (Live),Leon Bailey,Pass (Live)
8,35,Douglas Luiz,Aston Villa,0.11,,Off Target,8.0,Head,,Lucas Digne,Pass (Dead),Moussa Diaby,Pass (Live)
9,42,Moussa Diaby,Aston Villa,0.12,,Off Target,10.0,Right Foot,,Douglas Luiz,Pass (Live),Moussa Diaby,Pass (Live)
10,45+7,Douglas Luiz,Aston Villa,0.02,,Blocked,23.0,Right Foot,,Matty Cash,Pass (Live),,
11,45+10,Dan Burn,Newcastle Utd,0.16,,Off Target,5.0,Head,,Kieran Trippier,Pass (Dead),Miguel Almirón,Fouled
12,,,,,,,,,,,,,
13,48,Bruno Guimarães,Newcastle Utd,0.03,,Blocked,18.0,Right Foot,,Miguel Almirón,Pass (Live),Kieran Trippier,Pass (Live)
14,51,Anthony Gordon,Newcastle Utd,0.07,,Blocked,14.0,Right Foot,Volley,Sandro Tonali,Pass (Live),Miguel Almirón,Pass (Live)
15,52,Sven Botman,Newcastle Utd,0.07,,Off Target,10.0,Head,,Kieran Trippier,Pass (Dead),Anthony Gordon,Shot
16,55,Boubacar Kamara,Aston Villa,0.03,,Off Target,7.0,Head,,Lucas Digne,Pass (Dead),Douglas Luiz,Pass (Live)
17,58,Alexander Isak,Newcastle Utd,0.08,0.54,Goal,10.0,Right Foot,,Bruno Guimarães,Pass (Live),Bruno Guimarães,Take-On
18,60,Douglas Luiz,Aston Villa,0.02,,Blocked,32.0,Right Foot,,Boubacar Kamara,Pass (Live),Douglas Luiz,Pass (Live)
19,60,Alexander Isak,Newcastle Utd,0.25,0.3,Saved,14.0,Right Foot,,Miguel Almirón,Pass (Live),Joelinton,Pass (Live)
20,62,Miguel Almirón,Newcastle Utd,0.05,0.02,Saved,21.0,Left Foot,,,,,
21,64,Ollie Watkins,Aston Villa,0.16,0.39,Saved,14.0,Right Foot,,Ollie Watkins,Take-On,Moussa Diaby,Pass (Live)
