,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
7,22,André,Wolves,0.01,0.04,Saved,35.0,Right Foot,,,,,
8,26,Toti Gomes,Wolves,0.01,0.0,Off Target,35.0,Left Foot,,André,Pass (Live),Craig Dawson,Pass (Live)
9,26,Jørgen Strand Larsen,Wolves,0.16,0.93,Goal,8.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Rayan Aït-Nouri,Interception
10,28,Christian Nørgaard,Brentford,0.31,0.77,Goal,11.0,Right Foot,,Vitaly Janelt,Pass (Live),Bryan Mbeumo,Pass (Live)
11,30,Kevin Schade,Brentford,0.22,0.38,Saved,5.0,Head,,Keane Lewis-Potter,Pass (Live),Mikkel Damsgaard,Pass (Live)
12,31,Ethan Pinnock,Brentford,0.08,0.0,Off Target,9.0,Head,,Bryan Mbeumo,Pass (Dead),Kevin Schade,Shot
13,33,Mario Lemina,Wolves,0.04,0.0,Off Target,14.0,Head,,Rayan Aït-Nouri,Pass (Live),Jørgen Strand Larsen,Pass (Live)
14,35,Matheus Cunha,Wolves,0.02,0.0,Blocked,16.0,Right Foot,,João Gomes,Pass (Live),Jørgen Strand Larsen,Pass (Live)
15,40,João Gomes,Wolves,0.02,0.0,Blocked,30.0,Right Foot,,André,Pass (Live),,
16,45+2,Ethan Pinnock,Brentford,0.03,0.2,Goal,10.0,Head,,Mikkel Damsgaard,Pass (Dead),,
17,,,,,,,,,,,,,
18,52,Matheus Cunha,Wolves,0.05,0.0,Blocked,17.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Jørgen Strand Larsen,Pass (Live)
19,54,Christian Nørgaard,Brentford,0.03,0.05,Saved,25.0,Right Foot,,Sepp van den Berg,Pass (Live),Bryan Mbeumo,Pass (Live)
20,54,Vitaly Janelt,Brentford,0.09,0.12,Saved,10.0,Left Foot,,Christian Nørgaard,Shot,,
21,56,Matheus Cunha,Wolves,0.02,0.0,Off Target,34.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Mario Lemina,Tackle
22,59,Mario Lemina,Wolves,0.01,0.0,Off Target,30.0,Right Foot,Volley,Rayan Aït-Nouri,Pass (Dead),Jørgen Strand Larsen,Fouled
23,65,Ethan Pinnock,Brentford,0.09,0.43,Saved,6.0,Head,,Bryan Mbeumo,Pass (Dead),Keane Lewis-Potter,Pass (Live)
24,65,Nathan Collins,Brentford,0.19,0.0,Blocked,6.0,Head,,Mikkel Damsgaard,Pass (Dead),Ethan Pinnock,Shot
25,67,Vitaly Janelt,Brentford,0.01,0.0,Off Target,30.0,Left Foot,Volley,Nathan Collins,Shot,,
26,69,Mario Lemina,Wolves,0.02,0.03,Saved,32.0,Right Foot,,Rayan Aït-Nouri,Pass (Live),Matheus Cunha,Pass (Live)
27,74,Kevin Schade,Brentford,0.32,0.18,Saved,20.0,Right Foot,,Mikkel Damsgaard,Pass (Live),,
28,75,Sepp van den Berg,Brentford,0.14,0.04,Saved,9.0,Head,,Vitaly Janelt,Pass (Live),Ethan Pinnock,Pass (Dead)
29,80,Gonçalo Guedes,Wolves,0.04,0.0,Off Target,16.0,Right Foot,Volley,Mario Lemina,Pass (Live),Craig Dawson,Pass (Live)
30,81,Matheus Cunha,Wolves,0.06,0.0,Blocked,22.0,Left Foot,,Gonçalo Guedes,Pass (Live),Matheus Cunha,Pass (Live)
31,86,Bryan Mbeumo,Brentford,0.05,0.0,Off Target,23.0,Left Foot,Free kick,Bryan Mbeumo,Fouled,Bryan Mbeumo,Take-On
32,88,Craig Dawson,Wolves,0.05,0.05,Saved,11.0,Head,,Gonçalo Guedes,Pass (Live),Rayan Aït-Nouri,Pass (Live)
33,90,Fabio Carvalho,Brentford,0.89,0.99,Goal,5.0,Right Foot,,Mikkel Damsgaard,Pass (Live),Yehor Yarmoliuk,Pass (Live)
34,90+3,Mario Lemina,Wolves,0.16,0.0,Off Target,9.0,Head,,Matheus Cunha,Pass (Live),Rayan Aït-Nouri,Pass (Live)
35,90+3,Rayan Aït-Nouri,Wolves,0.06,0.06,Goal,11.0,Left Foot,,Jean-Ricner Bellegarde,Pass (Live),Hwang Hee-chan,Pass (Live)
36,90+5,Yunus Emre Konak,Brentford,0.15,0.0,Off Target,21.0,Right Foot,,Keane Lewis-Potter,Pass (Live),Fabio Carvalho,Pass (Live)
0,6,Marcos Senesi,Bournemouth,0.12,0.0,Off Target,10.0,Head,,Evanilson,Pass (Live),Milos Kerkez,Pass (Dead)
1,8,Facundo Buonanotte,Leicester City,0.03,0.11,Saved,27.0,Left Foot,,Facundo Buonanotte,Take-On,Oliver Skipp,Pass (Live)
2,16,Facundo Buonanotte,Leicester City,0.23,0.69,Goal,12.0,Left Foot,,Facundo Buonanotte,Take-On,James Justin,Pass (Live)
3,17,Evanilson,Bournemouth,0.03,0.0,Blocked,17.0,Left Foot,,Ryan Christie,Pass (Live),,
4,17,Justin Kluivert,Bournemouth,0.08,0.0,Off Target,19.0,Left Foot,,Evanilson,Shot,,
5,23,Facundo Buonanotte,Leicester City,0.03,0.0,Off Target,11.0,Head,,Victor Bernth Kristiansen,Pass (Live),Stephy Mavididi,Pass (Live)
6,26,Ryan Christie,Bournemouth,0.04,0.0,Blocked,15.0,Left Foot,,Marcus Tavernier,Pass (Live),Antoine Semenyo,Pass (Live)
7,27,Marcus Tavernier,Bournemouth,0.12,0.0,Off Target,13.0,Left Foot,,Lewis Cook,Pass (Dead),Ryan Christie,Shot
8,29,Justin Kluivert,Bournemouth,0.02,0.05,Saved,13.0,Right Foot,,Ryan Christie,Pass (Live),Marcus Tavernier,Pass (Live)
9,32,Antoine Semenyo,Bournemouth,0.2,0.0,Blocked,6.0,Left Foot,,Milos Kerkez,Pass (Live),Antoine Semenyo,Pass (Live)
10,35,Jamie Vardy,Leicester City,0.44,0.0,Off Target,12.0,Left Foot,,Facundo Buonanotte,Pass (Live),James Justin,Pass (Live)
11,45,Jamie Vardy,Leicester City,0.01,0.0,Off Target,29.0,Right Foot,Volley,Wout Faes,Pass (Live),James Justin,Pass (Live)
12,,,,,,,,,,,,,
13,49,Illia Zabarnyi,Bournemouth,0.11,0.0,Woodwork,10.0,Head,,Lewis Cook,Pass (Dead),Ryan Christie,Fouled
14,52,Ryan Christie,Bournemouth,0.09,0.72,Saved,21.0,Left Foot,,Marcos Senesi,Pass (Live),,
15,53,Dango Ouattara,Bournemouth,0.26,0.0,Off Target,5.0,Head,,Lewis Cook,Pass (Dead),Ryan Christie,Shot
16,60,Evanilson,Bournemouth,0.05,0.0,Blocked,13.0,Right Foot,,Marcus Tavernier,Pass (Live),Antoine Semenyo,Pass (Live)
17,72,Dango Ouattara,Bournemouth,0.45,0.0,Woodwork,3.0,Head,,Luis Sinisterra,Pass (Live),Marcus Tavernier,Pass (Live)
18,76,Marcus Tavernier,Bournemouth,0.02,0.0,Off Target,31.0,Left Foot,,Alex Scott,Pass (Live),Evanilson,Pass (Live)
19,78,Antoine Semenyo,Bournemouth,0.02,0.0,Blocked,23.0,Left Foot,,Luis Sinisterra,Pass (Live),Lewis Cook,Pass (Live)
20,79,Evanilson,Bournemouth,0.04,0.0,Off Target,16.0,Head,,Lewis Cook,Pass (Live),Antoine Semenyo,Pass (Live)
21,87,Abdul Fatawu Issahaku,Leicester City,0.03,0.0,Blocked,22.0,Left Foot,,Wilfred Ndidi,Pass (Live),Odsonne Édouard,Pass (Live)
22,90,Luis Sinisterra,Bournemouth,0.03,0.0,Blocked,30.0,Right Foot,,Dango Ouattara,Pass (Live),Luis Sinisterra,Pass (Live)
23,90,Antoine Semenyo,Bournemouth,0.04,0.0,Off Target,14.0,Right Foot,,Alex Scott,Pass (Live),Luis Sinisterra,Shot
24,90+2,Enes Ünal,Bournemouth,0.13,0.0,Off Target,9.0,Right Foot,,Luis Sinisterra,Pass (Live),David Brooks,Pass (Live)
25,90+4,Enes Ünal,Bournemouth,0.3,0.0,Off Target,5.0,Right Foot,Volley,David Brooks,Pass (Live),Lewis Cook,Pass (Live)
0,3.0,İlkay Gündoğan,Manchester City,0.13,0.0,Off Target,17.0,Left Foot,,,,,
1,4.0,Erling Haaland,Manchester City,0.1,0.0,Off Target,12.0,Left Foot,,Phil Foden,Pass (Live),Erling Haaland,Pass (Live)
2,7.0,Erling Haaland,Manchester City,0.06,0.0,Blocked,25.0,Left Foot,Free kick,Rico Lewis,Fouled,,
3,8.0,Erling Haaland,Manchester City,0.06,0.18,Saved,23.0,Right Foot,,Erling Haaland,Take-On,Phil Foden,Pass (Live)
4,12.0,Alex Iwobi,Fulham,0.05,0.0,Blocked,16.0,Right Foot,,Andreas Pereira,Pass (Live),,
5,13.0,Raúl Jiménez,Fulham,0.03,0.0,Off Target,12.0,Head,,Andreas Pereira,Pass (Dead),Alex Iwobi,Shot
6,15.0,Erling Haaland,Manchester City,0.03,0.14,Saved,8.0,Head,,Phil Foden,Pass (Dead),Bernardo Silva,Pass (Live)
7,17.0,Adama Traoré,Fulham,0.31,0.16,Saved,21.0,Right Foot,,Raúl Jiménez,Pass (Live),Bernd Leno,Pass (Live)
8,24.0,Mateo Kovačić,Manchester City,0.06,0.0,Blocked,20.0,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
9,24.0,Joško Gvardiol,Manchester City,0.04,0.0,Blocked,22.0,Left Foot,,,,,
10,25.0,İlkay Gündoğan,Manchester City,0.32,0.0,Off Target,7.0,Head,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live)
11,26.0,Andreas Pereira,Fulham,0.59,0.98,Goal,5.0,Right Foot,Volley,Raúl Jiménez,Pass (Live),Alex Iwobi,Pass (Live)
12,29.0,Adama Traoré,Fulham,0.45,0.0,Off Target,10.0,Right Foot,,Alex Iwobi,Pass (Live),Andreas Pereira,Pass (Live)
13,32.0,Mateo Kovačić,Manchester City,0.07,0.39,Goal,16.0,Right Foot,Deflected,Jack Grealish,Tackle,,
14,34.0,Phil Foden,Manchester City,0.04,0.0,Blocked,22.0,Left Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Take-On
15,34.0,Rico Lewis,Manchester City,0.08,0.0,Blocked,12.0,Right Foot,,Phil Foden,Shot,,
16,35.0,Mateo Kovačić,Manchester City,0.03,0.0,Blocked,24.0,Right Foot,,Bernardo Silva,Pass (Live),Mateo Kovačić,Pass (Live)
17,35.0,Joško Gvardiol,Manchester City,0.04,0.14,Saved,17.0,Left Foot,,Mateo Kovačić,Shot,,
18,36.0,Rúben Dias,Manchester City,0.05,0.0,Blocked,10.0,Head,,İlkay Gündoğan,Pass (Dead),Joško Gvardiol,Shot
19,37.0,Raúl Jiménez,Fulham,0.08,0.0,Off Target,19.0,Right Foot,,Alex Iwobi,Pass (Live),Antonee Robinson,Pass (Live)
20,37.0,Raúl Jiménez,Fulham,0.15,0.0,Blocked,14.0,Right Foot,,Andreas Pereira,Pass (Live),Raúl Jiménez,Shot
21,43.0,Bernardo Silva,Manchester City,0.02,0.0,Off Target,9.0,Head,,Jack Grealish,Pass (Live),Jack Grealish,Take-On
22,,,,,,,,,,,,,
23,47.0,Mateo Kovačić,Manchester City,0.13,0.15,Goal,20.0,Right Foot,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live)
24,54.0,Raúl Jiménez,Fulham,0.09,0.0,Blocked,20.0,Right Foot,,Adama Traoré,Pass (Live),Adama Traoré,Tackle
25,59.0,Phil Foden,Manchester City,0.05,0.0,Off Target,24.0,Left Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Take-On
26,63.0,Rico Lewis,Manchester City,0.02,0.0,Blocked,27.0,Right Foot,Volley,Phil Foden,Fouled,Manuel Akanji,Pass (Live)
27,68.0,Adama Traoré,Fulham,0.53,0.51,Saved,14.0,Left Foot,,Raúl Jiménez,Pass (Live),Adama Traoré,Pass (Live)
28,76.0,Raúl Jiménez,Fulham,0.1,0.0,Blocked,12.0,Right Foot,,Antonee Robinson,Pass (Live),Tom Cairney,Pass (Live)
29,82.0,Jeremy Doku,Manchester City,0.06,0.07,Goal,21.0,Right Foot,,Rico Lewis,Pass (Live),Erling Haaland,Pass (Live)
30,87.0,Bernardo Silva,Manchester City,0.17,0.21,Saved,15.0,Left Foot,,Erling Haaland,Pass (Live),Jeremy Doku,Take-On
31,88.0,Rodrigo Muniz,Fulham,0.22,0.83,Goal,12.0,Right Foot,Deflected,Reiss Nelson,Pass (Live),Emile Smith Rowe,Pass (Live)
0,1,Michail Antonio,West Ham,0.1,0.24,Goal,11.0,Right Foot,Deflected,Jarrod Bowen,Pass (Live),Tomáš Souček,Pass (Live)
1,6,Liam Delap,Ipswich Town,0.04,0.07,Goal,21.0,Right Foot,,,,,
2,8,Jarrod Bowen,West Ham,0.14,0.22,Saved,7.0,Left Foot,,Mohammed Kudus,Pass (Live),Jarrod Bowen,Pass (Live)
3,10,Jarrod Bowen,West Ham,0.08,0.0,Blocked,16.0,Left Foot,,Lucas Paquetá,Pass (Live),Tomáš Souček,Pass (Live)
4,14,Mohammed Kudus,West Ham,0.02,0.07,Saved,19.0,Right Foot,,Tomáš Souček,Pass (Live),Aaron Wan-Bissaka,Pass (Live)
5,23,Dara O'Shea,Ipswich Town,0.05,0.0,Blocked,7.0,Right Foot,Volley,Leif Davis,Pass (Dead),Omari Hutchinson,Take-On
6,25,Kalvin Phillips,Ipswich Town,0.03,0.0,Off Target,29.0,Right Foot,,Jack Clarke,Pass (Live),Leif Davis,Pass (Live)
7,28,Sam Morsy,Ipswich Town,0.04,0.0,Blocked,21.0,Left Foot,,Liam Delap,Pass (Live),Jack Clarke,Pass (Live)
8,34,Tomáš Souček,West Ham,0.06,0.0,Blocked,11.0,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Jarrod Bowen,Pass (Live)
9,37,Jacob Greaves,Ipswich Town,0.27,0.0,Off Target,5.0,Head,,Leif Davis,Pass (Dead),Wes Burns,Fouled
10,38,Mohammed Kudus,West Ham,0.36,0.0,Woodwork,9.0,Head,,Michail Antonio,Pass (Live),Lucas Paquetá,Pass (Live)
11,39,Tomáš Souček,West Ham,0.29,0.0,Blocked,10.0,Right Foot,,Lucas Paquetá,Pass (Live),,
12,40,Lucas Paquetá,West Ham,0.03,0.03,Saved,26.0,Left Foot,,Mohammed Kudus,Pass (Live),Mohammed Kudus,Tackle
13,43,Michail Antonio,West Ham,0.14,0.0,Woodwork,10.0,Head,,Emerson Palmieri,Pass (Live),Lucas Paquetá,Pass (Live)
14,44,Mohammed Kudus,West Ham,0.51,0.81,Goal,2.0,Head,,Michail Antonio,Shot,,
15,45+2,Lucas Paquetá,West Ham,0.06,0.0,Off Target,23.0,Left Foot,,,,,
16,45+3,Aaron Wan-Bissaka,West Ham,0.02,0.02,Saved,22.0,Right Foot,,Jarrod Bowen,Pass (Dead),,
17,,,,,,,,,,,,,
18,49,Michail Antonio,West Ham,0.11,0.04,Saved,18.0,Right Foot,,,,,
19,49,Jarrod Bowen,West Ham,0.04,0.35,Goal,15.0,Left Foot,,Michail Antonio,Shot,,
20,52,Tomáš Souček,West Ham,0.03,0.0,Off Target,16.0,Right Foot,,Jarrod Bowen,Pass (Live),Tomáš Souček,Pass (Live)
21,53,Wes Burns,Ipswich Town,0.01,0.0,Blocked,23.0,Right Foot,,Liam Delap,Pass (Live),Leif Davis,Pass (Live)
22,59,Mohammed Kudus,West Ham,0.58,0.47,Saved,10.0,Left Foot,Volley,Jarrod Bowen,Pass (Live),Guido Rodríguez,Pass (Live)
23,65,Liam Delap,Ipswich Town,0.09,0.58,Saved,10.0,Head,,Wes Burns,Pass (Live),Kalvin Phillips,Pass (Live)
24,69,Michail Antonio,West Ham,0.23,0.0,Blocked,4.0,Right Foot,,Jarrod Bowen,Pass (Live),Michail Antonio,Pass (Live)
25,69,Lucas Paquetá,West Ham,0.9,0.99,Goal,4.0,Right Foot,,Michail Antonio,Shot,,
26,78,Mohammed Kudus,West Ham,0.06,0.04,Saved,14.0,Right Foot,,Jarrod Bowen,Pass (Live),Edson Álvarez,Pass (Live)
27,80,Jarrod Bowen,West Ham,0.01,0.03,Saved,60.0,Left Foot,,Edson Álvarez,Pass (Live),Edson Álvarez,Take-On
28,83,Jarrod Bowen,West Ham,0.02,0.0,Blocked,16.0,Right Foot,,Lucas Paquetá,Pass (Live),Aaron Wan-Bissaka,Pass (Live)
29,84,Carlos Soler,West Ham,0.04,0.0,Off Target,22.0,Right Foot,Volley,Jarrod Bowen,Shot,,
30,87,Sammie Szmodics,Ipswich Town,0.09,0.0,Off Target,15.0,Right Foot,,Conor Chaplin,Pass (Live),Leif Davis,Pass (Live)
31,90+1,Aaron Cresswell,West Ham,0.03,0.0,Off Target,32.0,Left Foot,Free kick,Luis Guilherme,Fouled,Jean-Clair Todibo,Interception
32,90+4,Jack Taylor,Ipswich Town,0.04,0.0,Off Target,26.0,Right Foot,,Leif Davis,Pass (Live),Sam Morsy,Pass (Live)
0,4,Gabriel Magalhães,Arsenal,0.06,0.0,Blocked,6.0,Head,,Bukayo Saka,Pass (Dead),Thomas Partey,Tackle
1,4,Gabriel Jesus,Arsenal,0.17,0.0,Off Target,10.0,Left Foot,,Gabriel Magalhães,Shot,,
2,5,Gabriel Jesus,Arsenal,0.17,0.0,Blocked,10.0,Right Foot,,Bukayo Saka,Pass (Live),Kai Havertz,Pass (Live)
3,7,Raheem Sterling,Arsenal,0.13,0.0,Off Target,7.0,Left Foot,,Raheem Sterling,Take-On,Raheem Sterling,Take-On
4,12,Kai Havertz,Arsenal,0.1,0.0,Off Target,4.0,Head,,Declan Rice,Pass (Dead),Jorginho,Pass (Live)
5,15,Bukayo Saka,Arsenal,0.05,0.0,Blocked,12.0,Right Foot,,Raheem Sterling,Pass (Live),Declan Rice,Pass (Live)
6,16,Kyle Walker-Peters,Southampton,0.02,0.01,Saved,24.0,Right Foot,,Joe Aribo,Pass (Live),Jan Bednarek,Pass (Live)
7,20,Bukayo Saka,Arsenal,0.06,0.0,Blocked,13.0,Left Foot,,Gabriel Jesus,Pass (Live),Bukayo Saka,Pass (Live)
8,31,Kai Havertz,Arsenal,0.09,0.0,Blocked,15.0,Right Foot,,Kai Havertz,Pass (Live),Declan Rice,Pass (Live)
9,33,Bukayo Saka,Arsenal,0.02,0.0,Off Target,28.0,Left Foot,,Declan Rice,Pass (Live),Raheem Sterling,Pass (Live)
10,36,Gabriel Magalhães,Arsenal,0.02,0.0,Off Target,32.0,Left Foot,,Bukayo Saka,Pass (Live),Jorginho,Pass (Live)
11,38,Joe Aribo,Southampton,0.04,0.0,Blocked,16.0,Left Foot,,Tyler Dibling,Pass (Live),Yukinari Sugawara,Pass (Live)
12,40,Bukayo Saka,Arsenal,0.04,0.0,Blocked,14.0,Right Foot,,Jorginho,Pass (Live),Bukayo Saka,Pass (Live)
13,40,Jorginho,Arsenal,0.04,0.0,Off Target,22.0,Right Foot,Volley,Bukayo Saka,Shot,,
14,45,Raheem Sterling,Arsenal,0.21,0.0,Blocked,13.0,Right Foot,,Gabriel Jesus,Pass (Live),Kai Havertz,Pass (Live)
15,45+1,Thomas Partey,Arsenal,0.06,0.23,Saved,22.0,Right Foot,,Bukayo Saka,Pass (Live),Kai Havertz,Pass (Live)
16,,,,,,,,,,,,,
17,46,Gabriel Jesus,Arsenal,0.05,0.0,Off Target,23.0,Right Foot,,Riccardo Calafiori,Pass (Live),Gabriel Magalhães,Pass (Live)
18,49,Tyler Dibling,Southampton,0.03,0.0,Blocked,13.0,Left Foot,,Tyler Dibling,Take-On,Taylor Harwood-Bellis,Pass (Live)
19,49,Mateus Fernandes,Southampton,0.17,0.0,Off Target,10.0,Left Foot,Volley,Tyler Dibling,Shot,,
20,55,Cameron Archer,Southampton,0.06,0.64,Goal,15.0,Right Foot,Deflected,Mateus Fernandes,Pass (Live),Mateus Fernandes,Tackle
21,58,Kai Havertz,Arsenal,0.13,0.52,Goal,18.0,Left Foot,,Bukayo Saka,Pass (Live),,
22,62,Declan Rice,Arsenal,0.07,0.0,Off Target,22.0,Right Foot,,Bukayo Saka,Pass (Live),Kai Havertz,Pass (Live)
23,63,Kai Havertz,Arsenal,0.03,0.0,Off Target,28.0,Left Foot,,Declan Rice,Pass (Dead),Mikel Merino,Fouled
24,64,Thomas Partey,Arsenal,0.05,0.0,Blocked,23.0,Right Foot,,Mikel Merino,Pass (Live),Gabriel Martinelli,Pass (Live)
25,67,Kai Havertz,Arsenal,0.17,0.0,Off Target,6.0,Head,,Gabriel Martinelli,Pass (Live),Leandro Trossard,Pass (Live)
26,68,Gabriel Martinelli,Arsenal,0.41,0.55,Goal,2.0,Left Foot,Volley,Bukayo Saka,Pass (Live),Thomas Partey,Pass (Live)
27,73,Bukayo Saka,Arsenal,0.03,0.35,Saved,14.0,Left Foot,Deflected,Leandro Trossard,Pass (Live),Bukayo Saka,Pass (Live)
28,78,Tyler Dibling,Southampton,0.03,0.0,Blocked,29.0,Left Foot,,Flynn Downes,Pass (Live),Joe Aribo,Pass (Live)
29,79,Taylor Harwood-Bellis,Southampton,0.26,0.0,Blocked,3.0,Head,,Yukinari Sugawara,Pass (Dead),Tyler Dibling,Shot
30,80,Kai Havertz,Arsenal,0.04,0.0,Off Target,14.0,Right Foot,,Leandro Trossard,Pass (Live),Mikel Merino,Pass (Live)
31,83,Declan Rice,Arsenal,0.07,0.0,Blocked,24.0,Left Foot,,Leandro Trossard,Pass (Live),Riccardo Calafiori,Pass (Live)
32,88,Bukayo Saka,Arsenal,0.06,0.29,Goal,15.0,Right Foot,,,,,
33,90+1,Bukayo Saka,Arsenal,0.05,0.0,Blocked,18.0,Left Foot,,Leandro Trossard,Pass (Live),Bukayo Saka,Pass (Live)
34,90+2,Kai Havertz,Arsenal,0.22,0.71,Saved,4.0,Head,,Bukayo Saka,Pass (Dead),Takehiro Tomiyasu,Pass (Live)
35,90+2,Takehiro Tomiyasu,Arsenal,0.18,0.0,Woodwork,1.0,Right Foot,,Kai Havertz,Shot,,
36,90+6,Gabriel Magalhães,Arsenal,0.12,0.0,Off Target,5.0,Head,,Declan Rice,Pass (Dead),Mikel Merino,Pass (Live)
37,90+9,Flynn Downes,Southampton,0.04,0.0,Blocked,21.0,Right Foot,Volley,Jan Bednarek,Pass (Live),Adam Armstrong,Pass (Live)
0,10,Bruno Guimarães,Newcastle Utd,0.07,0.0,Blocked,8.0,Right Foot,Volley,Kieran Trippier,Pass (Dead),,
1,15,Dominic Calvert-Lewin,Everton,0.08,0.04,Saved,25.0,Right Foot,,Ashley Young,Pass (Live),Iliman Ndiaye,Pass (Live)
2,17,Jacob Murphy,Newcastle Utd,0.05,0.08,Saved,14.0,Right Foot,,Kieran Trippier,Pass (Live),Lewis Hall,Pass (Live)
3,27,Orel Mangala,Everton,0.02,0.0,Blocked,28.0,Right Foot,,Dwight McNeil,Pass (Live),Iliman Ndiaye,Pass (Live)
4,35,Anthony Gordon (pen),Newcastle Utd,0.79,0.79,Saved,13.0,Right Foot,,Sandro Tonali,Fouled,Kieran Trippier,Pass (Live)
5,41,Joelinton,Newcastle Utd,0.02,0.0,Off Target,23.0,Right Foot,Volley,Jacob Murphy,Pass (Live),,
6,44,Dan Burn,Newcastle Utd,0.03,0.0,Off Target,9.0,Right Foot,,Kieran Trippier,Pass (Dead),Bruno Guimarães,Fouled
7,45+6,Joelinton,Newcastle Utd,0.16,0.0,Off Target,9.0,Left Foot,,Anthony Gordon,Pass (Live),Jacob Murphy,Pass (Live)
8,,,,,,,,,,,,,
9,48,Sandro Tonali,Newcastle Utd,0.13,0.0,Blocked,10.0,Left Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live)
10,52,Joelinton,Newcastle Utd,0.11,0.0,Off Target,4.0,Head,,Kieran Trippier,Pass (Dead),Lewis Hall,Pass (Live)
11,54,Dwight McNeil,Everton,0.02,0.0,Off Target,34.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Iliman Ndiaye,Pass (Live)
12,56,Bruno Guimarães,Newcastle Utd,0.19,0.0,Off Target,15.0,Left Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live)
13,60,Idrissa Gana Gueye,Everton,0.01,0.0,Off Target,27.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Jack Harrison,Pass (Live)
14,66,Sandro Tonali,Newcastle Utd,0.1,0.0,Blocked,5.0,Right Foot,Volley,Lewis Hall,Pass (Dead),Kieran Trippier,Pass (Live)
15,67,Dominic Calvert-Lewin,Everton,0.13,0.52,Saved,11.0,Right Foot,Deflected,Dwight McNeil,Pass (Live),Dwight McNeil,Take-On
16,67,Idrissa Gana Gueye,Everton,0.39,0.0,Off Target,9.0,Left Foot,,Dominic Calvert-Lewin,Shot,,
17,70,Dwight McNeil,Everton,0.02,0.0,Off Target,28.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Idrissa Gana Gueye,Pass (Live)
18,72,Miguel Almirón,Newcastle Utd,0.03,0.0,Blocked,16.0,Left Foot,Volley,Sean Longstaff,Pass (Live),Miguel Almirón,Pass (Live)
19,82,Anthony Gordon,Newcastle Utd,0.18,0.0,Off Target,12.0,Right Foot,,Miguel Almirón,Pass (Live),Sean Longstaff,Pass (Live)
20,87,Miguel Almirón,Newcastle Utd,0.16,0.0,Off Target,15.0,Left Foot,,Joelinton,Pass (Live),Bruno Guimarães,Pass (Live)
21,90,Joelinton,Newcastle Utd,0.02,0.0,Off Target,25.0,Right Foot,,Valentino Livramento,Pass (Live),Sean Longstaff,Pass (Live)
22,90+5,James Garner,Everton,0.04,0.0,Off Target,32.0,Right Foot,Free kick,Dominic Calvert-Lewin,Fouled,James Garner,Pass (Live)
0,5,Marcus Rashford,Manchester Utd,0.16,0.06,Saved,14.0,Right Foot,,Marcus Rashford,Take-On,,
1,8,Morgan Rogers,Aston Villa,0.06,0.0,Off Target,14.0,Right Foot,,Ollie Watkins,Pass (Live),Morgan Rogers,Pass (Live)
2,20,Jaden Philogene Bidace,Aston Villa,0.03,0.0,Off Target,28.0,Right Foot,,Lucas Digne,Pass (Live),Pau Torres,Pass (Live)
3,32,Youri Tielemans,Aston Villa,0.05,0.0,Blocked,19.0,Right Foot,,Ollie Watkins,Pass (Live),Youri Tielemans,Pass (Live)
4,39,Alejandro Garnacho,Manchester Utd,0.02,0.12,Saved,19.0,Right Foot,,Alejandro Garnacho,Take-On,Marcus Rashford,Pass (Live)
5,40,Leon Bailey,Aston Villa,0.02,0.0,Blocked,24.0,Left Foot,,Ross Barkley,Pass (Live),Youri Tielemans,Pass (Live)
6,,,,,,,,,,,,,
7,48,Kobbie Mainoo,Manchester Utd,0.01,0.0,Blocked,33.0,Right Foot,,Christian Eriksen,Pass (Live),Marcus Rashford,Pass (Live)
8,49,Marcus Rashford,Manchester Utd,0.04,0.05,Saved,22.0,Right Foot,,Kobbie Mainoo,Pass (Live),Matthijs de Ligt,Pass (Live)
9,49,Alejandro Garnacho,Manchester Utd,0.03,0.0,Off Target,22.0,Right Foot,,Marcus Rashford,Shot,,
10,51,Matty Cash,Aston Villa,0.03,0.0,Off Target,22.0,Right Foot,,Youri Tielemans,Pass (Dead),Pau Torres,Pass (Live)
11,56,Youri Tielemans,Aston Villa,0.04,0.39,Saved,25.0,Right Foot,,Leon Bailey,Pass (Live),Lucas Digne,Pass (Dead)
12,57,Ollie Watkins,Aston Villa,0.03,0.0,Off Target,19.0,Right Foot,,Morgan Rogers,Pass (Live),Ollie Watkins,Pass (Live)
