,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
8,45,Mohamed Elyounoussi,Southampton,0.05,0.25,Saved,18.0,Right Foot,Deflected,Che Adams,Pass (Live),Nathan Redmond,Pass (Live)
9,45+2,Fernandinho,Manchester City,0.04,,Blocked,22.0,Right Foot,,Bernardo Silva,Pass (Live),Rúben Dias,Pass (Live)
10,45+2,João Cancelo,Manchester City,0.02,,Blocked,29.0,Left Foot,,Rúben Dias,Pass (Live),Fernandinho,Shot
11,,,,,,,,,,,,,
12,47,Nathan Redmond,Southampton,0.02,,Blocked,29.0,Right Foot,,,,,
13,53,Gabriel Jesus,Manchester City,0.08,,Off Target,21.0,Right Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
14,54,Che Adams,Southampton,0.05,,Off Target,18.0,Right Foot,,Oriol Romeu,Tackle,,
15,56,Rúben Dias,Manchester City,0.07,,Off Target,9.0,Head,,İlkay Gündoğan,Pass (Dead),Kyle Walker,Pass (Live)
16,59,Adam Armstrong,Southampton,0.04,,Blocked,21.0,Left Foot,,Adam Armstrong,Take-On,,
17,66,Raheem Sterling,Manchester City,0.04,,Off Target,4.0,Right Foot,,Jack Grealish,Pass (Live),Bernardo Silva,Pass (Live)
18,75,João Cancelo,Manchester City,0.02,,Off Target,28.0,Right Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live)
19,77,Adam Armstrong,Southampton,0.07,0.03,Saved,14.0,Left Foot,,Mohamed Elyounoussi,Pass (Live),Oriol Romeu,Pass (Live)
20,79,Adam Armstrong,Southampton,0.04,,Blocked,17.0,Right Foot,,Kyle Walker-Peters,Pass (Live),Adam Armstrong,Pass (Live)
21,80,Mohamed Elyounoussi,Southampton,0.03,,Off Target,24.0,Right Foot,,James Ward-Prowse,Pass (Live),Mohamed Elyounoussi,Take-On
22,82,Riyad Mahrez,Manchester City,0.02,,Blocked,21.0,Left Foot,,Rúben Dias,Pass (Live),Riyad Mahrez,Pass (Live)
23,87,Armando Broja,Southampton,0.07,,Blocked,21.0,Right Foot,,Nathan Redmond,Pass (Live),,
24,89,Kevin De Bruyne,Manchester City,0.04,,Blocked,20.0,Left Foot,,Riyad Mahrez,Pass (Live),Rúben Dias,Pass (Live)
25,90,Raheem Sterling,Manchester City,0.05,,Blocked,15.0,Right Foot,,Raheem Sterling,Take-On,Jack Grealish,Pass (Live)
26,90,Phil Foden,Manchester City,0.1,0.19,Saved,9.0,Head,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
0,3,Christian Benteke,Crystal Palace,0.05,,Woodwork,12.0,Head,,James McArthur,Pass (Live),Conor Gallagher,Pass (Dead)
1,3,Diogo Jota,Liverpool,0.17,,Off Target,7.0,Head,,James Milner,Pass (Live),Jordan Henderson,Pass (Live)
2,9,Diogo Jota,Liverpool,0.25,,Off Target,7.0,Left Foot,,Diogo Jota,Take-On,Kostas Tsimikas,Pass (Live)
3,16,Jordan Henderson,Liverpool,0.09,0.12,Saved,10.0,Right Foot,Volley,Kostas Tsimikas,Pass (Live),Virgil van Dijk,Pass (Live)
4,18,Joel Ward,Crystal Palace,0.04,,Off Target,21.0,Right Foot,,James McArthur,Pass (Live),Tyrick Mitchell,Pass (Dead)
5,20,Christian Benteke,Crystal Palace,0.01,,Off Target,14.0,Head,,Conor Gallagher,Pass (Dead),Jordan Ayew,Pass (Live)
6,26,Christian Benteke,Crystal Palace,0.07,,Blocked,12.0,Right Foot,,Jordan Ayew,Pass (Live),Cheikhou Kouyaté,Tackle
7,27,James McArthur,Crystal Palace,0.03,,Blocked,22.0,Right Foot,Volley,Christian Benteke,Pass (Live),Conor Gallagher,Pass (Dead)
8,31,Thiago Alcántara,Liverpool,0.17,,Blocked,15.0,Left Foot,,Mohamed Salah,Pass (Live),Kostas Tsimikas,Pass (Live)
9,31,Kostas Tsimikas,Liverpool,0.04,,Blocked,21.0,Left Foot,,Thiago Alcántara,Shot,,
10,31,Mohamed Salah,Liverpool,0.05,0.04,Saved,14.0,Left Foot,Volley,Kostas Tsimikas,Pass (Live),Thiago Alcántara,Pass (Live)
11,32,James Milner,Liverpool,0.04,,Blocked,16.0,Left Foot,,James Milner,Take-On,Mohamed Salah,Pass (Live)
12,32,Fabinho,Liverpool,0.11,,Blocked,18.0,Right Foot,Volley,James Milner,Shot,,
13,33,Diogo Jota,Liverpool,0.05,,Blocked,22.0,Right Foot,,Thiago Alcántara,Pass (Live),,
14,34,Sadio Mané,Liverpool,0.06,,Blocked,17.0,Right Foot,Volley,Jordan Henderson,Pass (Live),Diogo Jota,Shot
15,38,Thiago Alcántara,Liverpool,0.17,0.09,Saved,10.0,Head,,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live)
16,38,Diogo Jota,Liverpool,0.76,,Off Target,4.0,Right Foot,,Thiago Alcántara,Shot,,
17,43,Mohamed Salah,Liverpool,0.04,0.17,Saved,12.0,Head,,Kostas Tsimikas,Pass (Dead),Sadio Mané,Pass (Live)
18,43,Sadio Mané,Liverpool,0.62,0.37,Goal,3.0,Right Foot,,Mohamed Salah,Shot,,
19,45+1,Jordan Ayew,Crystal Palace,0.02,,Blocked,21.0,Right Foot,,Conor Gallagher,Pass (Live),Marc Guéhi,Pass (Live)
20,45+2,Joel Ward,Crystal Palace,0.02,0.01,Saved,21.0,Right Foot,"Deflected, Volley",Jordan Ayew,Fouled,Joel Ward,Pass (Live)
21,,,,,,,,,,,,,
22,46,Mohamed Salah,Liverpool,0.02,0.08,Saved,28.0,Left Foot,,Jordan Henderson,Pass (Live),Jordan Henderson,Take-On
23,47,Jordan Henderson,Liverpool,0.02,,Off Target,27.0,Left Foot,,,,,
24,55,Thiago Alcántara,Liverpool,0.03,,Blocked,27.0,Right Foot,,Diogo Jota,Pass (Live),Diogo Jota,Pass (Live)
25,59,Fabinho,Liverpool,0.06,,Blocked,30.0,Right Foot,Free kick,Thiago Alcántara,Pass (Live),James Milner,Pass (Dead)
26,59,Mohamed Salah,Liverpool,0.05,,Blocked,16.0,Right Foot,,Fabinho,Shot,,
27,62,Jordan Ayew,Crystal Palace,0.12,,Blocked,21.0,Right Foot,Free kick,Conor Gallagher,Fouled,Tyrick Mitchell,Pass (Live)
28,64,Virgil van Dijk,Liverpool,0.04,,Off Target,13.0,Head,,Kostas Tsimikas,Pass (Dead),Sadio Mané,Fouled
29,68,Naby Keïta,Liverpool,0.03,0.02,Saved,28.0,Right Foot,,Jordan Henderson,Pass (Live),Diogo Jota,Pass (Live)
30,68,Mohamed Salah,Liverpool,0.04,0.06,Saved,10.0,Right Foot,,Naby Keïta,Shot,,
31,71,Odsonne Édouard,Crystal Palace,0.04,,Blocked,24.0,Right Foot,,Jaïro Riedewald,Pass (Live),Jaïro Riedewald,Take-On
32,72,Jordan Ayew,Crystal Palace,0.04,,Off Target,21.0,Right Foot,,Odsonne Édouard,Pass (Live),,
33,78,Mohamed Salah,Liverpool,0.29,0.36,Goal,6.0,Left Foot,Volley,Kostas Tsimikas,Pass (Dead),James Milner,Pass (Dead)
34,80,Odsonne Édouard,Crystal Palace,0.08,0.1,Saved,14.0,Right Foot,Deflected,Joachim Andersen,Pass (Live),Joel Ward,Pass (Live)
35,81,Wilfried Zaha,Crystal Palace,0.03,,Off Target,17.0,Right Foot,,Odsonne Édouard,Shot,,
36,89,Curtis Jones,Liverpool,0.03,,Blocked,28.0,Left Foot,,,,,
37,89,Naby Keïta,Liverpool,0.03,0.44,Goal,23.0,Left Foot,Volley,Curtis Jones,Shot,,
38,90+2,Jordan Ayew,Crystal Palace,0.05,,Blocked,26.0,Right Foot,,Jaïro Riedewald,Pass (Live),Tyrick Mitchell,Tackle
0,4,Salomón Rondón,Everton,0.13,,Blocked,5.0,Right Foot,,Ben Godfrey,Pass (Live),Andros Townsend,Pass (Live)
1,4,Salomón Rondón,Everton,0.1,,Off Target,4.0,Head,,Andros Townsend,Pass (Dead),Salomón Rondón,Shot
2,7,Tyrone Mings,Aston Villa,0.09,0.16,Saved,4.0,Head,,Douglas Luiz,Pass (Dead),John McGinn,Pass (Live)
3,15,Danny Ings,Aston Villa,0.06,,Off Target,11.0,Right Foot,Volley,Tyrone Mings,Pass (Live),Ezri Konsa,Pass (Live)
4,16,Michael Keane,Everton,0.01,,Off Target,10.0,Head,,Andros Townsend,Pass (Dead),Alex Iwobi,Pass (Live)
5,28,John McGinn,Aston Villa,0.03,,Off Target,27.0,Left Foot,,,,,
6,29,Demarai Gray,Everton,0.05,,Blocked,17.0,Left Foot,,Demarai Gray,Take-On,Abdoulaye Doucouré,Pass (Live)
7,34,John McGinn,Aston Villa,0.03,,Blocked,24.0,Left Foot,Volley,Axel Tuanzebe,Pass (Live),Emiliano Martínez,Pass (Dead)
8,34,Matty Cash,Aston Villa,0.05,,Off Target,20.0,Left Foot,,Matty Cash,Take-On,John McGinn,Shot
9,38,Jacob Ramsey,Aston Villa,0.03,,Blocked,29.0,Left Foot,,Jacob Ramsey,Take-On,Douglas Luiz,Pass (Live)
10,42,Axel Tuanzebe,Aston Villa,0.06,,Blocked,11.0,Head,,Matt Targett,Pass (Dead),Douglas Luiz,Fouled
11,44,Andros Townsend,Everton,0.02,0.05,Saved,30.0,Left Foot,,Demarai Gray,Pass (Live),Allan,Pass (Live)
12,,,,,,,,,,,,,
13,56,Andros Townsend,Everton,0.03,,Blocked,31.0,Left Foot,Free kick,Andros Townsend,Fouled,,
14,59,Alex Iwobi,Everton,0.07,,Saved off Target,8.0,Right Foot,,Demarai Gray,Pass (Live),Alex Iwobi,Pass (Live)
15,62,Tyrone Mings,Aston Villa,0.07,,Off Target,11.0,Right Foot,Volley,Jacob Ramsey,Pass (Live),Matty Cash,Pass (Live)
16,65,Demarai Gray,Everton,0.12,,Off Target,14.0,Right Foot,,Andros Townsend,Pass (Live),Abdoulaye Doucouré,Pass (Live)
17,66,Matty Cash,Aston Villa,0.13,0.36,Goal,17.0,Left Foot,,Douglas Luiz,Pass (Live),Danny Ings,Pass (Live)
18,68,Matty Cash,Aston Villa,0.03,,Blocked,19.0,Right Foot,,Douglas Luiz,Pass (Dead),Douglas Luiz,Fouled
19,70,Jacob Ramsey,Aston Villa,0.07,,Off Target,27.0,Right Foot,,Jacob Ramsey,Tackle,,
20,73,Douglas Luiz,Aston Villa,0.03,,Off Target,24.0,Right Foot,Free kick,Leon Bailey,Fouled,Jacob Ramsey,Pass (Live)
21,75,Leon Bailey,Aston Villa,0.12,0.04,Goal,14.0,Left Foot,,Danny Ings,Pass (Live),Matty Cash,Pass (Dead)
22,78,André Gomes,Everton,0.1,,Blocked,17.0,Right Foot,,Lucas Digne,Take-On,André Gomes,Pass (Live)
23,85,Michael Keane,Everton,0.09,,Off Target,12.0,Head,,Lucas Digne,Pass (Dead),Anthony Gordon,Fouled
24,90+1,Tom Davies,Everton,0.03,,Blocked,30.0,Right Foot,,Andros Townsend,Pass (Live),Jonjoe Kenny,Pass (Live)
25,90+3,Bertrand Traoré,Aston Villa,0.01,,Blocked,31.0,Left Foot,,Douglas Luiz,Pass (Dead),Jacob Ramsey,Pass (Live)
26,90+3,Bertrand Traoré,Aston Villa,0.05,,Blocked,22.0,Left Foot,,Ollie Watkins,Pass (Live),Douglas Luiz,Pass (Live)
0,5,Jamie Vardy,Leicester City,0.09,,Blocked,10.0,Left Foot,Volley,Harvey Barnes,Pass (Live),Boubakary Soumaré,Pass (Live)
1,10,Youri Tielemans,Leicester City,0.02,,Off Target,32.0,Right Foot,,Jamie Vardy,Pass (Live),Harvey Barnes,Pass (Live)
2,12,James Maddison,Leicester City,0.03,,Blocked,30.0,Right Foot,,Harvey Barnes,Pass (Live),Jamie Vardy,Pass (Live)
3,14,Neal Maupay,Brighton,0.27,,Blocked,14.0,Left Foot,,Marc Cucurella,Pass (Live),Marc Cucurella,Take-On
4,15,Shane Duffy,Brighton,0.05,,Off Target,9.0,Head,,Leandro Trossard,Pass (Dead),Neal Maupay,Shot
5,20,Solly March,Brighton,0.06,0.03,Saved,14.0,Left Foot,,Joël Veltman,Pass (Live),Joël Veltman,Interception
6,27,Adam Lallana,Brighton,0.15,,Off Target,16.0,Left Foot,,Marc Cucurella,Pass (Live),Lewis Dunk,Pass (Live)
7,29,Leandro Trossard,Brighton,0.03,0.03,Saved,16.0,Right Foot,,Shane Duffy,Pass (Live),Lewis Dunk,Pass (Live)
8,33,Shane Duffy,Brighton,0.04,,Blocked,11.0,Head,,Leandro Trossard,Pass (Dead),Leandro Trossard,Take-On
9,35,Neal Maupay (pen),Brighton,0.79,0.98,Goal,13.0,Right Foot,,,Fouled,Shane Duffy,Shot
10,42,Danny Welbeck,Brighton,0.01,0.21,Saved,24.0,Right Foot,Deflected,Leandro Trossard,Pass (Live),Neal Maupay,Pass (Live)
11,45,Leandro Trossard,Brighton,0.03,,Off Target,29.0,Right Foot,Free kick,Danny Welbeck,Fouled,Leandro Trossard,Pass (Live)
12,,,,,,,,,,,,,
13,48,Jamie Vardy,Leicester City,0.04,,Off Target,12.0,Left Foot,,,,,
14,50,Danny Welbeck,Brighton,0.06,0.25,Goal,8.0,Head,,Leandro Trossard,Pass (Dead),Solly March,Fouled
15,52,Youri Tielemans,Leicester City,0.02,,Blocked,32.0,Right Foot,,Youri Tielemans,Take-On,Harvey Barnes,Pass (Live)
16,53,Youri Tielemans,Leicester City,0.03,,Off Target,31.0,Right Foot,,Harvey Barnes,Pass (Live),Wilfred Ndidi,Pass (Live)
17,55,Adam Lallana,Brighton,0.03,,Off Target,12.0,Head,,Solly March,Pass (Dead),Leandro Trossard,Fouled
18,58,Boubakary Soumaré,Leicester City,0.05,0.03,Saved,21.0,Right Foot,,Boubakary Soumaré,Take-On,Ademola Lookman,Pass (Live)
19,61,Jamie Vardy,Leicester City,0.96,0.97,Goal,3.0,Left Foot,Volley,Youri Tielemans,Pass (Live),Ricardo Pereira,Pass (Live)
20,64,Yves Bissouma,Brighton,0.2,,Blocked,20.0,Right Foot,Free kick,Danny Welbeck,Fouled,Enock Mwepu,Pass (Live)
21,70,Ademola Lookman,Leicester City,0.05,,Blocked,19.0,Left Foot,,Ricardo Pereira,Pass (Live),Youri Tielemans,Pass (Live)
22,78,Çağlar Söyüncü,Leicester City,0.15,,Off Target,7.0,Head,,Youri Tielemans,Pass (Dead),,
23,82,Harvey Barnes,Leicester City,0.03,0.09,Saved,24.0,Right Foot,Deflected,Ademola Lookman,Pass (Live),Ricardo Pereira,Pass (Live)
24,84,Youri Tielemans,Leicester City,0.03,,Blocked,21.0,Right Foot,,Kelechi Iheanacho,Pass (Dead),Ademola Lookman,Fouled
25,90+3,Ademola Lookman,Leicester City,0.04,,Blocked,16.0,Right Foot,Volley,Jamie Vardy,Pass (Live),Jamie Vardy,Pass (Live)
26,90+3,Youri Tielemans,Leicester City,0.03,,Off Target,20.0,Right Foot,,Ricardo Pereira,Pass (Live),Ademola Lookman,Pass (Live)
0,4,Scott McTominay,Manchester Utd,0.11,,Off Target,8.0,Head,,Luke Shaw,Pass (Dead),Cristiano Ronaldo,Pass (Live)
1,17,Jarrod Bowen,West Ham,0.19,,Blocked,12.0,Left Foot,,Saïd Benrahma,Pass (Live),Saïd Benrahma,Take-On
2,18,Tomáš Souček,West Ham,0.03,,Off Target,27.0,Left Foot,,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live)
3,21,Jarrod Bowen,West Ham,0.09,0.06,Saved,14.0,Right Foot,,Jarrod Bowen,Take-On,Pablo Fornals,Pass (Live)
4,22,Tomáš Souček,West Ham,0.05,,Off Target,22.0,Right Foot,,Jarrod Bowen,Shot,,
5,24,Cristiano Ronaldo,Manchester Utd,0.03,0.05,Saved,17.0,Right Foot,,Paul Pogba,Pass (Live),Mason Greenwood,Pass (Live)
6,27,Bruno Fernandes,Manchester Utd,0.07,0.51,Saved,12.0,Left Foot,,Scott McTominay,Pass (Live),Fred,Pass (Live)
7,28,Luke Shaw,Manchester Utd,0.03,0.1,Saved,27.0,Left Foot,Deflected,Fred,Pass (Live),Mason Greenwood,Pass (Live)
8,30,Saïd Benrahma,West Ham,0.04,0.33,Goal,27.0,Right Foot,Deflected,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live)
9,32,Cristiano Ronaldo,Manchester Utd,0.07,,Off Target,14.0,Right Foot,Volley,Luke Shaw,Pass (Live),Bruno Fernandes,Pass (Live)
10,34,Aaron Wan-Bissaka,Manchester Utd,0.03,0.15,Saved,16.0,Right Foot,,Aaron Wan-Bissaka,Take-On,Luke Shaw,Pass (Live)
11,34,Cristiano Ronaldo,Manchester Utd,0.44,0.24,Saved,9.0,Right Foot,Volley,Bruno Fernandes,Pass (Live),Fred,Pass (Live)
12,35,Cristiano Ronaldo,Manchester Utd,0.92,1.0,Goal,3.0,Right Foot,,Cristiano Ronaldo,Shot,,
13,42,Cristiano Ronaldo,Manchester Utd,0.04,0.21,Saved,15.0,Right Foot,,Mason Greenwood,Pass (Live),Bruno Fernandes,Pass (Live)
14,42,Nikola Vlašić,West Ham,0.15,,Off Target,10.0,Left Foot,,Aaron Cresswell,Pass (Live),Pablo Fornals,Pass (Live)
15,45,Paul Pogba,Manchester Utd,0.02,,Blocked,27.0,Left Foot,,Scott McTominay,Pass (Live),Raphaël Varane,Pass (Live)
16,,,,,,,,,,,,,
17,47,Cristiano Ronaldo,Manchester Utd,0.51,0.46,Saved,12.0,Right Foot,,Bruno Fernandes,Pass (Live),,
18,47,Cristiano Ronaldo,Manchester Utd,0.04,,Blocked,15.0,Left Foot,Volley,Paul Pogba,Pass (Live),Luke Shaw,Pass (Dead)
19,48,Jarrod Bowen,West Ham,0.01,0.18,Saved,29.0,Left Foot,,Jarrod Bowen,Take-On,Vladimír Coufal,Pass (Live)
20,50,Harry Maguire,Manchester Utd,0.04,,Off Target,11.0,Head,,Luke Shaw,Pass (Dead),Bruno Fernandes,Pass (Live)
21,51,Pablo Fornals,West Ham,0.15,,Off Target,9.0,Right Foot,,Jarrod Bowen,Pass (Live),Pablo Fornals,Pass (Live)
22,52,Paul Pogba,Manchester Utd,0.05,,Off Target,27.0,Right Foot,,Bruno Fernandes,Pass (Live),Paul Pogba,Pass (Live)
23,57,Jarrod Bowen,West Ham,0.03,,Blocked,13.0,Left Foot,,Pablo Fornals,Pass (Live),Declan Rice,Pass (Live)
24,61,Bruno Fernandes,Manchester Utd,0.01,,Blocked,33.0,Right Foot,,Luke Shaw,Pass (Live),Scott McTominay,Pass (Live)
25,62,Saïd Benrahma,West Ham,0.02,,Blocked,30.0,Right Foot,,Aaron Cresswell,Pass (Live),Nikola Vlašić,Pass (Live)
26,72,Saïd Benrahma,West Ham,0.03,,Blocked,31.0,Right Foot,,Andriy Yarmolenko,Pass (Live),Pablo Fornals,Pass (Live)
27,75,Bruno Fernandes,Manchester Utd,0.03,0.02,Saved,28.0,Right Foot,,Jesse Lingard,Pass (Live),Bruno Fernandes,Pass (Live)
28,81,Pablo Fornals,West Ham,0.03,,Off Target,26.0,Right Foot,,,,,
29,89,Jesse Lingard,Manchester Utd,0.05,0.59,Goal,17.0,Right Foot,,Nemanja Matić,Pass (Live),Luke Shaw,Pass (Live)
30,90+5,Mark Noble (pen),West Ham,0.79,0.99,Saved,13.0,Right Foot,,,Fouled,Manuel Lanzini,Pass (Live)
0,2,Son Heung-min,Tottenham,0.03,,Blocked,26.0,Right Foot,,Tanguy Ndombele,Pass (Live),Sergio Reguilón,Pass (Live)
1,2,Giovani Lo Celso,Tottenham,0.15,,Off Target,8.0,Right Foot,,Sergio Reguilón,Pass (Live),Son Heung-min,Pass (Live)
2,2,Giovani Lo Celso,Tottenham,0.03,,Off Target,14.0,Head,,Emerson,Pass (Live),Giovani Lo Celso,Shot
3,5,Harry Kane,Tottenham,0.12,,Blocked,23.0,Right Foot,Free kick,Cristian Romero,Fouled,Dele Alli,Pass (Live)
4,6,Kai Havertz,Chelsea,0.03,,Off Target,24.0,Left Foot,,César Azpilicueta,Pass (Live),Kai Havertz,Pass (Live)
5,11,Kai Havertz,Chelsea,0.09,,Off Target,17.0,Left Foot,Volley,César Azpilicueta,Pass (Live),Antonio Rüdiger,Pass (Live)
6,15,Mason Mount,Chelsea,0.13,,Blocked,12.0,Right Foot,,Romelu Lukaku,Pass (Live),Mason Mount,Pass (Live)
7,18,Giovani Lo Celso,Tottenham,0.01,,Off Target,25.0,Left Foot,,Son Heung-min,Pass (Dead),Emerson,Fouled
8,22,Mason Mount,Chelsea,0.03,,Blocked,20.0,Right Foot,,Andreas Christensen,Pass (Live),Jorginho,Pass (Live)
9,26,Andreas Christensen,Chelsea,0.08,,Off Target,21.0,Right Foot,,Andreas Christensen,Take-On,Romelu Lukaku,Pass (Live)
10,31,Kai Havertz,Chelsea,0.12,,Blocked,17.0,Left Foot,,Marcos Alonso,Pass (Live),Mateo Kovačić,Pass (Live)
11,33,Son Heung-min,Tottenham,0.11,0.67,Saved,10.0,Left Foot,,Giovani Lo Celso,Pass (Live),Tanguy Ndombele,Pass (Live)
12,,,,,,,,,,,,,
13,47,Marcos Alonso,Chelsea,0.04,0.1,Saved,12.0,Left Foot,Volley,Thiago Silva,Pass (Live),Antonio Rüdiger,Pass (Live)
14,49,Thiago Silva,Chelsea,0.04,0.09,Goal,11.0,Head,,Marcos Alonso,Pass (Dead),N'Golo Kanté,Pass (Live)
15,53,Marcos Alonso,Chelsea,0.17,,Blocked,12.0,Left Foot,Volley,César Azpilicueta,Pass (Live),Kai Havertz,Pass (Live)
16,54,Antonio Rüdiger,Chelsea,0.01,0.05,Saved,11.0,Head,,Andreas Christensen,Pass (Live),Mateo Kovačić,Pass (Live)
17,57,N'Golo Kanté,Chelsea,0.03,0.18,Goal,31.0,Right Foot,Deflected,Mateo Kovačić,Pass (Live),Mateo Kovačić,Tackle
18,62,Tanguy Ndombele,Tottenham,0.02,,Off Target,27.0,Right Foot,,Giovani Lo Celso,Pass (Live),Sergio Reguilón,Pass (Live)
19,64,Harry Kane,Tottenham,0.03,0.13,Saved,26.0,Right Foot,,Son Heung-min,Pass (Live),Harry Kane,Pass (Live)
20,75,Thiago Silva,Chelsea,0.08,0.09,Saved,6.0,Head,,Marcos Alonso,Pass (Dead),N'Golo Kanté,Pass (Live)
21,81,Timo Werner,Chelsea,0.37,0.53,Saved,12.0,Right Foot,,N'Golo Kanté,Pass (Live),Timo Werner,Pass (Live)
22,81,Marcos Alonso,Chelsea,0.08,,Blocked,16.0,Left Foot,Volley,Timo Werner,Shot,,
23,81,Marcos Alonso,Chelsea,0.06,,Blocked,11.0,Left Foot,Volley,Mateo Kovačić,Pass (Live),Marcos Alonso,Shot
24,86,Romelu Lukaku,Chelsea,0.17,0.03,Saved,10.0,Head,,Antonio Rüdiger,Pass (Live),Mateo Kovačić,Pass (Live)
25,87,Romelu Lukaku,Chelsea,0.07,,Blocked,15.0,Left Foot,,Jorginho,Pass (Live),Mateo Kovačić,Pass (Live)
26,90+1,Mateo Kovačić,Chelsea,0.5,0.68,Saved,4.0,Right Foot,,Romelu Lukaku,Pass (Live),Mateo Kovačić,Pass (Live)
27,90+2,Antonio Rüdiger,Chelsea,0.07,0.23,Goal,15.0,Right Foot,,Timo Werner,Pass (Live),César Azpilicueta,Pass (Live)
28,90+4,Romelu Lukaku,Chelsea,0.04,,Blocked,14.0,Right Foot,,Romelu Lukaku,Take-On,Marcos Alonso,Pass (Live)
0,3.0,Aymeric Laporte,Manchester City,0.07,,Off Target,9.0,Head,,Phil Foden,Pass (Dead),Bernardo Silva,Pass (Live)
1,18.0,Timo Werner,Chelsea,0.02,,Blocked,17.0,Right Foot,Deflected,Antonio Rüdiger,Pass (Live),Jorginho,Pass (Live)
2,31.0,Kevin De Bruyne,Manchester City,0.06,,Blocked,19.0,Left Foot,,Kyle Walker,Pass (Live),Rúben Dias,Pass (Live)
3,34.0,Rodri,Manchester City,0.03,,Blocked,31.0,Right Foot,,Jack Grealish,Pass (Live),Rodri,Pass (Live)
4,34.0,Rúben Dias,Manchester City,0.11,,Blocked,5.0,Head,,Phil Foden,Pass (Dead),Rodri,Shot
5,39.0,Kevin De Bruyne,Manchester City,0.03,,Off Target,27.0,Right Foot,,Jack Grealish,Pass (Live),Rodri,Pass (Live)
6,41.0,Gabriel Jesus,Manchester City,0.14,,Off Target,13.0,Left Foot,Volley,Phil Foden,Pass (Live),Kevin De Bruyne,Pass (Live)
7,,,,,,,,,,,,,
8,48.0,Kevin De Bruyne,Manchester City,0.05,,Blocked,23.0,Right Foot,,Bernardo Silva,Pass (Live),Jack Grealish,Pass (Live)
9,48.0,Jack Grealish,Manchester City,0.03,,Off Target,19.0,Right Foot,,Kevin De Bruyne,Pass (Live),Kyle Walker,Pass (Live)
10,53.0,João Cancelo,Manchester City,0.04,,Blocked,24.0,Left Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
11,53.0,Gabriel Jesus,Manchester City,0.03,0.14,Goal,17.0,Right Foot,Deflected,João Cancelo,Shot,,
12,58.0,Jack Grealish,Manchester City,0.04,0.44,Saved,13.0,Right Foot,,Jack Grealish,Take-On,João Cancelo,Pass (Live)
13,61.0,Gabriel Jesus,Manchester City,0.19,,Blocked,11.0,Left Foot,,Jack Grealish,Pass (Live),Rodri,Pass (Live)
14,66.0,Marcos Alonso,Chelsea,0.05,,Blocked,25.0,Left Foot,Free kick,Romelu Lukaku,Fouled,César Azpilicueta,Pass (Live)
15,68.0,Kevin De Bruyne,Manchester City,0.05,,Blocked,18.0,Left Foot,,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live)
16,71.0,Mateo Kovačić,Chelsea,0.09,,Blocked,20.0,Right Foot,,Romelu Lukaku,Pass (Live),,
17,79.0,Aymeric Laporte,Manchester City,0.35,,Off Target,10.0,Left Foot,,Kevin De Bruyne,Pass (Dead),Kyle Walker,Fouled
18,83.0,Jack Grealish,Manchester City,0.48,0.1,Saved,17.0,Right Foot,,Phil Foden,Pass (Live),Gabriel Jesus,Pass (Live)
19,85.0,Timo Werner,Chelsea,0.06,,Blocked,16.0,Left Foot,,César Azpilicueta,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
20,89.0,Marcos Alonso,Chelsea,0.01,,Off Target,62.0,Left Foot,,Antonio Rüdiger,Pass (Live),Thiago Silva,Pass (Live)
0,2,Bruno Fernandes,Manchester Utd,0.08,,Off Target,16.0,Left Foot,Volley,Luke Shaw,Pass (Live),Paul Pogba,Pass (Live)
1,6,Bruno Fernandes,Manchester Utd,0.05,,Blocked,28.0,Right Foot,Free kick,Mason Greenwood,Fouled,Bruno Fernandes,Pass (Live)
2,8,Mason Greenwood,Manchester Utd,0.03,,Blocked,26.0,Left Foot,,Aaron Wan-Bissaka,Pass (Live),,
3,11,Cristiano Ronaldo,Manchester Utd,0.02,,Off Target,32.0,Right Foot,,Bruno Fernandes,Pass (Live),David de Gea,Pass (Live)
4,16,Matt Targett,Aston Villa,0.28,,Off Target,3.0,Left Foot,,Matty Cash,Pass (Live),John McGinn,Pass (Live)
5,18,Mason Greenwood,Manchester Utd,0.17,0.07,Saved,13.0,Right Foot,,Paul Pogba,Pass (Live),Cristiano Ronaldo,Pass (Live)
6,22,Ollie Watkins,Aston Villa,0.22,0.33,Saved,12.0,Right Foot,,,,,
7,24,Paul Pogba,Manchester Utd,0.1,,Blocked,19.0,Left Foot,,,,,
8,24,Bruno Fernandes,Manchester Utd,0.0,,Blocked,27.0,Right Foot,,,,,
