,Unnamed: 0_level_0_Minute,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Squad,Unnamed: 3_level_0_xG,Unnamed: 4_level_0_PSxG,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 1_Event,SCA 2_Player,SCA 2_Event
10,32,Andy Carroll,Newcastle Utd,0.11,,Blocked,17.0,Right Foot,Volley,Andy Carroll,Take-On,Jonjo Shelvey,Pass (Live)
11,33,Michail Antonio,West Ham,0.04,,Blocked,16.0,Right Foot,,Declan Rice,Pass (Live),Jarrod Bowen,Pass (Live)
12,34,Pablo Fornals,West Ham,0.09,,Blocked,13.0,Right Foot,,Tomáš Souček,Pass (Live),Mark Noble,Pass (Live)
13,36,Andy Carroll,Newcastle Utd,0.04,,Off Target,15.0,Head,,Javier Manquillo,Pass (Live),Callum Wilson,Pass (Live)
14,38,Jarrod Bowen,West Ham,0.09,,Off Target,13.0,Right Foot,,Ryan Fredericks,Pass (Live),Declan Rice,Pass (Live)
15,39,Callum Wilson,Newcastle Utd,0.03,,Off Target,24.0,Right Foot,,Jamal Lewis,Pass (Live),Allan Saint-Maximin,Pass (Live)
16,44,Michail Antonio,West Ham,0.03,,Blocked,23.0,Right Foot,,Ryan Fredericks,Pass (Live),Michail Antonio,Pass (Live)
17,,,,,,,,,,,,,
18,56,Callum Wilson,Newcastle Utd,0.76,0.96,Goal,3.0,Right Foot,Volley,Jeff Hendrick,Pass (Live),Allan Saint-Maximin,Pass (Live)
19,68,Tomáš Souček,West Ham,0.3,,Blocked,6.0,Right Foot,,Declan Rice,Pass (Live),Aaron Cresswell,Pass (Dead)
20,68,Sébastien Haller,West Ham,0.13,,Off Target,5.0,Right Foot,,Sébastien Haller,Pass (Live),Tomáš Souček,Shot
21,75,Allan Saint-Maximin,Newcastle Utd,0.03,,Off Target,28.0,Right Foot,,Andy Carroll,Pass (Live),Jeff Hendrick,Pass (Live)
22,78,Joelinton,Newcastle Utd,0.03,,Blocked,23.0,Right Foot,,Jonjo Shelvey,Pass (Live),Joelinton,Pass (Live)
23,78,Jonjo Shelvey,Newcastle Utd,0.06,,Blocked,21.0,Right Foot,,Joelinton,Pass (Live),Jeff Hendrick,Pass (Live)
24,79,Andriy Yarmolenko,West Ham,0.03,,Off Target,30.0,Left Foot,,Ryan Fredericks,Pass (Live),Andriy Yarmolenko,Pass (Live)
25,80,Andriy Yarmolenko,West Ham,0.02,,Blocked,24.0,Left Foot,,Aaron Cresswell,Pass (Live),Angelo Ogbonna,Pass (Live)
26,81,Michail Antonio,West Ham,0.03,,Blocked,29.0,Right Foot,,,,,
27,83,Sébastien Haller,West Ham,0.06,0.3,Saved,10.0,Head,,Ryan Fredericks,Pass (Live),Andriy Yarmolenko,Pass (Dead)
28,87,Jeff Hendrick,Newcastle Utd,0.07,0.37,Goal,15.0,Right Foot,,Miguel Almirón,Pass (Live),Andy Carroll,Pass (Live)
29,90+3,Andriy Yarmolenko,West Ham,0.04,0.04,Saved,17.0,Left Foot,,Tomáš Souček,Pass (Live),Sébastien Haller,Pass (Live)
30,90+3,Miguel Almirón,Newcastle Utd,0.1,,Blocked,13.0,Left Foot,,,,,
0,9,Grady Diangana,West Brom,0.12,,Off Target,4.0,Right Foot,,Darnell Furlong,Pass (Live),Callum Robinson,Pass (Live)
1,17,Matheus Pereira,West Brom,0.09,,Blocked,23.0,Left Foot,Free kick,Darnell Furlong,Fouled,Sam Johnstone,Pass (Live)
2,25,Matheus Pereira,West Brom,0.03,,Off Target,23.0,Left Foot,Volley,,,,
3,30,Harvey Barnes,Leicester City,0.36,0.28,Saved,12.0,Left Foot,Volley,Ayoze Pérez,Pass (Live),Dennis Praet,Pass (Live)
4,30,Dennis Praet,Leicester City,0.05,0.06,Saved,14.0,Left Foot,Volley,Harvey Barnes,Shot,,
5,32,Harvey Barnes,Leicester City,0.05,0.03,Saved,17.0,Right Foot,Deflected,James Justin,Pass (Live),Youri Tielemans,Pass (Live)
6,32,Harvey Barnes,Leicester City,0.06,,Off Target,12.0,Left Foot,,Harvey Barnes,Shot,,
7,39,Ayoze Pérez,Leicester City,0.08,,Blocked,16.0,Right Foot,,Jamie Vardy,Pass (Live),Dennis Praet,Pass (Live)
8,40,Çağlar Söyüncü,Leicester City,0.05,,Off Target,15.0,Right Foot,Volley,Nampalys Mendy,Fouled,Timothy Castagne,Pass (Live)
9,42,Darnell Furlong,West Brom,0.03,,Blocked,21.0,Right Foot,,Matheus Pereira,Pass (Live),Romaine Sawyers,Pass (Live)
10,42,Matheus Pereira,West Brom,0.05,0.63,Saved,14.0,Left Foot,,Jake Livermore,Pass (Live),Grady Diangana,Pass (Live)
11,,,,,,,,,,,,,
12,56,Timothy Castagne,Leicester City,0.46,0.77,Goal,6.0,Head,,Dennis Praet,Pass (Live),James Justin,Pass (Live)
13,59,Dennis Praet,Leicester City,0.05,,Blocked,24.0,Right Foot,,Harvey Barnes,Pass (Live),Youri Tielemans,Pass (Live)
14,60,Harvey Barnes,Leicester City,0.03,,Blocked,18.0,Right Foot,Volley,,,,
15,64,Youri Tielemans,Leicester City,0.05,0.05,Saved,34.0,Right Foot,Free kick,Harvey Barnes,Fouled,Nampalys Mendy,Interception
16,74,Jamie Vardy (pen),Leicester City,0.79,1.0,Goal,13.0,Right Foot,,Jamie Vardy,Fouled,Harvey Barnes,Take-On
17,79,Harvey Barnes,Leicester City,0.04,,Off Target,18.0,Right Foot,,Harvey Barnes,Take-On,James Maddison,Pass (Live)
18,84,Jamie Vardy (pen),Leicester City,0.79,0.99,Goal,13.0,Right Foot,,James Justin,Fouled,Youri Tielemans,Pass (Live)
19,87,Kyle Edwards,West Brom,0.07,,Blocked,13.0,Right Foot,,Kieran Gibbs,Pass (Live),Grady Diangana,Pass (Live)
20,90+2,Hal Robson-Kanu,West Brom,0.03,,Off Target,31.0,Left Foot,,Grady Diangana,Pass (Live),,
0,3.0,Son Heung-min,Tottenham,0.03,0.06,Saved,26.0,Right Foot,,Harry Kane,Pass (Live),Matt Doherty,Pass (Live)
1,16.0,Richarlison,Everton,0.3,,Off Target,9.0,Left Foot,,Richarlison,Take-On,Richarlison,Take-On
2,23.0,Yerry Mina,Everton,0.02,,Off Target,33.0,Right Foot,Volley,André Gomes,Pass (Live),Lucas Digne,Pass (Live)
3,26.0,Son Heung-min,Tottenham,0.04,,Blocked,16.0,Right Foot,,Dele Alli,Pass (Live),Lucas Moura,Pass (Live)
4,27.0,James Rodríguez,Everton,0.04,,Blocked,17.0,Right Foot,,Richarlison,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
5,31.0,Richarlison,Everton,0.04,,Blocked,18.0,Right Foot,,James Rodríguez,Pass (Live),James Rodríguez,Take-On
6,33.0,Dele Alli,Tottenham,0.36,0.59,Saved,14.0,Right Foot,,Son Heung-min,Pass (Live),Lucas Moura,Pass (Live)
7,37.0,James Rodríguez,Everton,0.03,,Off Target,29.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Abdoulaye Doucouré,Take-On
8,39.0,Lucas Moura,Tottenham,0.05,,Blocked,13.0,Head,,Son Heung-min,Pass (Live),Dele Alli,Pass (Live)
9,42.0,Matt Doherty,Tottenham,0.33,0.21,Saved,6.0,Right Foot,,Harry Kane,Pass (Live),Matt Doherty,Pass (Live)
10,43.0,Richarlison,Everton,0.04,0.02,Saved,22.0,Left Foot,,Richarlison,Take-On,James Rodríguez,Pass (Live)
11,,,,,,,,,,,,,
12,51.0,James Rodríguez,Everton,0.1,,Off Target,14.0,Left Foot,,Dominic Calvert-Lewin,Pass (Live),Michael Keane,Pass (Live)
13,52.0,Richarlison,Everton,0.25,,Off Target,6.0,Head,,James Rodríguez,Pass (Live),Séamus Coleman,Pass (Live)
14,53.0,André Gomes,Everton,0.06,,Blocked,15.0,Left Foot,,Abdoulaye Doucouré,Tackle,André Gomes,Pass (Live)
15,55.0,Dominic Calvert-Lewin,Everton,0.12,0.28,Goal,10.0,Head,,Lucas Digne,Pass (Dead),Richarlison,Fouled
16,69.0,Lucas Moura,Tottenham,0.04,0.03,Saved,15.0,Head,,Ben Davies,Pass (Live),Steven Bergwijn,Pass (Live)
17,69.0,Richarlison,Everton,0.03,,Off Target,21.0,Right Foot,,James Rodríguez,Pass (Live),Allan,Pass (Live)
18,71.0,Richarlison,Everton,0.04,,Blocked,15.0,Right Foot,,Séamus Coleman,Pass (Live),Abdoulaye Doucouré,Pass (Live)
19,72.0,Richarlison,Everton,0.05,,Off Target,16.0,Right Foot,,James Rodríguez,Pass (Live),Séamus Coleman,Pass (Live)
20,74.0,Séamus Coleman,Everton,0.03,0.1,Saved,28.0,Right Foot,Volley,Abdoulaye Doucouré,Pass (Live),Richarlison,Pass (Live)
21,78.0,Harry Kane,Tottenham,0.11,,Off Target,7.0,Head,,Son Heung-min,Pass (Dead),Moussa Sissoko,Pass (Live)
22,81.0,Ben Davies,Tottenham,0.1,,Blocked,6.0,Left Foot,Volley,Toby Alderweireld,Pass (Live),Son Heung-min,Pass (Dead)
23,81.0,Harry Kane,Tottenham,0.06,0.05,Saved,9.0,Head,Deflected,Ben Davies,Pass (Live),Pierre Højbjerg,Pass (Live)
24,84.0,Dominic Calvert-Lewin,Everton,0.06,0.06,Saved,15.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Gylfi Sigurðsson,Pass (Live)
0,3,Raúl Jiménez,Wolves,0.29,0.74,Goal,15.0,Right Foot,Volley,Daniel Podence,Pass (Live),Daniel Podence,Take-On
1,6,Raúl Jiménez,Wolves,0.05,0.04,Saved,17.0,Right Foot,Volley,Leander Dendoncker,Pass (Live),Daniel Podence,Pass (Live)
2,6,Romain Saïss,Wolves,0.05,0.14,Goal,11.0,Head,,Pedro Neto,Pass (Dead),Raúl Jiménez,Shot
3,24,Raúl Jiménez,Wolves,0.04,,Off Target,25.0,Left Foot,,Raúl Jiménez,Take-On,João Moutinho,Pass (Live)
4,38,Oliver McBurnie,Sheffield Utd,0.04,0.04,Saved,12.0,Head,,Oliver Norwood,Pass (Dead),Chris Basham,Pass (Live)
5,,,,,,,,,,,,,
6,47,Enda Stevens,Sheffield Utd,0.06,,Off Target,10.0,Left Foot,,Oliver McBurnie,Pass (Live),Oliver Norwood,Pass (Live)
7,51,John Fleck,Sheffield Utd,0.04,,Woodwork,16.0,Left Foot,,John Lundstram,Pass (Live),Enda Stevens,Pass (Live)
8,51,George Baldock,Sheffield Utd,0.05,,Blocked,14.0,Right Foot,,John Fleck,Shot,,
9,53,Romain Saïss,Wolves,0.07,,Off Target,9.0,Head,,João Moutinho,Pass (Dead),Raúl Jiménez,Pass (Live)
10,70,Romain Saïss,Wolves,0.34,0.34,Saved,14.0,Left Foot,,Romain Saïss,Pass (Live),,
11,70,Raúl Jiménez,Wolves,0.56,,Off Target,10.0,Left Foot,,Romain Saïss,Shot,,
12,72,Billy Sharp,Sheffield Utd,0.68,,Off Target,5.0,Right Foot,,George Baldock,Pass (Live),John Lundstram,Pass (Live)
13,75,David McGoldrick,Sheffield Utd,0.03,,Blocked,23.0,Right Foot,,John Lundstram,Pass (Live),Oliver Norwood,Pass (Live)
14,75,Adama Traoré,Wolves,0.03,,Off Target,31.0,Right Foot,,João Moutinho,Pass (Live),Daniel Podence,Pass (Live)
15,83,Adama Traoré,Wolves,0.03,,Blocked,25.0,Right Foot,,Adama Traoré,Take-On,Fernando Marçal,Pass (Live)
16,84,Raúl Jiménez,Wolves,0.07,,Woodwork,6.0,Head,,João Moutinho,Pass (Dead),Adama Traoré,Shot
17,88,John Egan,Sheffield Utd,0.04,,Off Target,13.0,Head,,John Fleck,Pass (Dead),John Fleck,Pass (Live)
18,90,Adama Traoré,Wolves,0.05,,Blocked,27.0,Right Foot,,Rúben Neves,Pass (Live),Vitinha,Pass (Live)
19,90+2,Oliver McBurnie,Sheffield Utd,0.06,,Blocked,11.0,Head,,Sander Berge,Pass (Live),John Lundstram,Pass (Live)
20,90+4,Oliver McBurnie,Sheffield Utd,0.04,,Off Target,12.0,Head,,John Fleck,Pass (Dead),,
0,5,Adam Webster,Brighton,0.02,,Off Target,33.0,Right Foot,,Steven Alzate,Pass (Live),Adam Lallana,Pass (Live)
1,15,Yves Bissouma,Brighton,0.03,,Off Target,17.0,Left Foot,Volley,Adam Lallana,Pass (Live),,
2,19,Timo Werner,Chelsea,0.04,,Off Target,16.0,Head,,Mason Mount,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
3,23,Jorginho (pen),Chelsea,0.79,0.99,Goal,13.0,Right Foot,,Timo Werner,Fouled,Jorginho,Pass (Live)
4,25,Steven Alzate,Brighton,0.06,,Blocked,20.0,Right Foot,,Adam Lallana,Pass (Live),Tariq Lamptey,Pass (Live)
5,25,Timo Werner,Chelsea,0.08,,Blocked,14.0,Right Foot,,Kai Havertz,Pass (Live),,
6,26,Neal Maupay,Brighton,0.39,,Off Target,9.0,Other,,Tariq Lamptey,Pass (Live),Yves Bissouma,Pass (Live)
7,35,Steven Alzate,Brighton,0.03,0.16,Saved,24.0,Right Foot,,Adam Lallana,Pass (Live),Tariq Lamptey,Pass (Live)
8,35,Solly March,Brighton,0.04,,Blocked,14.0,Left Foot,,Steven Alzate,Shot,,
9,36,Yves Bissouma,Brighton,0.02,,Off Target,24.0,Right Foot,Volley,Leandro Trossard,Pass (Dead),Leandro Trossard,Pass (Live)
10,45+2,Timo Werner,Chelsea,0.04,0.1,Saved,15.0,Left Foot,,Mason Mount,Pass (Live),Marcos Alonso,Pass (Live)
11,45+3,Mason Mount,Chelsea,0.02,,Off Target,30.0,Right Foot,Volley,Jorginho,Pass (Live),Timo Werner,Shot
12,,,,,,,,,,,,,
13,47,Aaron Connolly,Brighton,0.1,,Off Target,3.0,Other,Volley,Solly March,Pass (Live),Solly March,Take-On
14,48,Aaron Connolly,Brighton,0.06,,Blocked,12.0,Right Foot,,Steven Alzate,Pass (Live),Solly March,Pass (Dead)
15,49,Tariq Lamptey,Brighton,0.05,,Blocked,13.0,Right Foot,,Adam Webster,Pass (Live),Lewis Dunk,Pass (Live)
16,54,Leandro Trossard,Brighton,0.03,0.47,Goal,27.0,Left Foot,,Tariq Lamptey,Pass (Live),Yves Bissouma,Pass (Live)
17,56,Reece James,Chelsea,0.03,0.32,Goal,29.0,Right Foot,,Jorginho,Pass (Live),Mason Mount,Pass (Live)
18,59,Lewis Dunk,Brighton,0.19,,Off Target,6.0,Head,,Leandro Trossard,Pass (Live),Tariq Lamptey,Pass (Live)
19,64,Timo Werner,Chelsea,0.07,,Blocked,11.0,Right Foot,,Reece James,Pass (Live),Kai Havertz,Pass (Live)
20,66,Kurt Zouma,Chelsea,0.05,0.11,Goal,16.0,Right Foot,"Deflected, Volley",Reece James,Pass (Dead),,
21,77,Timo Werner,Chelsea,0.09,,Blocked,11.0,Right Foot,,Ross Barkley,Pass (Live),N'Golo Kanté,Pass (Live)
22,80,Aaron Connolly,Brighton,0.03,0.05,Saved,26.0,Right Foot,,Aaron Connolly,Pass (Live),Alireza Jahanbakhsh,Pass (Live)
23,90+4,Ross Barkley,Chelsea,0.02,0.13,Saved,36.0,Right Foot,,Timo Werner,Pass (Live),Ross Barkley,Pass (Live)
0,1.0,Grady Diangana,West Brom,0.05,0.05,Saved,17.0,Left Foot,,Callum Robinson,Pass (Live),,
1,3.0,Dominic Calvert-Lewin,Everton,0.14,,Off Target,5.0,Head,,James Rodríguez,Pass (Dead),Richarlison,Pass (Live)
2,7.0,Jake Livermore,West Brom,0.04,,Off Target,22.0,Left Foot,,Callum Robinson,Pass (Live),Jake Livermore,Pass (Live)
3,10.0,Grady Diangana,West Brom,0.05,0.17,Goal,24.0,Left Foot,,Matheus Pereira,Pass (Live),,
4,11.0,Dominic Calvert-Lewin,Everton,0.07,,Blocked,11.0,Head,,Lucas Digne,Pass (Dead),,Fouled
5,11.0,Richarlison,Everton,0.28,,Blocked,8.0,Right Foot,Volley,Dominic Calvert-Lewin,Shot,,
6,15.0,Dominic Calvert-Lewin,Everton,0.26,,Blocked,4.0,Right Foot,,,,,
7,17.0,Allan,Everton,0.02,0.12,Saved,31.0,Right Foot,,Lucas Digne,Pass (Live),André Gomes,Pass (Live)
8,18.0,Callum Robinson,West Brom,0.03,0.16,Saved,27.0,Right Foot,,Grady Diangana,Pass (Live),Callum Robinson,Pass (Live)
9,22.0,Jake Livermore,West Brom,0.1,,Blocked,13.0,Right Foot,Volley,Callum Robinson,Pass (Live),Darnell Furlong,Pass (Live)
10,26.0,Richarlison,Everton,0.06,,Off Target,13.0,Left Foot,,André Gomes,Pass (Live),,
11,28.0,Richarlison,Everton,0.2,,Blocked,9.0,Left Foot,Volley,Michael Keane,Pass (Live),Lucas Digne,Pass (Dead)
12,29.0,Michael Keane,Everton,0.09,,Off Target,8.0,Head,,Lucas Digne,Pass (Dead),,
13,31.0,Dominic Calvert-Lewin,Everton,0.96,0.94,Goal,2.0,Right Foot,"Deflected, Volley",Abdoulaye Doucouré,Pass (Live),Séamus Coleman,Pass (Live)
14,45.0,James Rodríguez,Everton,0.03,0.28,Goal,24.0,Left Foot,,Richarlison,Pass (Live),Richarlison,Take-On
15,,,,,,,,,,,,,
16,47.0,Matheus Pereira,West Brom,0.06,0.43,Goal,29.0,Left Foot,Free kick,Matheus Pereira,Fouled,,
